chemical,name,molecular_weight,SMILES_string,Drug,InChI Key,SMILES,similarity
CIDs00016058,Epodyl,262.29948,C1C(O1)COCCOCCOCCOCC2CO2,Ethoglucid,UMILHIMHKXVDGH-UHFFFAOYSA-N,C1C(O1)COCCOCCOCCOCC2CO2,38
CIDs10578170,[35S]ibutamoren,531.567572,CC(C)(C(=O)NC(COCC1=CC=CC=C1)C(=O)N2CCC3(CC2)CN(C4=CC=CC=C34)S(=O)(=O)C)N,Ibutamoren,UMUPQWIGCOZEOY-JOCHJYFZSA-N,CC(C)(C(=O)NC(COCC1=CC=CC=C1)C(=O)N2CCC3(CC2)CN(C4=CC=CC=C34)S(=O)(=O)C)N,72
CIDs00005210,sibutramine,279.84804,CC(C)CC(C1(CCC1)C2=CC=C(C=C2)Cl)N(C)C,Sibutramine,UNAANXDKBXWMLN-UHFFFAOYSA-N,CC(C)CC(C1(CCC1)C2=CC=C(C=C2)Cl)N(C)C,91
CIDs00689113,Tocris-0549,339.4314,CCC(CO)NC(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,Methylergometrine,UNBRKDKAWYKMIV-QWQRMKEZSA-N,CCC(CO)NC(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,21
CIDs00015541,spectinomycin,332.34956,CC1CC(=O)C2(C(O1)OC3C(C(C(C(C3O2)NC)O)NC)O)O,Spectinomycin,UNFWWIHTNXNPBV-WXKVUWSESA-N,CC1CC(=O)C2(C(O1)OC3C(C(C(C(C3O2)NC)O)NC)O)O,92
CIDs06398762,trans-ceftibuten,410.42486,C1C=C(N2C(S1)C(C2=O)NC(=O)C(=CCC(=O)O)C3=CSC(=N3)N)C(=O)O,Ceftibuten,UNJFKXSSGBWRBZ-BJCIPQKHSA-N,C1C=C(N2C(S1)C(C2=O)NC(=O)C(=CCC(=O)O)C3=CSC(=N3)N)C(=O)O,69
CIDs00010275,amiphenazole,191.25286,C1=CC=C(C=C1)C2=C(N=C(S2)N)N,Amiphenazole,UPOYFZYFGWBUKL-UHFFFAOYSA-N,C1=CC=C(C=C1)C2=C(N=C(S2)N)N,92
CIDs46783103,Tolmetin-d3,260.302985,CC1=CC=C(C=C1)C(=O)C2=CC=C(N2C)CC(=O)O,Tolmetin,UPSPUYADGBWSHF-UHFFFAOYSA-N,CC1=CC=C(C=C1)C(=O)C2=CC=C(N2C)CC(=O)O,84
CIDs00051634,miglustat,219.27804,CCCCN1CC(C(C(C1CO)O)O)O,Miglustat,UQRORFVVSGFNRO-UTINFBMNSA-N,CCCCN1CC(C(C(C1CO)O)O)O,89
CIDs00005743,dexamethasone,392.461063,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C,Dexamethasone,UREBDLICKHMUKA-CXSFZGCWSA-N,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C,92
CIDs00009782,betamethasone,392.461063,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C,Betamethasone,UREBDLICKHMUKA-DVTGEIKXSA-N,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C,92
CIDs00005002,quetiapine,383.5071,C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42,Quetiapine,URKOMYMAXPYINW-UHFFFAOYSA-N,C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42,90
CIDs25254387,Dapoxetine-d6 Hydrochloride,311.450391,CN(C)C(CCOC1=CC=CC2=CC=CC=C21)C3=CC=CC=C3,Dapoxetine,USRHYDPUVLEVMC-FQEVSTJZSA-N,CN(C)C(CCOC1=CC=CC2=CC=CC=C21)C3=CC=CC=C3,54
CIDs00004095,methadone,309.44518,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,Methadone,USSIQXCVUWKGNF-UHFFFAOYSA-N,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,89
CIDs44139752,LCI699,227.237003,C1CC2=CN=CN2C1C3=C(C=C(C=C3)C#N)F,Osilodrostat,USUZGMWDZDXMDG-CYBMUJFWSA-N,C1CC2=CN=CN2C1C3=C(C=C(C=C3)C#N)F,0
CIDs03033860,loprazolam,464.90424,CN1CCN(CC1)C=C2C(=O)N3C(=N2)CN=C(C4=C3C=CC(=C4)[N+](=O)[O-])C5=CC=CC=C5Cl,Loprazolam,UTEFBSAVJNEPTR-RGEXLXHISA-N,CN1CCN(CC1)C=C2C(=O)N3C(=N2)CN=C(C4=C3C=CC(=C4)[N+](=O)[O-])C5=CC=CC=C5Cl,90
CIDs00006319,"N,N'-diphenyl-p-phenylenediamine",260.33304,C1=CC=C(C=C1)NC2=CC=C(C=C2)NC3=CC=CC=C3,"N,N'-Diphenyl-P-Phenylenediamine",UTGQNNCQYDRXCH-UHFFFAOYSA-N,C1=CC=C(C=C1)NC2=CC=C(C=C2)NC3=CC=CC=C3,91
CIDs54684141,teriflunomide,270.20727,CC(=C(C#N)C(=O)NC1=CC=C(C=C1)C(F)(F)F)O,Teriflunomide,UTNUDOFZCWSZMS-YFHOEESVSA-N,CC(=C(C#N)C(=O)NC1=CC=C(C=C1)C(F)(F)F)O,92
CIDs00091488,fluocinolone,412.424346,CC12CC(C3(C(C1CC(C2(C(=O)CO)O)O)CC(C4=CC(=O)C=CC43C)F)F)O,Fluocinolone,UUOUOERPONYGOS-CLCRDYEYSA-N,CC12CC(C3(C(C1CC(C2(C(=O)CO)O)O)CC(C4=CC(=O)C=CC43C)F)F)O,92
CIDs00002366,betahistine,136.19428,CNCCC1=CC=CC=N1,Betahistine,UUQMNUMQCIQDMZ-UHFFFAOYSA-N,CNCCC1=CC=CC=N1,91
CIDs00002123,hexamethylmelamine,210.27942,CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C,Altretamine,UUVWYPNAQBNQJQ-UHFFFAOYSA-N,CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C,48
CIDs44133037,Marzine-d4,270.405327,CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=CC=C3,Cyclizine,UVKZSORBKUEBAZ-UHFFFAOYSA-N,CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=CC=C3,42
CIDs00134780,pomalidomide,273.24414,C1CC(=O)NC(=O)C1N2C(=O)C3=C(C2=O)C(=CC=C3)N,Pomalidomide,UVSMNLNDYGZFPF-UHFFFAOYSA-N,C1CC(=O)NC(=O)C1N2C(=O)C3=C(C2=O)C(=CC=C3)N,92
CIDs00003114,disopyramide,339.47446,CC(C)N(CCC(C1=CC=CC=C1)(C2=CC=CC=N2)C(=O)N)C(C)C,Disopyramide,UVTNFZQICZKOEM-UHFFFAOYSA-N,CC(C)N(CCC(C1=CC=CC=C1)(C2=CC=CC=N2)C(=O)N)C(C)C,92
CIDs71750765,Moexipril-d5,503.598869,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CC3=CC(=C(C=C3CC2C(=O)O)OC)OC,Moexipril,UWWDHYUMIORJTA-HSQYWUDLSA-N,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CC3=CC(=C(C=C3CC2C(=O)O)OC)OC,86
CIDs00003737,sodium iothalamate,613.91357,CC(=O)NC1=C(C(=C(C(=C1I)C(=O)O)I)C(=O)NC)I,Iotalamic Acid,UXIGWFXRQKWHHA-UHFFFAOYSA-N,CC(=O)NC1=C(C(=C(C(=C1I)C(=O)O)I)C(=O)NC)I,38
CIDs05493444,aliskiren,551.75832,CC(C)C(CC1=CC(=C(C=C1)OC)OCCCOC)CC(C(CC(C(C)C)C(=O)NCC(C)(C)C(=O)N)O)N,Aliskiren,UXOWGYHJODZGMF-QORCZRPOSA-N,CC(C)C(CC1=CC(=C(C=C1)OC)OCCCOC)CC(C(CC(C(C)C)C(=O)NCC(C)(C)C(=O)N)O)N,89
CIDs00015020,mesterolone,304.46688,CC1CC(=O)CC2C1(C3CCC4(C(C3CC2)CCC4O)C)C,Mesterolone,UXYRZJKIQKRJCF-TZPFWLJSSA-N,CC1CC(=O)CC2C1(C3CCC4(C(C3CC2)CCC4O)C)C,91
CIDs04474062,flosequinan,239.266003,CN1C=C(C(=O)C2=C1C=C(C=C2)F)S(=O)C,Flosequinan,UYGONJYYUKVHDD-UHFFFAOYSA-N,CN1C=C(C(=O)C2=C1C=C(C=C2)F)S(=O)C,91
CIDs05284596,naloxone,327.37434,C=CCN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O,Naloxone,UZHSEJADLWPNLE-GRGSLBFTSA-N,C=CCN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O,88
CIDs46220502,abemaciclib,506.593386,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F,Abemaciclib,UZWDCWONPYILKI-UHFFFAOYSA-N,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F,91
CIDs05479530,ceftriaxone,554.57992,CN1C(=NC(=O)C(=O)N1)SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O,Ceftriaxone,VAAUVRVFOQPIGI-SPQHTLEESA-N,CN1C(=NC(=O)C(=O)N1)SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O,91
CIDs54676537,acenocoumarol,353.3255,CC(=O)CC(C1=CC=C(C=C1)[N+](=O)[O-])C2=C(C3=CC=CC=C3OC2=O)O,Nicoumalone,VABCILAOYCMVPS-UHFFFAOYSA-N,CC(=O)CC(C1=CC=C(C=C1)[N+](=O)[O-])C2=C(C3=CC=CC=C3OC2=O)O,50
CIDs00005328,sulfamethizole,270.3313,CC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)N,Sulphamethizole,VACCAVUAMIDAGB-UHFFFAOYSA-N,CC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)N,83
CIDs00004173,metronidazole,171.15396,CC1=NC=C(N1CCO)[N+](=O)[O-],Metronidazole,VAOCPAMSLUNLGC-UHFFFAOYSA-N,CC1=NC=C(N1CCO)[N+](=O)[O-],92
CIDs58703469,(3S)-1-[(2R)-2-homoveratryloxycyclohexyl]pyrrolidin-3-ol,349.46444,COC1=C(C=C(C=C1)CCOC2CCCCC2N3CCC(C3)O)OC,Vernakalant,VBHQKCBVWWUUKN-KZNAEPCWSA-N,COC1=C(C=C(C=C1)CCOC2CCCCC2N3CCC(C3)O)OC,12
CIDs00024699,glyceryl monostearate,358.55578,CCCCCCCCCCCCCCCCCC(=O)OCC(CO)O,Glyceryl Monostearate,VBICKXHEKHSIBG-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCC(=O)OCC(CO)O,90
CIDs16132300,invicorp,3326.78198,CCC(C)C(C(=O)NC(CC(C)C)C(=O)NC(CC(=O)N)C(=O)O)NC(=O)C(CO)NC(=O)C(CC(=O)N)NC(=O)C(CC(C)C)NC(=O)C(CC1=CC=C(C=C1)O)NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)C(C(C)C)NC(=O)C(C)NC(=O)C(CCSC)NC(=O)C(CCC(=O)N)NC(=O)C(CCCCN)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(C(C)O)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CC(=O)N)NC(=O)C(CC(=O)O)NC(=O)C(C(C)O)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(C(C)C)NC(=O)C(C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(CC4=CN=CN4)N,Aviptadil,VBUWHHLIZKOSMS-RIWXPGAOSA-N,CCC(C)C(C(=O)NC(CC(C)C)C(=O)NC(CC(=O)N)C(=O)O)NC(=O)C(CO)NC(=O)C(CC(=O)N)NC(=O)C(CC(C)C)NC(=O)C(CC1=CC=C(C=C1)O)NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)C(C(C)C)NC(=O)C(C)NC(=O)C(CCSC)NC(=O)C(CCC(=O)N)NC(=O)C(CCCCN)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(C(C)O)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CC(=O)N)NC(=O)C(CC(=O)O)NC(=O)C(C(C)O)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(C(C)C)NC(=O)C(C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(CC4=CN=CN4)N,35
CIDs00005401,terazosin,387.4329,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N)OC,Terazosin,VCKUSRYTPJJLNI-UHFFFAOYSA-N,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N)OC,89
CIDs03000502,Lykocin,1321.41232,CC1C(=O)NC(C(=O)NC(=CNC(=O)N)C(=O)NC(C(=O)NCC(C(=O)N1)N)C2CCN=C(N2)N)CNC(=O)CC(CCCN)N.C1CN=C(NC1C2C(=O)NCC(C(=O)NC(C(=O)NC(C(=O)NC(=CNC(=O)N)C(=O)N2)CNC(=O)CC(CCCN)N)CO)N)N,Capreomycin,VCOPTHOUUNAYKQ-WBTCAYNUSA-N,CC1C(=O)NC(C(=O)NC(=CNC(=O)N)C(=O)NC(C(=O)NCC(C(=O)N1)N)C2CCN=C(N2)N)CNC(=O)CC(CCCN)N.C1CN=C(NC1C2C(=O)NCC(C(=O)NC(C(=O)NC(C(=O)NC(=CNC(=O)N)C(=O)N2)CNC(=O)CC(CCCN)N)CO)N)N,44
CIDs00008612,2-chloroprocaine,270.75516,CCN(CC)CCOC(=O)C1=C(C=C(C=C1)N)Cl,Chloroprocaine,VDANGULDQQJODZ-UHFFFAOYSA-N,CCN(CC)CCOC(=O)C1=C(C=C(C=C1)N)Cl,87
CIDs46241880,[(1S)-1-deuterio-1-(1-naphthyl)ethyl]-[3-[3-(trifluoromethyl)phenyl]propyl]amine,358.418151,CC(C1=CC=CC2=CC=CC=C21)NCCCC3=CC(=CC=C3)C(F)(F)F,Cinacalcet,VDHAWDNDOKGFTD-MRXNPFEDSA-N,CC(C1=CC=CC2=CC=CC=C21)NCCCC3=CC(=CC=C3)C(F)(F)F,13
CIDs06918670,ingenol mebutate,430.53386,CC=C(C)C(=O)OC1C(=CC23C1(C(C(=CC(C2=O)C4C(C4(C)C)CC3C)CO)O)O)C,Ingenol Mebutate,VDJHFHXMUKFKET-WDUFCVPESA-N,CC=C(C)C(=O)OC1C(=CC23C1(C(C(=CC(C2=O)C4C(C4(C)C)CC3C)CO)O)O)C,88
CIDs00185457,S-benzoylmercaptoacetyltriglycine,367.37698,C1=CC=C(C=C1)C(=O)SCC(=O)NCC(=O)NCC(=O)NCC(=O)O,Betiatide,VDPYMEBVIDZKMD-UHFFFAOYSA-N,C1=CC=C(C=C1)C(=O)SCC(=O)NCC(=O)NCC(=O)NCC(=O)O,24
CIDs00002762,cinoxacin,262.2182,CCN1C2=CC3=C(C=C2C(=O)C(=N1)C(=O)O)OCO3,Cinoxacin,VDUWPHTZYNWKRN-UHFFFAOYSA-N,CCN1C2=CC3=C(C=C2C(=O)C(=N1)C(=O)O)OCO3,89
CIDs00002206,antipyrine,188.22578,CC1=CC(=O)N(N1C)C2=CC=CC=C2,Phenazone,VEQOALNAAJBPNY-UHFFFAOYSA-N,CC1=CC(=O)N(N1C)C2=CC=CC=C2,32
CIDs57379345,ceritinib,558.13514,CC1=CC(=C(C=C1C2CCNCC2)OC(C)C)NC3=NC=C(C(=N3)NC4=CC=CC=C4S(=O)(=O)C(C)C)Cl,Ceritinib,VERWOWGGCGHDQE-UHFFFAOYSA-N,CC1=CC(=C(C=C1C2CCNCC2)OC(C)C)NC3=NC=C(C(=N3)NC4=CC=CC=C4S(=O)(=O)C(C)C)Cl,89
CIDs53464495,Curcumin-d6,374.416871,COC1=C(C=CC(=C1)C=CC(=O)CC(=O)C=CC2=CC(=C(C=C2)O)OC)O,Curcuma,VFLDPWHFBUODDF-FCXRPNKRSA-N,COC1=C(C=CC(=C1)C=CC(=O)CC(=O)C=CC2=CC(=C(C=C2)O)OC)O,67
CIDm00005203,sertraline,306.22958,CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl,Sertraline,VGKDLMBJGBXTGI-SJCJKPOMSA-N,CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl,90
CIDs00001989,acetohexamide,324.3953,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCC2,Acetohexamide,VGZSUPCWNCWDAN-UHFFFAOYSA-N,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCC2,92
CIDs06093336,(S)-Tomoxetine,255.35474,CC1=CC=CC=C1OC(CCNC)C2=CC=CC=C2,Atomoxetine,VHGCDTVCOLNTBX-QGZVFWFLSA-N,CC1=CC=CC=C1OC(CCNC)C2=CC=CC=C2,72
CIDs00003899,leflunomide,270.20727,CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F,Leflunomide,VHOGYURTWQBHIL-UHFFFAOYSA-N,CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F,91
CIDs00006741,methylprednisolone,374.4706,CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O,Methylprednisolone,VHRSUDSXCMQTMA-PJHHCJLFSA-N,CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O,94
CIDs00055283,itraconazole,705.63342,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl,Itraconazole,VHVPQPYKVGDNFY-ZPGVKDDISA-N,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl,92
CIDs00002405,bisoprolol,325.44304,CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O,Bisoprolol,VHYCDWMUTMEGQY-UHFFFAOYSA-N,CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O,90
CIDs71751191,17|A-Ethynyl-19-nortestosterone,298.41924,CC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34,Norethisterone,VIKNJXKGJWUCNN-XGXHKTLJSA-N,CC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34,40
CIDs00005565,trien,146.23392,C(CNCCNCCN)N,Trientine,VILCJCGEZXAXTO-UHFFFAOYSA-N,C(CNCCNCCN)N,57
CIDs45038160,Amal-d5,231.303029,CCC1(C(=O)NC(=O)NC1=O)CCC(C)C,Amylobarbitone,VIROVYVQCGLCII-UHFFFAOYSA-N,CCC1(C(=O)NC(=O)NC1=O)CCC(C)C,29
CIDs00024748,carboxymethylcellulose,240.20784,CC(=O)O.C(C(C(C(C(C=O)O)O)O)O)O,Carmellose,VJHCJDRQFCCTHL-UHFFFAOYSA-N,CC(=O)O.C(C(C(C(C(C=O)O)O)O)O)O,56
CIDs00036462,etoposide,588.55658,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,Etoposide,VJJPUSNTGOMMGY-MRVIYFEKSA-N,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,89
CIDs76668718,AGN-PC-0C66PQ,1113.180216,CC(C(C(=O)N1CCCC1C2=NC3=C(N2)C=C(C(=C3)F)C4CCC(N4C5=CC(=C(C(=C5)F)N6CCC(CC6)C7=CC=C(C=C7)F)F)C8=CC9=C(C=C8F)N=C(N9)C1CCCN1C(=O)C(C(C)OC)NC(=O)OC)NC(=O)OC)OC,Pibrentasvir,VJYSBPDEJWLKKJ-NLIMODCCSA-N,CC(C(C(=O)N1CCCC1C2=NC3=C(N2)C=C(C(=C3)F)C4CCC(N4C5=CC(=C(C(=C5)F)N6CCC(CC6)C7=CC=C(C=C7)F)F)C8=CC9=C(C=C8F)N=C(N9)C1CCCN1C(=O)C(C(C)OC)NC(=O)OC)NC(=O)OC)OC,8
CIDs00055245,mifepristone,429.5937,CC#CC1(CCC2C1(CC(C3=C4CCC(=O)C=C4CCC23)C5=CC=C(C=C5)N(C)C)C)O,Mifepristone,VKHAHZOOUSRJNA-GCNJZUOMSA-N,CC#CC1(CCC2C1(CC(C3=C4CCC(=O)C=C4CCC23)C5=CC=C(C=C5)N(C)C)C)O,92
CIDs00004499,nisoldipine,388.41436,CC1=C(C(C(=C(N1)C)C(=O)OCC(C)C)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,Nisoldipine,VKQFCGNPDRICFG-UHFFFAOYSA-N,CC1=C(C(C(=C(N1)C)C(=O)OCC(C)C)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,91
CIDs00004101,methenamine silver,140.18628,C1N2CN3CN1CN(C2)C3,Methenamine,VKYKSIONXSXAKP-UHFFFAOYSA-N,C1N2CN3CN1CN(C2)C3,69
CIDs06603806,2-difluoromethylornithine,182.168486,C(CC(C(F)F)(C(=O)O)N)CN,Eflornithine,VLCYCQAOQCDTCN-UHFFFAOYSA-N,C(CC(C(F)F)(C(=O)O)N)CN,59
CIDs00004178,mexiletine,179.25878,CC1=C(C(=CC=C1)C)OCC(C)N,Mexiletine,VLPIATFUUWWMKC-UHFFFAOYSA-N,CC1=C(C(=CC=C1)C)OCC(C)N,90
CIDs71312424,Sulfamethoxypyridazine-d3,283.321465,COC1=NN=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)N,Sulphamethoxypyridazine,VLYWMPOKSSWJAL-UHFFFAOYSA-N,COC1=NN=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)N,88
CIDs23717929,Sodium Acetate C 11,81.034523,CC(=O)[O-].[Na+],Sodium Acetate,VMHLLURERBWHNL-UHFFFAOYSA-M,CC(=O)[O-].[Na+],85
CIDs00002441,bromazepam,316.1527,C1C(=O)NC2=C(C=C(C=C2)Br)C(=N1)C3=CC=CC=N3,Bromazepam,VMIYHDSEFNYJSL-UHFFFAOYSA-N,C1C(=O)NC2=C(C=C(C=C2)Br)C(=N1)C3=CC=CC=N3,90
CIDs03001055,ranitidine,314.40378,CNC(=C[N+](=O)[O-])NCCSCC1=CC=C(O1)CN(C)C,Ranitidine,VMXUWOKSQNHOCA-UKTHLTGXSA-N,CNC(=C[N+](=O)[O-])NCCSCC1=CC=C(O1)CN(C)C,90
CIDs73348210,pasireotide,1047.20624,C1C(CN2C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C2=O)CC3=CC=CC=C3)CC4=CC=C(C=C4)OCC5=CC=CC=C5)CCCCN)CC6=CNC7=CC=CC=C76)C8=CC=CC=C8)OC(=O)NCCN,Pasireotide,VMZMNAABQBOLAK-DBILLSOUSA-N,C1C(CN2C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C2=O)CC3=CC=CC=C3)CC4=CC=C(C=C4)OCC5=CC=CC=C5)CCCCN)CC6=CNC7=CC=CC=C76)C8=CC=CC=C8)OC(=O)NCCN,91
CIDs00003307,etizolam,342.8458,CCC1=CC2=C(S1)N3C(=NN=C3CN=C2C4=CC=CC=C4Cl)C,Etizolam,VMZUTJCNQWMAGF-UHFFFAOYSA-N,CCC1=CC2=C(S1)N3C(=NN=C3CN=C2C4=CC=CC=C4Cl)C,88
CIDs00002812,clotrimazole,344.83678,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,Clotrimazole,VNFPBHJOKIVQEB-UHFFFAOYSA-N,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,92
CIDs71749818,Lisdexamphetamine-d3 Dihydrochloride,266.396985,CC(CC1=CC=CC=C1)NC(=O)C(CCCCN)N,Lisdexamfetamine,VOBHXZCDAVEXEY-JSGCOSHPSA-N,CC(CC1=CC=CC=C1)NC(=O)C(CCCCN)N,58
CIDm00004736,pentazocine,285.42378,CC1C2CC3=C(C1(CCN2CC=C(C)C)C)C=C(C=C3)O,Pentazocine,VOKSWYLNZZRQPF-GDIGMMSISA-N,CC1C2CC3=C(C1(CCN2CC=C(C)C)C)C=C(C=C3)O,91
CIDs05281004,budesonide,430.53386,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C,Budesonide,VOVIALXJUBGFJZ-KWVAZRHASA-N,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C,90
CIDs00005757,estradiol,272.38196,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,Estradiol,VOXZDWNPVJITMN-ZBRFXRBCSA-N,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,89
CIDs00219078,lacosamide,250.29362,CC(=O)NC(COC)C(=O)NCC1=CC=CC=C1,Lacosamide,VPPJLAIAVCUEMN-GFCCVEGCSA-N,CC(=O)NC(COC)C(=O)NCC1=CC=CC=C1,90
CIDs00091476,lactitol,344.31236,C(C1C(C(C(C(O1)OC(C(CO)O)C(C(CO)O)O)O)O)O)O,Lactitol,VQHSOMBJVWLPSR-JVCRWLNRSA-N,C(C1C(C(C(C(O1)OC(C(CO)O)C(C(CO)O)O)O)O)O)O,88
CIDs06433272,nystatin,926.0949,CC1C=CC=CCCC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(C(CCC(CC(CC(CC(=O)OC(C(C1O)C)C)O)O)O)O)O)O)O)C(=O)O)OC3C(C(C(C(O3)C)O)N)O,Nystatin,VQOXZBDYSJBXMA-RKEBNKJGSA-N,CC1C=CC=CCCC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(C(CCC(CC(CC(CC(=O)OC(C(C1O)C)C)O)O)O)O)O)O)O)C(=O)O)OC3C(C(C(C(O3)C)O)N)O,88
CIDs00004449,nefazodone,470.00688,CCC1=NN(C(=O)N1CCOC2=CC=CC=C2)CCCN3CCN(CC3)C4=CC(=CC=C4)Cl,Nefazodone,VRBKIVRKKCLPHA-UHFFFAOYSA-N,CCC1=NN(C(=O)N1CCOC2=CC=CC=C2)CCCN3CCN(CC3)C4=CC(=CC=C4)Cl,90
CIDs00666418,prothionamide,180.26998,CCCC1=NC=CC(=C1)C(=S)N,Prothionamide,VRDIULHPQTYCLN-UHFFFAOYSA-N,CCCC1=NC=CC(=C1)C(=S)N,92
CIDs00002118,alprazolam,308.76492,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,Alprazolam,VREFGVBLTWBCJP-UHFFFAOYSA-N,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,90
