Drug,SOC_ABBREV,event_count,total_drug_reports,total_event_report,total_reports
Polygonum,Psych,1,57,234508,2398539
Polygonum,Renal,7,57,54496,2398539
Polygonum,Skin,7,57,342793,2398539
Polymyxin,Blood,1,393,71008,2398539
Polymyxin,Card,9,393,85175,2398539
Polymyxin,Cong,4,393,13078,2398539
Polymyxin,Ear,10,393,19592,2398539
Polymyxin,Endo,2,393,8562,2398539
Polymyxin,Eye,184,393,75573,2398539
Polymyxin,Gastr,10,393,384857,2398539
Polymyxin,Immun,15,393,44496,2398539
Polymyxin,Infec,22,393,119417,2398539
Polymyxin,Metab,8,393,66918,2398539
Polymyxin,Musc,9,393,127857,2398539
Polymyxin,Neopl,1,393,30949,2398539
Polymyxin,Nerv,30,393,369711,2398539
Polymyxin,Preg,1,393,20629,2398539
Polymyxin,Psych,16,393,234508,2398539
Polymyxin,Renal,16,393,54496,2398539
Polymyxin,Repro,1,393,45896,2398539
Polymyxin,Resp,8,393,144266,2398539
Polymyxin,Skin,40,393,342793,2398539
Polymyxin,Vasc,6,393,78716,2398539
Polynoxylin,Immun,1,2,44496,2398539
Polynoxylin,Skin,1,2,342793,2398539
Polysaccharide-Iron Complex,Gastr,2,3,384857,2398539
Polysaccharide-Iron Complex,Resp,1,3,144266,2398539
Polysorbate,Eye,3,31,75573,2398539
Polysorbate,Gastr,8,31,384857,2398539
Polysorbate,Immun,2,31,44496,2398539
Polysorbate,Infec,1,31,119417,2398539
Polysorbate,Musc,2,31,127857,2398539
Polysorbate,Nerv,8,31,369711,2398539
Polysorbate,Prod,1,31,20547,2398539
Polysorbate,Resp,2,31,144266,2398539
Polysorbate,Skin,3,31,342793,2398539
Polysorbate,Vasc,1,31,78716,2398539
Polystyrene Sulphonate,Endo,1,40,8562,2398539
Polystyrene Sulphonate,Gastr,21,40,384857,2398539
Polystyrene Sulphonate,Infec,4,40,119417,2398539
Polystyrene Sulphonate,Metab,4,40,66918,2398539
Polystyrene Sulphonate,Neopl,1,40,30949,2398539
Polystyrene Sulphonate,Prod,1,40,20547,2398539
Polystyrene Sulphonate,Renal,2,40,54496,2398539
Polystyrene Sulphonate,Resp,4,40,144266,2398539
Polystyrene Sulphonate,Skin,2,40,342793,2398539
Polythiazide,Blood,3,80,71008,2398539
Polythiazide,Card,5,80,85175,2398539
Polythiazide,Eye,1,80,75573,2398539
Polythiazide,Gastr,10,80,384857,2398539
Polythiazide,Hepat,2,80,39495,2398539
Polythiazide,Metab,11,80,66918,2398539
Polythiazide,Musc,6,80,127857,2398539
Polythiazide,Neopl,1,80,30949,2398539
Polythiazide,Nerv,13,80,369711,2398539
Polythiazide,Psych,4,80,234508,2398539
Polythiazide,Renal,1,80,54496,2398539
Polythiazide,Repro,1,80,45896,2398539
Polythiazide,Resp,2,80,144266,2398539
Polythiazide,Skin,14,80,342793,2398539
Polythiazide,Vasc,6,80,78716,2398539
Polyvinyl Alcohol,Eye,9,32,75573,2398539
Polyvinyl Alcohol,Gastr,4,32,384857,2398539
Polyvinyl Alcohol,Immun,1,32,44496,2398539
Polyvinyl Alcohol,Infec,1,32,119417,2398539
Polyvinyl Alcohol,Nerv,2,32,369711,2398539
Polyvinyl Alcohol,Prod,3,32,20547,2398539
Polyvinyl Alcohol,Psych,1,32,234508,2398539
Polyvinyl Alcohol,Resp,1,32,144266,2398539
Polyvinyl Alcohol,Skin,10,32,342793,2398539
Pomalidomide,Blood,64,357,71008,2398539
Pomalidomide,Card,14,357,85175,2398539
Pomalidomide,Endo,2,357,8562,2398539
Pomalidomide,Eye,3,357,75573,2398539
Pomalidomide,Gastr,14,357,384857,2398539
Pomalidomide,Hepat,5,357,39495,2398539
Pomalidomide,Immun,8,357,44496,2398539
Pomalidomide,Infec,81,357,119417,2398539
Pomalidomide,Metab,4,357,66918,2398539
Pomalidomide,Musc,14,357,127857,2398539
Pomalidomide,Neopl,51,357,30949,2398539
Pomalidomide,Nerv,35,357,369711,2398539
Pomalidomide,Psych,9,357,234508,2398539
Pomalidomide,Renal,11,357,54496,2398539
Pomalidomide,Resp,17,357,144266,2398539
Pomalidomide,Skin,19,357,342793,2398539
Pomalidomide,Vasc,6,357,78716,2398539
Ponatinib,Blood,28,280,71008,2398539
Ponatinib,Card,30,280,85175,2398539
Ponatinib,Cong,3,280,13078,2398539
Ponatinib,Ear,2,280,19592,2398539
Ponatinib,Endo,4,280,8562,2398539
Ponatinib,Eye,14,280,75573,2398539
Ponatinib,Gastr,27,280,384857,2398539
Ponatinib,Hepat,6,280,39495,2398539
Ponatinib,Immun,2,280,44496,2398539
Ponatinib,Infec,17,280,119417,2398539
Ponatinib,Metab,9,280,66918,2398539
Ponatinib,Musc,19,280,127857,2398539
Ponatinib,Neopl,13,280,30949,2398539
Ponatinib,Nerv,23,280,369711,2398539
Ponatinib,Preg,3,280,20629,2398539
Ponatinib,Psych,2,280,234508,2398539
Ponatinib,Renal,7,280,54496,2398539
Ponatinib,Repro,1,280,45896,2398539
Ponatinib,Resp,24,280,144266,2398539
Ponatinib,Skin,19,280,342793,2398539
Ponatinib,Vasc,27,280,78716,2398539
Ponesimod,Card,3,31,85175,2398539
Ponesimod,Ear,1,31,19592,2398539
Ponesimod,Eye,1,31,75573,2398539
Ponesimod,Infec,1,31,119417,2398539
Ponesimod,Metab,1,31,66918,2398539
Ponesimod,Musc,2,31,127857,2398539
Ponesimod,Neopl,1,31,30949,2398539
Ponesimod,Nerv,3,31,369711,2398539
Ponesimod,Psych,3,31,234508,2398539
Ponesimod,Repro,2,31,45896,2398539
Ponesimod,Resp,10,31,144266,2398539
Ponesimod,Skin,3,31,342793,2398539
Populus,Gastr,3,4,384857,2398539
Populus,Hepat,1,4,39495,2398539
Poractant Alfa,Card,21,36,85175,2398539
Poractant Alfa,Resp,12,36,144266,2398539
Poractant Alfa,Skin,1,36,342793,2398539
Poractant Alfa,Vasc,2,36,78716,2398539
Porfimer Sodium,Card,1,19,85175,2398539
Porfimer Sodium,Cong,1,19,13078,2398539
Porfimer Sodium,Eye,1,19,75573,2398539
Porfimer Sodium,Gastr,6,19,384857,2398539
Porfimer Sodium,Infec,2,19,119417,2398539
Porfimer Sodium,Musc,1,19,127857,2398539
Porfimer Sodium,Nerv,2,19,369711,2398539
Porfimer Sodium,Resp,2,19,144266,2398539
Porfimer Sodium,Skin,3,19,342793,2398539
Posaconazole,Blood,9,303,71008,2398539
Posaconazole,Card,10,303,85175,2398539
Posaconazole,Cong,3,303,13078,2398539
Posaconazole,Ear,1,303,19592,2398539
Posaconazole,Endo,4,303,8562,2398539
Posaconazole,Eye,13,303,75573,2398539
Posaconazole,Gastr,31,303,384857,2398539
Posaconazole,Hepat,12,303,39495,2398539
Posaconazole,Immun,1,303,44496,2398539
Posaconazole,Infec,73,303,119417,2398539
Posaconazole,Metab,15,303,66918,2398539
Posaconazole,Musc,8,303,127857,2398539
Posaconazole,Neopl,2,303,30949,2398539
Posaconazole,Nerv,31,303,369711,2398539
Posaconazole,Prod,2,303,20547,2398539
Posaconazole,Psych,7,303,234508,2398539
Posaconazole,Renal,25,303,54496,2398539
Posaconazole,Resp,25,303,144266,2398539
Posaconazole,Skin,17,303,342793,2398539
Posaconazole,Vasc,14,303,78716,2398539
Potassium,Blood,2,154,71008,2398539
Potassium,Card,4,154,85175,2398539
Potassium,Ear,1,154,19592,2398539
Potassium,Endo,1,154,8562,2398539
Potassium,Eye,3,154,75573,2398539
Potassium,Gastr,61,154,384857,2398539
Potassium,Hepat,5,154,39495,2398539
Potassium,Immun,4,154,44496,2398539
Potassium,Infec,3,154,119417,2398539
Potassium,Metab,5,154,66918,2398539
Potassium,Musc,7,154,127857,2398539
Potassium,Neopl,1,154,30949,2398539
Potassium,Nerv,20,154,369711,2398539
Potassium,Preg,4,154,20629,2398539
Potassium,Prod,1,154,20547,2398539
Potassium,Psych,3,154,234508,2398539
Potassium,Renal,4,154,54496,2398539
Potassium,Repro,3,154,45896,2398539
Potassium,Resp,4,154,144266,2398539
Potassium,Skin,17,154,342793,2398539
Potassium,Vasc,1,154,78716,2398539
Potassium Acetate,Card,3,58,85175,2398539
Potassium Acetate,Gastr,21,58,384857,2398539
Potassium Acetate,Immun,2,58,44496,2398539
Potassium Acetate,Infec,3,58,119417,2398539
Potassium Acetate,Metab,2,58,66918,2398539
Potassium Acetate,Nerv,7,58,369711,2398539
Potassium Acetate,Prod,2,58,20547,2398539
Potassium Acetate,Psych,1,58,234508,2398539
Potassium Acetate,Repro,1,58,45896,2398539
Potassium Acetate,Resp,3,58,144266,2398539
Potassium Acetate,Skin,12,58,342793,2398539
Potassium Acetate,Vasc,1,58,78716,2398539
Potassium Benzoate,Gastr,1,3,384857,2398539
Potassium Benzoate,Infec,1,3,119417,2398539
Potassium Benzoate,Metab,1,3,66918,2398539
Potassium Bicarbonate,Blood,1,584,71008,2398539
Potassium Bicarbonate,Card,16,584,85175,2398539
Potassium Bicarbonate,Cong,3,584,13078,2398539
Potassium Bicarbonate,Ear,1,584,19592,2398539
Potassium Bicarbonate,Endo,1,584,8562,2398539
Potassium Bicarbonate,Eye,10,584,75573,2398539
Potassium Bicarbonate,Gastr,165,584,384857,2398539
Potassium Bicarbonate,Hepat,3,584,39495,2398539
Potassium Bicarbonate,Immun,22,584,44496,2398539
Potassium Bicarbonate,Infec,12,584,119417,2398539
Potassium Bicarbonate,Metab,30,584,66918,2398539
Potassium Bicarbonate,Musc,10,584,127857,2398539
Potassium Bicarbonate,Nerv,52,584,369711,2398539
Potassium Bicarbonate,Preg,13,584,20629,2398539
Potassium Bicarbonate,Prod,43,584,20547,2398539
Potassium Bicarbonate,Psych,40,584,234508,2398539
Potassium Bicarbonate,Renal,11,584,54496,2398539
Potassium Bicarbonate,Resp,54,584,144266,2398539
Potassium Bicarbonate,Skin,86,584,342793,2398539
Potassium Bicarbonate,Vasc,11,584,78716,2398539
Potassium Chloride,Blood,53,4763,71008,2398539
Potassium Chloride,Card,143,4763,85175,2398539
Potassium Chloride,Cong,8,4763,13078,2398539
Potassium Chloride,Ear,21,4763,19592,2398539
Potassium Chloride,Endo,5,4763,8562,2398539
Potassium Chloride,Eye,89,4763,75573,2398539
Potassium Chloride,Gastr,1697,4763,384857,2398539
Potassium Chloride,Hepat,22,4763,39495,2398539
Potassium Chloride,Immun,150,4763,44496,2398539
Potassium Chloride,Infec,111,4763,119417,2398539
Potassium Chloride,Metab,234,4763,66918,2398539
Potassium Chloride,Musc,152,4763,127857,2398539
Potassium Chloride,Neopl,8,4763,30949,2398539
Potassium Chloride,Nerv,525,4763,369711,2398539
Potassium Chloride,Preg,29,4763,20629,2398539
Potassium Chloride,Prod,136,4763,20547,2398539
Potassium Chloride,Psych,231,4763,234508,2398539
Potassium Chloride,Renal,89,4763,54496,2398539
Potassium Chloride,Repro,20,4763,45896,2398539
Potassium Chloride,Resp,224,4763,144266,2398539
Potassium Chloride,Skin,649,4763,342793,2398539
Potassium Chloride,Vasc,167,4763,78716,2398539
Potassium Chloride (Potassium-42),Gastr,7,17,384857,2398539
Potassium Chloride (Potassium-42),Immun,2,17,44496,2398539
Potassium Chloride (Potassium-42),Metab,1,17,66918,2398539
Potassium Chloride (Potassium-42),Musc,2,17,127857,2398539
Potassium Chloride (Potassium-42),Prod,1,17,20547,2398539
Potassium Chloride (Potassium-42),Resp,1,17,144266,2398539
Potassium Chloride (Potassium-42),Skin,3,17,342793,2398539
Potassium Citrate,Card,3,100,85175,2398539
Potassium Citrate,Eye,2,100,75573,2398539
Potassium Citrate,Gastr,40,100,384857,2398539
Potassium Citrate,Immun,2,100,44496,2398539
Potassium Citrate,Metab,12,100,66918,2398539
Potassium Citrate,Musc,5,100,127857,2398539
Potassium Citrate,Nerv,14,100,369711,2398539
Potassium Citrate,Renal,8,100,54496,2398539
Potassium Citrate,Repro,3,100,45896,2398539
Potassium Citrate,Resp,3,100,144266,2398539
Potassium Citrate,Skin,7,100,342793,2398539
Potassium Citrate,Vasc,1,100,78716,2398539
Potassium Dichromate,Skin,1,1,342793,2398539
Potassium Hydroxide,Blood,1,52,71008,2398539
Potassium Hydroxide,Gastr,18,52,384857,2398539
Potassium Hydroxide,Hepat,1,52,39495,2398539
Potassium Hydroxide,Infec,2,52,119417,2398539
Potassium Hydroxide,Metab,6,52,66918,2398539
Potassium Hydroxide,Nerv,9,52,369711,2398539
Potassium Hydroxide,Psych,2,52,234508,2398539
Potassium Hydroxide,Renal,1,52,54496,2398539
Potassium Hydroxide,Resp,1,52,144266,2398539
Potassium Hydroxide,Skin,11,52,342793,2398539
Potassium Iodate,Endo,1,7,8562,2398539
Potassium Iodate,Gastr,2,7,384857,2398539
Potassium Iodate,Nerv,1,7,369711,2398539
Potassium Iodate,Skin,2,7,342793,2398539
Potassium Iodate,Vasc,1,7,78716,2398539
Potassium Iodide,Card,7,278,85175,2398539
Potassium Iodide,Endo,3,278,8562,2398539
Potassium Iodide,Eye,7,278,75573,2398539
Potassium Iodide,Gastr,91,278,384857,2398539
Potassium Iodide,Hepat,13,278,39495,2398539
Potassium Iodide,Immun,9,278,44496,2398539
Potassium Iodide,Infec,24,278,119417,2398539
Potassium Iodide,Metab,16,278,66918,2398539
Potassium Iodide,Musc,8,278,127857,2398539
Potassium Iodide,Nerv,33,278,369711,2398539
Potassium Iodide,Preg,8,278,20629,2398539
Potassium Iodide,Prod,2,278,20547,2398539
Potassium Iodide,Psych,4,278,234508,2398539
Potassium Iodide,Renal,2,278,54496,2398539
Potassium Iodide,Repro,3,278,45896,2398539
Potassium Iodide,Resp,13,278,144266,2398539
Potassium Iodide,Skin,28,278,342793,2398539
Potassium Iodide,Vasc,7,278,78716,2398539
Potassium Nitrate,Cong,1,125,13078,2398539
Potassium Nitrate,Gastr,71,125,384857,2398539
Potassium Nitrate,Immun,8,125,44496,2398539
Potassium Nitrate,Infec,1,125,119417,2398539
Potassium Nitrate,Metab,1,125,66918,2398539
Potassium Nitrate,Musc,2,125,127857,2398539
Potassium Nitrate,Neopl,2,125,30949,2398539
Potassium Nitrate,Nerv,5,125,369711,2398539
Potassium Nitrate,Preg,1,125,20629,2398539
Potassium Nitrate,Prod,7,125,20547,2398539
Potassium Nitrate,Psych,5,125,234508,2398539
Potassium Nitrate,Resp,11,125,144266,2398539
Potassium Nitrate,Skin,10,125,342793,2398539
Potassium Permanganate,Musc,1,8,127857,2398539
Potassium Permanganate,Renal,2,8,54496,2398539
Potassium Permanganate,Skin,5,8,342793,2398539
Potassium Phosphate,Blood,2,132,71008,2398539
Potassium Phosphate,Card,1,132,85175,2398539
Potassium Phosphate,Ear,1,132,19592,2398539
Potassium Phosphate,Gastr,38,132,384857,2398539
Potassium Phosphate,Hepat,5,132,39495,2398539
Potassium Phosphate,Immun,3,132,44496,2398539
Potassium Phosphate,Infec,5,132,119417,2398539
Potassium Phosphate,Metab,10,132,66918,2398539
Potassium Phosphate,Musc,4,132,127857,2398539
Potassium Phosphate,Nerv,17,132,369711,2398539
Potassium Phosphate,Preg,6,132,20629,2398539
Potassium Phosphate,Prod,2,132,20547,2398539
Potassium Phosphate,Psych,6,132,234508,2398539
Potassium Phosphate,Renal,1,132,54496,2398539
Potassium Phosphate,Resp,5,132,144266,2398539
Potassium Phosphate,Skin,17,132,342793,2398539
Potassium Phosphate,Vasc,9,132,78716,2398539
Potassium Sorbate,Eye,2,16,75573,2398539
Potassium Sorbate,Gastr,4,16,384857,2398539
Potassium Sorbate,Immun,1,16,44496,2398539
Potassium Sorbate,Nerv,7,16,369711,2398539
Potassium Sorbate,Resp,1,16,144266,2398539
Potassium Sorbate,Skin,1,16,342793,2398539
Potassium Sulphate,Endo,1,67,8562,2398539
Potassium Sulphate,Gastr,44,67,384857,2398539
Potassium Sulphate,Hepat,3,67,39495,2398539
Potassium Sulphate,Immun,1,67,44496,2398539
Potassium Sulphate,Metab,1,67,66918,2398539
Potassium Sulphate,Musc,1,67,127857,2398539
Potassium Sulphate,Nerv,3,67,369711,2398539
Potassium Sulphate,Preg,1,67,20629,2398539
Potassium Sulphate,Repro,3,67,45896,2398539
Potassium Sulphate,Resp,2,67,144266,2398539
Potassium Sulphate,Skin,7,67,342793,2398539
Potassium Thiocyanate,Gastr,4,7,384857,2398539
Potassium Thiocyanate,Infec,1,7,119417,2398539
Potassium Thiocyanate,Resp,1,7,144266,2398539
Potassium Thiocyanate,Skin,1,7,342793,2398539
Potentilla,Card,2,5,85175,2398539
Potentilla,Hepat,2,5,39495,2398539
Potentilla,Renal,1,5,54496,2398539
Povidone,Endo,1,24,8562,2398539
Povidone,Gastr,11,24,384857,2398539
Povidone,Immun,3,24,44496,2398539
Povidone,Nerv,5,24,369711,2398539
Povidone,Resp,4,24,144266,2398539
Povidone-Iodine,Card,5,180,85175,2398539
Povidone-Iodine,Ear,1,180,19592,2398539
Povidone-Iodine,Endo,8,180,8562,2398539
Povidone-Iodine,Eye,18,180,75573,2398539
Povidone-Iodine,Gastr,9,180,384857,2398539
Povidone-Iodine,Immun,25,180,44496,2398539
Povidone-Iodine,Infec,22,180,119417,2398539
Povidone-Iodine,Nerv,6,180,369711,2398539
Povidone-Iodine,Psych,1,180,234508,2398539
Povidone-Iodine,Renal,5,180,54496,2398539
Povidone-Iodine,Repro,2,180,45896,2398539
Povidone-Iodine,Resp,8,180,144266,2398539
Povidone-Iodine,Skin,64,180,342793,2398539
Povidone-Iodine,Vasc,6,180,78716,2398539
Practolol,Blood,11,4497,71008,2398539
Practolol,Card,54,4497,85175,2398539
Practolol,Cong,3,4497,13078,2398539
Practolol,Ear,476,4497,19592,2398539
Practolol,Eye,1599,4497,75573,2398539
Practolol,Gastr,461,4497,384857,2398539
Practolol,Hepat,9,4497,39495,2398539
Practolol,Immun,1,4497,44496,2398539
Practolol,Infec,348,4497,119417,2398539
Practolol,Metab,12,4497,66918,2398539
Practolol,Musc,59,4497,127857,2398539
Practolol,Neopl,7,4497,30949,2398539
Practolol,Nerv,43,4497,369711,2398539
Practolol,Preg,1,4497,20629,2398539
Practolol,Psych,19,4497,234508,2398539
Practolol,Renal,11,4497,54496,2398539
Practolol,Repro,13,4497,45896,2398539
Practolol,Resp,104,4497,144266,2398539
Practolol,Skin,1251,4497,342793,2398539
Practolol,Vasc,15,4497,78716,2398539
Pralsetinib,Gastr,3,18,384857,2398539
Pralsetinib,Hepat,1,18,39495,2398539
Pralsetinib,Infec,1,18,119417,2398539
Pralsetinib,Metab,1,18,66918,2398539
Pralsetinib,Neopl,3,18,30949,2398539
Pralsetinib,Nerv,3,18,369711,2398539
Pralsetinib,Resp,5,18,144266,2398539
Pralsetinib,Skin,1,18,342793,2398539
Pramipexole,Blood,2,1075,71008,2398539
Pramipexole,Card,35,1075,85175,2398539
Pramipexole,Ear,2,1075,19592,2398539
Pramipexole,Endo,3,1075,8562,2398539
Pramipexole,Eye,54,1075,75573,2398539
Pramipexole,Gastr,68,1075,384857,2398539
Pramipexole,Hepat,7,1075,39495,2398539
Pramipexole,Immun,1,1075,44496,2398539
Pramipexole,Infec,11,1075,119417,2398539
Pramipexole,Metab,28,1075,66918,2398539
Pramipexole,Musc,45,1075,127857,2398539
Pramipexole,Neopl,2,1075,30949,2398539
Pramipexole,Nerv,192,1075,369711,2398539
Pramipexole,Prod,7,1075,20547,2398539
Pramipexole,Psych,488,1075,234508,2398539
Pramipexole,Renal,8,1075,54496,2398539
Pramipexole,Repro,12,1075,45896,2398539
Pramipexole,Resp,49,1075,144266,2398539
Pramipexole,Skin,44,1075,342793,2398539
Pramipexole,Vasc,17,1075,78716,2398539
Pramocaine,Card,1,15,85175,2398539
Pramocaine,Eye,1,15,75573,2398539
Pramocaine,Gastr,6,15,384857,2398539
Pramocaine,Infec,2,15,119417,2398539
Pramocaine,Musc,2,15,127857,2398539
Pramocaine,Skin,3,15,342793,2398539
Prasterone,Card,5,43,85175,2398539
Prasterone,Ear,1,43,19592,2398539
Prasterone,Gastr,10,43,384857,2398539
Prasterone,Musc,1,43,127857,2398539
Prasterone,Neopl,1,43,30949,2398539
Prasterone,Nerv,8,43,369711,2398539
Prasterone,Psych,2,43,234508,2398539
Prasterone,Renal,3,43,54496,2398539
Prasterone,Repro,3,43,45896,2398539
Prasterone,Skin,7,43,342793,2398539
Prasterone,Vasc,2,43,78716,2398539
Prasugrel,Blood,6,219,71008,2398539
Prasugrel,Card,12,219,85175,2398539
Prasugrel,Ear,1,219,19592,2398539
Prasugrel,Eye,4,219,75573,2398539
Prasugrel,Gastr,41,219,384857,2398539
Prasugrel,Immun,5,219,44496,2398539
Prasugrel,Infec,6,219,119417,2398539
Prasugrel,Metab,4,219,66918,2398539
Prasugrel,Musc,7,219,127857,2398539
Prasugrel,Neopl,2,219,30949,2398539
Prasugrel,Nerv,33,219,369711,2398539
Prasugrel,Prod,3,219,20547,2398539
Prasugrel,Psych,7,219,234508,2398539
Prasugrel,Renal,6,219,54496,2398539
Prasugrel,Repro,2,219,45896,2398539
Prasugrel,Resp,20,219,144266,2398539
Prasugrel,Skin,38,219,342793,2398539
Prasugrel,Vasc,22,219,78716,2398539
Pravastatin,Blood,24,2519,71008,2398539
Pravastatin,Card,50,2519,85175,2398539
Pravastatin,Cong,6,2519,13078,2398539
Pravastatin,Ear,15,2519,19592,2398539
Pravastatin,Endo,4,2519,8562,2398539
Pravastatin,Eye,76,2519,75573,2398539
Pravastatin,Gastr,359,2519,384857,2398539
Pravastatin,Hepat,36,2519,39495,2398539
Pravastatin,Immun,14,2519,44496,2398539
Pravastatin,Infec,32,2519,119417,2398539
Pravastatin,Metab,45,2519,66918,2398539
Pravastatin,Musc,652,2519,127857,2398539
Pravastatin,Neopl,7,2519,30949,2398539
Pravastatin,Nerv,403,2519,369711,2398539
Pravastatin,Preg,5,2519,20629,2398539
Pravastatin,Prod,8,2519,20547,2398539
Pravastatin,Psych,252,2519,234508,2398539
Pravastatin,Renal,54,2519,54496,2398539
Pravastatin,Repro,31,2519,45896,2398539
Pravastatin,Resp,90,2519,144266,2398539
Pravastatin,Skin,323,2519,342793,2398539
Pravastatin,Vasc,33,2519,78716,2398539
Prazepam,Gastr,2,23,384857,2398539
Prazepam,Metab,1,23,66918,2398539
Prazepam,Musc,2,23,127857,2398539
Prazepam,Nerv,14,23,369711,2398539
Prazepam,Psych,1,23,234508,2398539
Prazepam,Resp,1,23,144266,2398539
Prazepam,Skin,2,23,342793,2398539
Praziquantel,Card,1,65,85175,2398539
Praziquantel,Eye,3,65,75573,2398539
Praziquantel,Gastr,12,65,384857,2398539
Praziquantel,Hepat,1,65,39495,2398539
Praziquantel,Immun,1,65,44496,2398539
Praziquantel,Infec,4,65,119417,2398539
Praziquantel,Metab,1,65,66918,2398539
Praziquantel,Musc,1,65,127857,2398539
Praziquantel,Nerv,7,65,369711,2398539
Praziquantel,Psych,2,65,234508,2398539
Praziquantel,Renal,1,65,54496,2398539
Praziquantel,Repro,3,65,45896,2398539
Praziquantel,Resp,5,65,144266,2398539
Praziquantel,Skin,18,65,342793,2398539
Praziquantel,Vasc,5,65,78716,2398539
Prazosin,Blood,9,1531,71008,2398539
Prazosin,Card,99,1531,85175,2398539
Prazosin,Cong,5,1531,13078,2398539
Prazosin,Ear,31,1531,19592,2398539
Prazosin,Endo,2,1531,8562,2398539
Prazosin,Eye,60,1531,75573,2398539
Prazosin,Gastr,179,1531,384857,2398539
Prazosin,Hepat,8,1531,39495,2398539
Prazosin,Infec,14,1531,119417,2398539
Prazosin,Metab,19,1531,66918,2398539
Prazosin,Musc,41,1531,127857,2398539
Prazosin,Neopl,3,1531,30949,2398539
Prazosin,Nerv,512,1531,369711,2398539
Prazosin,Preg,3,1531,20629,2398539
Prazosin,Prod,1,1531,20547,2398539
Prazosin,Psych,106,1531,234508,2398539
Prazosin,Renal,36,1531,54496,2398539
Prazosin,Repro,33,1531,45896,2398539
Prazosin,Resp,27,1531,144266,2398539
Prazosin,Skin,187,1531,342793,2398539
Prazosin,Vasc,156,1531,78716,2398539
Prednisolone,Blood,471,13279,71008,2398539
Prednisolone,Card,331,13279,85175,2398539
Prednisolone,Cong,48,13279,13078,2398539
Prednisolone,Ear,65,13279,19592,2398539
Prednisolone,Endo,186,13279,8562,2398539
Prednisolone,Eye,549,13279,75573,2398539
Prednisolone,Gastr,1631,13279,384857,2398539
Prednisolone,Hepat,144,13279,39495,2398539
Prednisolone,Immun,273,13279,44496,2398539
Prednisolone,Infec,2175,13279,119417,2398539
Prednisolone,Metab,596,13279,66918,2398539
Prednisolone,Musc,880,13279,127857,2398539
Prednisolone,Neopl,470,13279,30949,2398539
Prednisolone,Nerv,1299,13279,369711,2398539
Prednisolone,Preg,149,13279,20629,2398539
Prednisolone,Prod,39,13279,20547,2398539
Prednisolone,Psych,1230,13279,234508,2398539
Prednisolone,Renal,354,13279,54496,2398539
Prednisolone,Repro,92,13279,45896,2398539
Prednisolone,Resp,743,13279,144266,2398539
Prednisolone,Skin,1206,13279,342793,2398539
Prednisolone,Vasc,348,13279,78716,2398539
Prednisone,Blood,72,1260,71008,2398539
Prednisone,Card,50,1260,85175,2398539
Prednisone,Cong,22,1260,13078,2398539
Prednisone,Ear,1,1260,19592,2398539
Prednisone,Endo,10,1260,8562,2398539
Prednisone,Eye,17,1260,75573,2398539
Prednisone,Gastr,158,1260,384857,2398539
Prednisone,Hepat,6,1260,39495,2398539
Prednisone,Immun,15,1260,44496,2398539
Prednisone,Infec,238,1260,119417,2398539
Prednisone,Metab,34,1260,66918,2398539
Prednisone,Musc,48,1260,127857,2398539
Prednisone,Neopl,58,1260,30949,2398539
Prednisone,Nerv,109,1260,369711,2398539
Prednisone,Preg,11,1260,20629,2398539
Prednisone,Prod,1,1260,20547,2398539
Prednisone,Psych,138,1260,234508,2398539
Prednisone,Renal,24,1260,54496,2398539
Prednisone,Repro,5,1260,45896,2398539
Prednisone,Resp,77,1260,144266,2398539
Prednisone,Skin,126,1260,342793,2398539
Prednisone,Vasc,40,1260,78716,2398539
Pregabalin,Blood,86,10926,71008,2398539
Pregabalin,Card,306,10926,85175,2398539
Pregabalin,Cong,10,10926,13078,2398539
Pregabalin,Ear,105,10926,19592,2398539
Pregabalin,Endo,27,10926,8562,2398539
Pregabalin,Eye,582,10926,75573,2398539
Pregabalin,Gastr,1135,10926,384857,2398539
Pregabalin,Hepat,39,10926,39495,2398539
Pregabalin,Immun,61,10926,44496,2398539
Pregabalin,Infec,127,10926,119417,2398539
Pregabalin,Metab,237,10926,66918,2398539
Pregabalin,Musc,629,10926,127857,2398539
Pregabalin,Neopl,30,10926,30949,2398539
Pregabalin,Nerv,3113,10926,369711,2398539
Pregabalin,Preg,30,10926,20629,2398539
Pregabalin,Prod,53,10926,20547,2398539
Pregabalin,Psych,2647,10926,234508,2398539
Pregabalin,Renal,212,10926,54496,2398539
Pregabalin,Repro,124,10926,45896,2398539
Pregabalin,Resp,484,10926,144266,2398539
Pregabalin,Skin,707,10926,342793,2398539
Pregabalin,Vasc,182,10926,78716,2398539
Prenalterol,Card,1,4,85175,2398539
Prenalterol,Repro,2,4,45896,2398539
Prenalterol,Vasc,1,4,78716,2398539
Pridinol,Eye,1,8,75573,2398539
Pridinol,Gastr,3,8,384857,2398539
Pridinol,Musc,1,8,127857,2398539
Pridinol,Nerv,3,8,369711,2398539
Prilocaine,Blood,14,777,71008,2398539
Prilocaine,Card,38,777,85175,2398539
Prilocaine,Cong,2,777,13078,2398539
Prilocaine,Ear,16,777,19592,2398539
Prilocaine,Eye,28,777,75573,2398539
Prilocaine,Gastr,84,777,384857,2398539
Prilocaine,Hepat,1,777,39495,2398539
Prilocaine,Immun,53,777,44496,2398539
Prilocaine,Infec,5,777,119417,2398539
Prilocaine,Metab,2,777,66918,2398539
Prilocaine,Musc,23,777,127857,2398539
