Drug,chembl_id,Similar drug,Similar chembl id,SMILES,InChI Key,ATC Classifications
Rifamycin,CHEMBL437765,,CHEMBL5308489,COC1/C=C\OC2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)/C(C)=C\C=C/C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,HJYYPODYNSCCOU-QXMMDKDBSA-N,Unknown
Rifamycin,CHEMBL437765,,CHEMBL5308418,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\C(C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,HJYYPODYNSCCOU-NOQUVXQFSA-N,Unknown
Rifamycin,CHEMBL437765,,CHEMBL4300133,COC1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)C(O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,HJYYPODYNSCCOU-BFFRUINASA-N,Unknown
Rifamycin,CHEMBL437765,,CHEMBL4296974,COC1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)C(O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C.[Na+],YVOFSHPIJOYKSH-JTHRCLANSA-N,Unknown
Rifamycin,CHEMBL437765,RIFAMYCIN SODIUM,CHEMBL2105680,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c([O-])c4c(O)c(cc(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C.[Na+],YVOFSHPIJOYKSH-NLYBMVFSSA-M,Unknown
Rifamycin,CHEMBL437765,,CHEMBL2079814,COC1/C=C\O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(cc([O-])c4c3C2=O)NC(=O)/C(C)=C\C=C/[C@H](C)C(O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C.[Na+],YVOFSHPIJOYKSH-URPNOEDYSA-M,Unknown
Rifamycin,CHEMBL437765,,CHEMBL2009264,COC1/C=C\O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)/C(C)=C\C=C/[C@H](C)C(O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,HJYYPODYNSCCOU-XXDAZQEGSA-N,Unknown
Rifamycin,CHEMBL437765,,CHEMBL1519702,CO[C@@H]1/C=C\O[C@]2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)/C(C)=C\C=C[C@H](C)[C@@H](O)[C@H](C)[C@H](O)C(C)[C@H](OC(C)=O)[C@@H]1C,HJYYPODYNSCCOU-FXWATRKISA-N,Unknown
Rifamycin,CHEMBL437765,,CHEMBL1373126,CO[C@@H]1/C=C\O[C@]2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)/C(C)=C\C=C[C@H](C)[C@@H](O)[C@H](C)[C@H](O)[C@H](C)[C@H](OC(C)=O)[C@@H]1C,HJYYPODYNSCCOU-HHAKUWABSA-N,Unknown
Rifaximin,CHEMBL1617,,CHEMBL3392928,CO[C@H]1/C=C/O[C@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@H](C)[C@H](OC(C)=O)[C@H]1C,NZCRJKRKKOLAOJ-ZXYFGDMBSA-N,Unknown
Rifaximin,CHEMBL1617,,CHEMBL3348981,CO[C@H]1/C=C\O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@H]1C,NZCRJKRKKOLAOJ-FDIOORTESA-N,Unknown
Rifaximin,CHEMBL1617,,CHEMBL1467058,CO[C@H]1C=CO[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,NZCRJKRKKOLAOJ-IIBMFGDOSA-N,Unknown
Rifaximin,CHEMBL1617,,CHEMBL1327624,COC1/C=C\O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C\C=C/C(C)C(O)[C@@H](C)C(O)C(C)[C@@H](OC(C)=O)C1C,NZCRJKRKKOLAOJ-KWAVSSAWSA-N,Unknown
Rilpivirine,CHEMBL175691,RILPIVIRINE HYDROCHLORIDE,CHEMBL1628504,Cc1cc(/C=C/C#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1.Cl,KZVVGZKAVZUACK-BJILWQEISA-N,Unknown
Rilpivirine,CHEMBL175691,,CHEMBL177437,Cc1cc(/C=C\C#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1,YIBOMRUWOWDFLG-ARJAWSKDSA-N,Unknown
Riluzole,CHEMBL744,,CHEMBL1531817,Cl.Nc1nc2ccc(OC(F)(F)F)cc2s1,QEAOELIJQRYJJS-UHFFFAOYSA-N,Unknown
Rimegepant,CHEMBL2178422,RIMEGEPANT SULFATE,CHEMBL2364629,N[C@@H]1c2cccnc2[C@H](OC(=O)N2CCC(n3c(=O)[nH]c4ncccc43)CC2)CC[C@H]1c1cccc(F)c1F.N[C@@H]1c2cccnc2[C@H](OC(=O)N2CCC(n3c(=O)[nH]c4ncccc43)CC2)CC[C@H]1c1cccc(F)c1F.O.O.O.O=S(=O)(O)O,SOGUOEZRYKUOHR-CQZKMDJHSA-N,Unknown
Rimexolone,CHEMBL1200617,,CHEMBL1591581,CCC(=O)[C@@]1(C)[C@H](C)C[C@@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@H]3[C@H](O)C[C@]21C,QTTRZHGPGKRAFB-VGJUFFOZSA-N,Unknown
Rimexolone,CHEMBL1200617,,CHEMBL111461,CCC(=O)[C@@]1(C)[C@H](C)CC2C3CCC4=CC(=O)C=C[C@]4(C)C3[C@@H](O)C[C@@]21C,QTTRZHGPGKRAFB-PAIWTFDUSA-N,Unknown
Rimexolone,CHEMBL1200617,,CHEMBL66608,CCC(=O)[C@@]1(C)[C@H](C)CC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,QTTRZHGPGKRAFB-GHZUCQRESA-N,Unknown
Rimiterol,CHEMBL88055,RIMITEROL HYDROBROMIDE,CHEMBL2000813,Br.Oc1ccc(C(O)C2CCCCN2)cc1O,QPYZEEKXUYXZBK-UHFFFAOYSA-N,Unknown
Rimiterol,CHEMBL88055,,CHEMBL1593412,Oc1ccc([C@H](O)[C@@H]2CCCCN2)cc1O,IYMMESGOJVNCKV-CABZTGNLSA-N,Unknown
Rimonabant,CHEMBL111,RIMONABANT HYDROCHLORIDE,CHEMBL558598,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1.Cl,REOYOKXLUFHOBV-UHFFFAOYSA-N,Unknown
Rimonabant,CHEMBL111,,CHEMBL15138,Cc1c(C(=O)NN2CCCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,LQTJYGFNLAHJMG-UHFFFAOYSA-N,Unknown
Rimonabant,CHEMBL111,,CHEMBL2164221,Cc1ccc(-c2c(C)c(C(=O)NN3CCCCC3)nn2-c2ccc(Cl)cc2Cl)cc1,MDQHCCMZMNYJOJ-UHFFFAOYSA-N,Unknown
Rimonabant,CHEMBL111,,CHEMBL157201,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(O)cc1,LMAWZMCTVCMTPC-UHFFFAOYSA-N,Unknown
Rimonabant,CHEMBL111,,CHEMBL285932,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(I)cc1,BUZAJRPLUGXRAB-UHFFFAOYSA-N,Unknown
Risedronic Acid,CHEMBL923,,CHEMBL4303174,O.O=P(O)(O)C(O)(Cc1cccnc1)P(=O)(O)O,SASLGGGHGGSNGY-UHFFFAOYSA-N,Unknown
Risedronic Acid,CHEMBL923,,CHEMBL3560765,O=P([O-])(O)C(O)(Cc1cccnc1)P(=O)([O-])O.[Na+].[Na+],ARGHCEVMLACPSI-UHFFFAOYSA-L,Unknown
Risedronic Acid,CHEMBL923,RISEDRONATE SODIUM,CHEMBL1654,O=P([O-])(O)C(O)(Cc1cccnc1)P(=O)(O)O.[Na+],DRFDPXKCEWYIAW-UHFFFAOYSA-M,Unknown
Ritodrine,CHEMBL489553,,CHEMBL1376064,C[C@@H](NCCc1ccc(O)cc1)[C@@H](O)c1ccc(O)cc1.Cl,IDLSITKDRVDKRV-JSUROZADSA-N,Unknown
Ritodrine,CHEMBL489553,RITODRINE HYDROCHLORIDE,CHEMBL1367605,CC(NCCc1ccc(O)cc1)C(O)c1ccc(O)cc1.Cl,IDLSITKDRVDKRV-UHFFFAOYSA-N,Unknown
Ritodrine,CHEMBL489553,,CHEMBL1321005,C[C@H](NCCc1ccc(O)cc1)[C@@H](O)c1ccc(O)cc1,IOVGROKTTNBUGK-YVEFUNNKSA-N,Unknown
Ritodrine,CHEMBL489553,RITODRINE,CHEMBL83063,CC(NCCc1ccc(O)cc1)C(O)c1ccc(O)cc1,IOVGROKTTNBUGK-UHFFFAOYSA-N,G02CA01
Ritodrine,CHEMBL489553,RITODRINE,CHEMBL785,C[C@H](NCCc1ccc(O)cc1)[C@H](O)c1ccc(O)cc1,IOVGROKTTNBUGK-SJCJKPOMSA-N,Unknown
Ritonavir,CHEMBL163,,CHEMBL3182552,CC(C)c1nc(CN(C)C(=O)NC(C(=O)NC(Cc2ccccc2)CC(O)C(Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,NCDNCNXCDXHOMX-UHFFFAOYSA-N,Unknown
Ritonavir,CHEMBL163,,CHEMBL159496,CC(C)c1nc(CN(C)C(=O)N[C@@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,NCDNCNXCDXHOMX-OOUBJREFSA-N,Unknown
Ritonavir,CHEMBL163,,CHEMBL160871,CC(C)c1nc(CN(C)C(=O)NC(C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,NCDNCNXCDXHOMX-BWGGSIGWSA-N,Unknown
Ritonavir,CHEMBL163,,CHEMBL351773,CC(C)c1nc(CN(C)C(=O)NC(C(=O)N[C@@H](Cc2ccccc2)[C@@H](O)C[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,VRNXMJYSOAQBMK-BWGGSIGWSA-N,Unknown
Rivaroxaban,CHEMBL198362,,CHEMBL3183768,O=C(NCC1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,KGFYHTZWPPHNLQ-UHFFFAOYSA-N,Unknown
Rivaroxaban,CHEMBL198362,,CHEMBL371106,O=C(NC[C@@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,KGFYHTZWPPHNLQ-CQSZACIVSA-N,Unknown
Rivastigmine,CHEMBL636,,CHEMBL3187096,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1.O=C(O)[C@@H](O)[C@H](O)C(=O)O,GWHQHAUAXRMMOT-RWALOXMOSA-N,Unknown
Rivastigmine,CHEMBL636,,CHEMBL1201092,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1.O=C(O)[C@H](O)[C@@H](O)C(=O)O,GWHQHAUAXRMMOT-MBANBULQSA-N,Unknown
Rivastigmine,CHEMBL636,RIVASTIGMINE TARTRATE,CHEMBL215645,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1.O=C(O)C(O)C(O)C(=O)O,GWHQHAUAXRMMOT-MERQFXBCSA-N,Unknown
Rivastigmine,CHEMBL636,,CHEMBL151763,CCN(C)C(=O)Oc1cccc(C(C)N(C)C)c1,XSVMFMHYUFZWBK-UHFFFAOYSA-N,Unknown
Rizatriptan,CHEMBL905,RIZATRIPTAN SULFATE,CHEMBL3989629,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12.CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12.O.O=S(=O)(O)O,SMWLLNMVQNVPLD-UHFFFAOYSA-N,Unknown
Rizatriptan,CHEMBL905,RIZATRIPTAN BENZOATE,CHEMBL1201032,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12.O=C(O)c1ccccc1,JPRXYLQNJJVCMZ-UHFFFAOYSA-N,Unknown
Rocuronium,CHEMBL1201244,,CHEMBL4067090,C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](O)C(N6CCOCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(C)=O)CCCC1,YXRDKMPIGHSVRX-DLWUNYELSA-N,Unknown
Rocuronium,CHEMBL1201244,,CHEMBL3348967,C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](O)[C@@H](N6CCOCC6)C[C@]5(C)[C@@H]4CC[C@]3(C)[C@H]2OC(C)=O)CCCC1,YXRDKMPIGHSVRX-SAWHRRBCSA-N,Unknown
Rocuronium,CHEMBL1201244,ROCURONIUM BROMIDE,CHEMBL1200648,C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](O)[C@@H](N6CCOCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(C)=O)CCCC1.[Br-],OYTJKRAYGYRUJK-FMCCZJBLSA-M,M03AC09
Rofecoxib,CHEMBL122,,CHEMBL5171570,[11CH3]S(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,RZJQGNCSTQAWON-BJUDXGSMSA-N,Unknown
Rofecoxib,CHEMBL122,,CHEMBL4465601,[2H]c1c([2H])c([2H])c(C2=C(c3ccc(S(C)(=O)=O)cc3)COC2=O)c([2H])c1[2H],RZJQGNCSTQAWON-VIQYUKPQSA-N,Unknown
Rolapitant,CHEMBL3707331,ROLAPITANT HYDROCHLORIDE,CHEMBL3707330,C[C@@H](OC[C@@]1(c2ccccc2)CC[C@]2(CCC(=O)N2)CN1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1.Cl.O,GZQWMYVDLCUBQX-WVZIYJGPSA-N,Unknown
Ropinirole,CHEMBL589,ROPINIROLE HYDROCHLORIDE,CHEMBL1200411,CCCN(CCC)CCc1cccc2c1CC(=O)N2.Cl,XDXHAEQXIBQUEZ-UHFFFAOYSA-N,Unknown
Ropivacaine,CHEMBL1077896,,CHEMBL4564685,CCCN1CCCC[C@@H]1C(=O)Nc1c(C)cccc1C,ZKMNUMMKYBVTFN-OAHLLOKOSA-N,Unknown
Ropivacaine,CHEMBL1077896,ROPIVACAINE HYDROCHLORIDE,CHEMBL1889140,CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C.Cl,NDNSIBYYUOEUSV-RSAXXLAASA-N,Unknown
Rosiglitazone,CHEMBL121,,CHEMBL1704605,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1.Cl,XRSCTTPDKURIIJ-UHFFFAOYSA-N,Unknown
Rosiglitazone,CHEMBL121,,CHEMBL333304,CN(CCOc1ccc(C[C@H]2SC(=O)NC2=O)cc1)c1ccccn1,YASAKCUCGLMORW-OAHLLOKOSA-N,Unknown
Rosiglitazone,CHEMBL121,,CHEMBL121106,CN(CCOc1ccc(C[C@@H]2SC(=O)NC2=O)cc1)c1ccccn1,YASAKCUCGLMORW-HNNXBMFYSA-N,Unknown
Rosiglitazone,CHEMBL121,ROSIGLITAZONE MALEATE,CHEMBL843,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O,SUFUKZSWUHZXAV-BTJKTKAUSA-N,Unknown
Rosuvastatin,CHEMBL1496,,CHEMBL5308026,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1C=CC(O)CC(O)CC(=O)O,BPRHUIZQVSMCRT-UHFFFAOYSA-N,Unknown
Rosuvastatin,CHEMBL1496,,CHEMBL3186651,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/C(O)CC(O)CC(=O)[O-].CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/C(O)CC(O)CC(=O)[O-].[Ca+2],LALFOYNTGMUKGG-JGMJEEPBSA-L,Unknown
Rosuvastatin,CHEMBL1496,ROSUVASTATIN CALCIUM,CHEMBL1744447,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Ca+2],LALFOYNTGMUKGG-BGRFNVSISA-L,Unknown
Rosuvastatin,CHEMBL1496,,CHEMBL1357356,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/C(O)CC(O)CC(=O)O,BPRHUIZQVSMCRT-MDZDMXLPSA-N,Unknown
Rotigotine,CHEMBL1303,,CHEMBL104383,CCCN(CCc1cccs1)C1CCc2c(O)cccc2C1,KFQYTPMOWPVWEJ-UHFFFAOYSA-N,Unknown
Roxadustat,CHEMBL2338329,,CHEMBL3962368,Cc1nc(C(=O)NCC(=O)O)c(O)c2cc(Oc3ccccc3)ccc12,ZLDYCVXVGXUSBB-UHFFFAOYSA-N,Unknown
Rucaparib,CHEMBL1173055,RUCAPARIB CAMSYLATE,CHEMBL3833368,CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)O)C(=O)C2.CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,INBJJAFXHQQSRW-STOWLHSFSA-N,Unknown
Rucaparib,CHEMBL1173055,RUCAPARIB PHOSPHATE,CHEMBL2105733,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1.O=P(O)(O)O,FCCGJTKEKXUBFZ-UHFFFAOYSA-N,Unknown
Rutoside,CHEMBL226335,,CHEMBL4762618,C[C@H]1O[C@H](OC[C@@H]2O[C@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H](O)[C@@H]1O,IKGXIBQEEMLURG-GGFYDIPBSA-N,Unknown
Rutoside,CHEMBL226335,,CHEMBL3735346,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@H](O)[C@H]1O,IKGXIBQEEMLURG-IEBISRBZSA-N,Unknown
Rutoside,CHEMBL226335,,CHEMBL1883743,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O.O,PGHSKTKIQIBATG-ZAAWVBGYSA-N,Unknown
Rutoside,CHEMBL226335,,CHEMBL1532989,CC1OC(OCC2OC(Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)[C@@H](O)C(O)C1O,IKGXIBQEEMLURG-VASLGWLESA-N,Unknown
Rutoside,CHEMBL226335,,CHEMBL1436093,C[C@@H]1O[C@@H](OC[C@@H]2O[C@@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)[C@H](O)[C@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@@H]1O,IKGXIBQEEMLURG-RJFFPHKOSA-N,Unknown
Rutoside,CHEMBL226335,,CHEMBL455260,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O.Cl,FCDUCZXDUPZHBH-ZAAWVBGYSA-N,Unknown
Rutoside,CHEMBL226335,,CHEMBL310754,C[C@@H]1O[C@@H](OC[C@H]2O[C@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H](O)[C@H]1O,IKGXIBQEEMLURG-ITGREWTKSA-N,Unknown
Rutoside,CHEMBL226335,,CHEMBL32579,CC1OC(OCC2OC(Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O,IKGXIBQEEMLURG-UHFFFAOYSA-N,Unknown
Rutoside,CHEMBL226335,,CHEMBL5285516,C[C@@H]1[C@@H](O)[C@@H](O)[C@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)O[C@H]1C,IVRKQZZEDIHDRM-QGXLWZBFSA-N,Unknown
Ruxolitinib,CHEMBL1789941,DEURUXOLITINIB PHOSPHATE,CHEMBL4594382,O=P(O)(O)O.[2H]C1([2H])C([C@@H](CC#N)n2cc(-c3ncnc4[nH]ccc34)cn2)C([2H])([2H])C([2H])([2H])C1([2H])[2H],JFMWPOCYMYGEDM-NTVOUFPTSA-N,Unknown
Ruxolitinib,CHEMBL1789941,DEURUXOLITINIB,CHEMBL4594381,[2H]C1([2H])C([C@@H](CC#N)n2cc(-c3ncnc4[nH]ccc34)cn2)C([2H])([2H])C([2H])([2H])C1([2H])[2H],HFNKQEVNSGCOJV-FBXGHSCESA-N,Unknown
Ruxolitinib,CHEMBL1789941,,CHEMBL2002099,N#CCC(C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,HFNKQEVNSGCOJV-UHFFFAOYSA-N,Unknown
Ruxolitinib,CHEMBL1789941,RUXOLITINIB PHOSPHATE,CHEMBL1795071,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1.O=P(O)(O)O,JFMWPOCYMYGEDM-XFULWGLBSA-N,Unknown
Ruxolitinib,CHEMBL1789941,,CHEMBL1287854,N#CC[C@@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,HFNKQEVNSGCOJV-HNNXBMFYSA-N,Unknown
Safinamide,CHEMBL396778,,CHEMBL82327,C[C@@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,NEMGRZFTLSKBAP-GFCCVEGCSA-N,Unknown
Safinamide,CHEMBL396778,SAFINAMIDE MESYLATE,CHEMBL48582,CS(=O)(=O)O.C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,YKOCHIUQOBQIAC-YDALLXLXSA-N,Unknown
Safinamide,CHEMBL396778,,CHEMBL287445,CC(NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,NEMGRZFTLSKBAP-UHFFFAOYSA-N,Unknown
Salbutamol,CHEMBL714,LEVALBUTEROL TARTRATE,CHEMBL3989693,CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1.CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1.O=C(O)C(O)C(O)C(=O)O,VNVNZKCCDVFGAP-NMFAMCKASA-N,Unknown
Salbutamol,CHEMBL714,LEVALBUTEROL SULFATE,CHEMBL3989589,CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1.CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1.O=S(=O)(O)O,BNPSSFBOAGDEEL-NMFAMCKASA-N,Unknown
Salbutamol,CHEMBL714,ALBUTEROL SULFATE,CHEMBL1441059,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1.CC(C)(C)NCC(O)c1ccc(O)c(CO)c1.O=S(=O)(O)O,BNPSSFBOAGDEEL-UHFFFAOYSA-N,Unknown
Salbutamol,CHEMBL714,,CHEMBL1437301,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1.Cl,OWNWYCOLFIFTLK-UHFFFAOYSA-N,Unknown
Salbutamol,CHEMBL714,LEVALBUTEROL HYDROCHLORIDE,CHEMBL1201061,CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1.Cl,OWNWYCOLFIFTLK-YDALLXLXSA-N,Unknown
Salbutamol,CHEMBL714,ALBUTEROL SULFATE,CHEMBL1201026,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1.O=S(=O)(O)O,OVICLFZZVQVVFT-UHFFFAOYSA-N,Unknown
Salbutamol,CHEMBL714,LEVOSALBUTAMOL,CHEMBL1002,CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1,NDAUXUAQIAJITI-LBPRGKRZSA-N,Unknown
Salbutamol,CHEMBL714,(S)-ALBUTEROL,CHEMBL69073,CC(C)(C)NC[C@@H](O)c1ccc(O)c(CO)c1,NDAUXUAQIAJITI-GFCCVEGCSA-N,Unknown
Salicylic Acid,CHEMBL424,,CHEMBL3137698,O=C(O)c1ccccc1O.O=C(O)c1ccccc1O.O=C(O)c1ccccc1O,BEDPUVIQNLDFRT-UHFFFAOYSA-N,Unknown
Salicylic Acid,CHEMBL424,AMMONIUM SALICYLATE,CHEMBL2105994,N.O=C(O)c1ccccc1O,BOFZOTMTKBQRAB-UHFFFAOYSA-N,Unknown
Salmeterol,CHEMBL1263,,CHEMBL3126379,CC(=O)O.OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O,MAOQPTVBPXCJLL-UHFFFAOYSA-N,Unknown
Salmeterol,CHEMBL1263,SALMETEROL XINAFOATE,CHEMBL1082607,O=C(O)c1ccc2ccccc2c1O.OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O,XTZNCVSCVHTPAI-UHFFFAOYSA-N,Unknown
Salmeterol,CHEMBL1263,,CHEMBL230056,OCc1cc([C@@H](O)CNCCCCCCOCCCCc2ccccc2)ccc1O,GIIZNNXWQWCKIB-VWLOTQADSA-N,Unknown
Sapropterin,CHEMBL1201774,,CHEMBL1616454,CC(O)[C@@H](O)[C@H]1CNc2nc(N)[nH]c(=O)c2N1,FNKQXYHWGSIFBK-WVOWXROLSA-N,Unknown
Sapropterin,CHEMBL1201774,,CHEMBL1515624,C[C@H](O)[C@H](O)[C@H]1CNc2nc(N)nc(O)c2N1.Cl,LUJOSUPKSLRJME-ZUOBHZEMSA-N,Unknown
Sapropterin,CHEMBL1201774,,CHEMBL1354914,CC(O)[C@@H](O)[C@H]1CNc2nc(N)[nH]c(=O)c2N1.Cl.Cl,RKSUYBCOVNCALL-CPDCYLOMSA-N,Unknown
Sapropterin,CHEMBL1201774,,CHEMBL1315516,C[C@H](O)[C@H](O)[C@@H]1CNc2nc(N)[nH]c(=O)c2N1,FNKQXYHWGSIFBK-FKZODXBYSA-N,Unknown
