Drug,PubChem CID,InChI Key,SMILES,STITCH ID,BNF Code,chembl_id,atc_codes
Sodium Gluconate,23672301,UPMFZISCCZSDND-JJKGCWMISA-M,C(C(C(C(C(C(=O)[O-])O)O)O)O)O.[Na+],,,CHEMBL1200919,[]
Sodium Hydroxide,14798,HEMHJVSKTPXQMS-UHFFFAOYSA-M,[OH-].[Na+],CIDs23676750,,CHEMBL2105794,[]
Sodium Hypochlorite,23665760,SUKJFIGYRHOWBL-UHFFFAOYSA-N,[O-]Cl.[Na+],,,CHEMBL1334078,['D08AX07']
Sodium Iodide,5238,FVAUCKIRQBBSSJ-UHFFFAOYSA-M,[Na+].[I-],CIDs03081095,,CHEMBL1644695,[]
Sodium Lactate,23666456,NGSFWBMYFKHRBD-UHFFFAOYSA-M,CC(C(=O)[O-])O.[Na+],CIDs71309364,,CHEMBL1357,[]
Sodium Lauryl Ether Sulphate,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Sodium Lauryl Ethyl Sulphosuccinate,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Sodium Lauryl Sulphate,3423265,DBMJMQXJHONAFJ-UHFFFAOYSA-M,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],CIDs71309008,,CHEMBL23393,[]
Sodium Laurylsulphoacetate,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Sodium Metabisulphite,656671,HRZFUMHJMZEROT-UHFFFAOYSA-L,[O-]S(=O)S(=O)(=O)[O-].[Na+].[Na+],CIDs00656671,,CHEMBL2016976,[]
Sodium Monofluorophosphate,24266,BFDWBSRJQZPEEB-UHFFFAOYSA-L,[O-]P(=O)([O-])F.[Na+].[Na+],CIDs00024266,,CHEMBL1908359,"['A12CD02', 'A01AA02']"
Sodium Nitroprusside,11953895,XRKMNJXYOFSTBE-UHFFFAOYSA-N,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[N-]=O.O.O.[Na+].[Na+].[Fe+4],,,,[]
Sodium Perborate,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Sodium Perchlorate,522606,BAZAXWOYCMUHIX-UHFFFAOYSA-M,[O-]Cl(=O)(=O)=O.[Na+],CIDs00522606,,CHEMBL1644700,[]
Sodium Phosphate,24243,RYFMWSXOAZQYPI-UHFFFAOYSA-K,[O-]P(=O)([O-])[O-].[Na+].[Na+].[Na+],,,CHEMBL363100,[]
Sodium Picosulphate,68654,GOZDTZWAMGHLDY-UHFFFAOYSA-L,C1=CC=NC(=C1)C(C2=CC=C(C=C2)OS(=O)(=O)[O-])C3=CC=C(C=C3)OS(=O)(=O)[O-].[Na+].[Na+],CIDs71751664,,CHEMBL1697768,"['A06AB58', 'A06AB08']"
Sodium Pidolate,23668602,CRPCXAMJWCDHFM-DFWYDOINSA-M,C1CC(=O)NC1C(=O)[O-].[Na+],,,,[]
Sodium Polymetaphosphate,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Sodium Pyrophosphate,24403,FQENQNTWSFEDLI-UHFFFAOYSA-J,[O-]P(=O)([O-])OP(=O)([O-])[O-].[Na+].[Na+].[Na+].[Na+],CIDs00024403,,CHEMBL450079,[]
Sodium Sulphate,24436,PMZURENOXWZQFD-UHFFFAOYSA-L,[O-]S(=O)(=O)[O-].[Na+].[Na+],CIDs71309783,,CHEMBL233406,[]
Sodium Tartrate,13355,HELHAJAZNSDZJO-UHFFFAOYSA-L,C(C(C(=O)[O-])O)(C(=O)[O-])O.[Na+].[Na+],CIDs00159905,,CHEMBL3917380,[]
Sodium Tetradecyl Sulphate,23665772,FVEFRICMTUKAML-UHFFFAOYSA-M,CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)[O-].[Na+],,,CHEMBL1200354,['C05BB04']
Sodium Thiosulphate,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Sodium Zirconium Cyclosilicate,155804812,QMLIRKACNOVYNW-UHFFFAOYSA-N,[O-][Si]1(O[Si](O[Si](O1)([O-])[O-])([O-])[O-])[O-].[Na+].[Na+].[Zr+4],,,,[]
Sofosbuvir,45375808,TTZHDVOVKQGIBA-IQWMDFIBSA-N,CC(C)OC(=O)C(C)NP(=O)(OCC1C(C(C(O1)N2C=CC(=O)NC2=O)(C)F)O)OC3=CC=CC=C3,CIDs45375808,"['0503032C0AA', '0503032J0AA']",CHEMBL1259059,['J05AP08']
Solifenacin,154059,FBOUYBDGKBSUES-VXKWHMMOSA-N,C1CN2CCC1C(C2)OC(=O)N3CCC4=CC=CC=C4C3C5=CC=CC=C5,CIDs06321247,"['0704020ABAA', '0704010W0AA']",CHEMBL1734,['G04BD08']
Solriamfetol,10130337,UCTRAOBQFUDCSR-SECBINFHSA-N,C1=CC=C(C=C1)CC(COC(=O)N)N,CIDs10130337,,CHEMBL4297620,['N06BA14']
Somatrem,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Somatrogon,No PubChem CID found,No InChI Key found,No SMILES found,,['0605010AGAA'],,
Somatropin,No PubChem CID found,No InChI Key found,No SMILES found,,['0605010S0AA'],,
Sorafenib,216239,MLDQJTXFUGDVEO-UHFFFAOYSA-N,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,CIDs00216239,['0801050AJAA'],CHEMBL1336,['L01EX02']
Sorbic Acid,643460,WSWCOQWTEOXDQX-MQQKCMAXSA-N,CC=CC=CC(=O)O,CIDs00005251,,CHEMBL250212,[]
Sorbitan,10953859,JNYAEWCLZODPBN-JGWLITMVSA-N,C1C(C(C(O1)C(CO)O)O)O,CIDs00103023,,,[]
Sorbitol,5780,FBPFZTCFMRRESA-JGWLITMVSA-N,C(C(C(C(C(CO)O)O)O)O)O,CIDs00005780,['091101000AA'],CHEMBL1682,"['V04CC01', 'B05CX02', 'A06AD18', 'A06AG07']"
Sotalol,5253,ZBMZVLHSJCTVON-UHFFFAOYSA-N,CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O,CIDs00005253,['0204000T0AA'],CHEMBL471,['C07AA07']
Sotorasib,137278711,NXQKSXLFSAEQCZ-SFHVURJKSA-N,CC1CN(CCN1C2=NC(=O)N(C3=NC(=C(C=C32)F)C4=C(C=CC=C4F)O)C5=C(C=CN=C5C(C)C)C)C(=O)C=C,,,CHEMBL4535757,['L01XX73']
Sotrovimab,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Sparfloxacin,60464,DZZWHBIBMUVIIW-DTORHVGOSA-N,CC1CN(CC(N1)C)C2=C(C(=C3C(=C2F)N(C=C(C3=O)C(=O)O)C4CC4)N)F,,,CHEMBL850,['J01MA09']
Spartalizumab,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Spectinomycin,15541,UNFWWIHTNXNPBV-WXKVUWSESA-N,CC1CC(=O)C2(C(O1)OC3C(C(C(C(C3O2)NC)O)NC)O)O,CIDs00015541,,CHEMBL1167,['J01XX04']
Spinacia Oleracea,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Spiramycin,5289394,ACTOXUHEUCPTEW-CEUOBAOPSA-N,CC1CC=CC=CC(C(CC(C(C(C(CC(=O)O1)O)OC)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)O)(C)O)N(C)C)O)CC=O)C)OC4CCC(C(O4)C)N(C)C,CIDs76324338,,CHEMBL453514,['J01FA02']
Spironolactone,5833,LXMSZDCAJNLERA-ZHYRCANASA-N,CC(=O)SC1CC2=CC(=O)CCC2(C3C1C4CCC5(C4(CC3)C)CCC(=O)O5)C,CIDs00005833,,CHEMBL1393,['C03DA01']
Stannous Fluoride,24550,ANOBYBYXJXCGBS-UHFFFAOYSA-L,F[Sn]F,CIDs00024550,['0905030M0AA'],,[]
Stannous Pyrophosphate,66379,GEZAUFNYMZVOFV-UHFFFAOYSA-J,[O-]P(=O)([O-])OP(=O)([O-])[O-].[Sn+2].[Sn+2],CIDs00066379,,,[]
Stanozolol,25249,LKAJKIOFIWVMDJ-IYRCEVNGSA-N,CC12CCC3C(C1CCC2(C)O)CCC4C3(CC5=C(C4)NN=C5)C,CIDs00025249,['0604030T0AA'],CHEMBL2079587,['A14AA02']
Stavudine,18283,XNKLLVCARDGLGL-JGVFFNPUSA-N,CC1=CN(C(=O)NC1=O)C2C=CC(O2)CO,CIDs00018283,['0503010S0AA'],CHEMBL991,['J05AF04']
Stellaria Media,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Sterculia,No PubChem CID found,No InChI Key found,No SMILES found,,['0106010N0AA'],,
Stiripentol,5311454,IBLNKMRFIPWSOY-FNORWQNLSA-N,CC(C)(C)C(C=CC1=CC2=C(C=C1)OCO2)O,CIDs05311454,['0408010AGAA'],CHEMBL1983350,['N03AX17']
Streptodornase,No PubChem CID found,No InChI Key found,No SMILES found,,['1311070R0AA'],,
Streptokinase,No PubChem CID found,No InChI Key found,No SMILES found,,"['0210020L0AA', '0210020L0BD']",,
Streptomycin,19649,UCSJYZPVAKXKNQ-HZYVHMACSA-N,CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(C=O)O,CIDm00005297,['0501090U0AA'],CHEMBL372795,"['J01GA01', 'A07AA04', 'A07AA54']"
Streptozocin,29327,ZSJLQEPLLKMAKR-GKHCUFPYSA-N,CN(C(=O)NC1C(C(C(OC1O)CO)O)O)N=O,CIDs00029327,,CHEMBL1603,[]
Strontium Acetate,10987,RXSHXLOMRZJCLB-UHFFFAOYSA-L,CC(=O)[O-].CC(=O)[O-].[Sr+2],CIDs00010987,,,[]
Strontium Chloride,5362485,AHBGXTDRMVNFER-UHFFFAOYSA-L,[Cl-].[Cl-].[Sr+2],CIDs00071435,,CHEMBL2219640,[]
Strontium Ranelate,6918182,XXUZFRDUEGQHOV-UHFFFAOYSA-J,C(C1=C(SC(=C1C#N)N(CC(=O)[O-])CC(=O)[O-])C(=O)[O-])C(=O)[O-].[Sr+2].[Sr+2],CIDs06918182,['0606020X0AA'],CHEMBL3707306,['M05BX03']
Styrax Benzoin,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Succimer,2724354,ACTRVOBWPAIOHC-XIXRPRMCSA-N,C(C(C(=O)O)S)(C(=O)O)S,CIDs02724354,,CHEMBL1201073,[]
Succinic Acid,1110,KDYFGRWQOYBRFD-UHFFFAOYSA-N,C(CC(=O)O)C(=O)O,CIDs16213392,,CHEMBL576,[]
Sucralfate,121494085,YZPQNHUVIVIUCT-JTJNLBSYSA-F,C(C1C(C(C(C(O1)OC2(C(C(C(O2)COS(=O)(=O)O[Al])OS(=O)(=O)O[Al])OS(=O)(=O)O[Al])COS(=O)(=O)O[Al])OS(=O)(=O)O[Al])OS(=O)(=O)O[Al])OS(=O)(=O)O[Al])OS(=O)(=O)O[Al].O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.[Al],,"['0103030S0AA', '0107010S0AA', '1313080S0AA']",,[]
Sucroferric Oxyhydroxide,91663255,FWZTTZUKDVJDCM-CEJAUHOTSA-M,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O.O.O.O.[OH-].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[Na+].[Na+].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3],CIDs91663255,,,[]
Sucrose,5988,CZMRCDWAGMRECN-UGDNZRGBSA-N,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,CIDs00005988,"['0501013B0BC', '0904010AWAA']",CHEMBL253582,[]
Sufentanil,41693,GGCSSNBKKAUURC-UHFFFAOYSA-N,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC3=CC=CS3)COC,CIDs00041693,,CHEMBL658,['N01AH03']
Sugammadex,6918585,WHRODDIHRRDWEW-VTHZAVIASA-N,C(CSCC1C2C(C(C(O1)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)OC6C(OC(C(C6O)O)OC7C(OC(C(C7O)O)OC8C(OC(C(C8O)O)OC9C(OC(O2)C(C9O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)O)O)C(=O)O,CIDs56841590,,CHEMBL5412674,[]
Sulbactam,130313,FKENQMMABCRJMK-RITPCOANSA-N,CC1(C(N2C(S1(=O)=O)CC2=O)C(=O)O)C,CIDs00130313,,CHEMBL403,['J01CG01']
Sulbenicillin,20055036,JETQIUPBHQNHNZ-NJBDSQKTSA-N,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)S(=O)(=O)O)C(=O)O)C,CIDs00039031,,CHEMBL3306853,[]
Sulconazole,5318,AFNXATANNDIXLG-UHFFFAOYSA-N,C1=CC(=CC=C1CSC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl,CIDs00005318,['1310020X0AA'],CHEMBL1221,['D01AC09']
Sulfabenzamide,5319,PBCZLFBEBARBBI-UHFFFAOYSA-N,C1=CC=C(C=C1)C(=O)NS(=O)(=O)C2=CC=C(C=C2)N,CIDs00005319,,CHEMBL1243,[]
Sulfadoxine,17134,PJSFRIWCGOHTNF-UHFFFAOYSA-N,COC1=C(N=CN=C1OC)NS(=O)(=O)C2=CC=C(C=C2)N,CIDs00017134,,CHEMBL1539,[]
Sulfaguanidine,5324,BRBKOPJOKNSWSG-UHFFFAOYSA-N,C1=CC(=CC=C1N)S(=O)(=O)N=C(N)N,CIDs00005324,,CHEMBL338802,['A07AB03']
Sulfametopyrazine,9047,KXRZBTAEDBELFD-UHFFFAOYSA-N,COC1=NC=CN=C1NS(=O)(=O)C2=CC=C(C=C2)N,CIDs00009047,,CHEMBL1525826,['J01ED02']
Sulfanilamide,5333,FDDDEECHVMSUSB-UHFFFAOYSA-N,C1=CC(=CC=C1N)S(=O)(=O)N,CIDs71312511,,CHEMBL21,"['D06BA05', 'J01EB06']"
Sulindac,1548887,MLKXDPUZXIRXEP-MFOYZWKCSA-N,CC1=C(C2=C(C1=CC3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)O,CIDm00005352,['1001010S0AA'],CHEMBL15770,['M01AB02']
Sulphacetamide,5320,SKIVFJLNDNKQPD-UHFFFAOYSA-N,CC(=O)NS(=O)(=O)C1=CC=C(C=C1)N,CIDs00005320,,CHEMBL455,"['S01AB04', 'D10AF06']"
Sulphadiazine,5215,SEEPANYCNGTZFQ-UHFFFAOYSA-N,C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N,CIDs00005215,,CHEMBL439,['J01EC02']
Sulphadimethoxine,5323,ZZORFUFYDOWNEF-UHFFFAOYSA-N,COC1=NC(=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N)OC,CIDs00005323,,CHEMBL62193,['J01ED01']
Sulphadimidine,5327,ASWVTGNCAZCNNR-UHFFFAOYSA-N,CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C,CIDs00005327,,CHEMBL446,['J01EB03']
Sulphafurazole,5344,NHUHCSRWZMLRLA-UHFFFAOYSA-N,CC1=C(ON=C1C)NS(=O)(=O)C2=CC=C(C=C2)N,CIDs00005344,,CHEMBL453,"['J01EB05', 'S01AB02']"
Sulphamerazine,5325,QPPBRPIAZZHUNT-UHFFFAOYSA-N,CC1=NC(=NC=C1)NS(=O)(=O)C2=CC=C(C=C2)N,CIDs00005325,,CHEMBL438,"['D06BA06', 'J01ED07']"
Sulphamethizole,5328,VACCAVUAMIDAGB-UHFFFAOYSA-N,CC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)N,CIDs00005328,,CHEMBL1191,"['S01AB01', 'D06BA04', 'J01EB02', 'B05CA04']"
Sulphamethoxazole,5329,JLKIGFTWXXRPMT-UHFFFAOYSA-N,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,CIDs00005329,,CHEMBL443,['J01EC01']
Sulphamethoxydiazine,5326,GPTONYMQFTZPKC-UHFFFAOYSA-N,COC1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N,CIDs46782959,,CHEMBL1200359,['J01ED04']
Sulphamethoxypyridazine,5330,VLYWMPOKSSWJAL-UHFFFAOYSA-N,COC1=NN=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)N,CIDs71312424,,CHEMBL268869,['J01ED05']
Sulphaphenazole,5335,QWCJHSGMANYXCW-UHFFFAOYSA-N,C1=CC=C(C=C1)N2C(=CC=N2)NS(=O)(=O)C3=CC=C(C=C3)N,CIDs00005335,,CHEMBL1109,"['J01ED08', 'S01AB05']"
Sulphasalazine,5339,NCEXYHBECQHGNR-UHFFFAOYSA-N,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O,,,CHEMBL1206016,[]
Sulphathiazole,5340,JNMRHUJNCSQMMB-UHFFFAOYSA-N,C1=CC(=CC=C1N)S(=O)(=O)NC2=NC=CS2,CIDs00005340,,CHEMBL437,"['D06BA02', 'J01EB07']"
Sulphinpyrazone,5342,MBGGBVCUIVRRBF-UHFFFAOYSA-N,C1=CC=C(C=C1)N2C(=O)C(C(=O)N2C3=CC=CC=C3)CCS(=O)C4=CC=CC=C4,CIDs00005342,,CHEMBL832,['M04AB02']
Sulphur,5362487,NINIDFKCEFEMDL-UHFFFAOYSA-N,[S],CIDs71309715,,,[]
Sulphur Hexafluoride,17358,SFZCNBIFKDRMGX-UHFFFAOYSA-N,FS(F)(F)(F)(F)F,CIDs00017358,,CHEMBL1796998,['V08DA05']
Sulpiride,5355,BGRJTUBHPOOWDU-UHFFFAOYSA-N,CCN1CCCC1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC,CIDs00005355,['0402010U0AA'],CHEMBL26,['N05AL01']
Sultamicillin,444022,OPYGFNJSCUDTBT-PMLPCWDUSA-N,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)OCOC(=O)C4C(S(=O)(=O)C5N4C(=O)C5)(C)C)C,CIDm00002175,,CHEMBL506110,['J01CR04']
Sulthiame,5356,HMHVCUVYZFYAJI-UHFFFAOYSA-N,C1CCS(=O)(=O)N(C1)C2=CC=C(C=C2)S(=O)(=O)N,CIDs00005356,,CHEMBL328560,['N03AX03']
Sumatriptan,5358,KQKPFRSPSRPDEB-UHFFFAOYSA-N,CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C,CIDs00005358,['0407041T0AA'],CHEMBL128,['N02CC01']
Sunitinib,5329102,WINHZLLDWRZWRT-ATVHPVEESA-N,CCN(CC)CCNC(=O)C1=C(NC(=C1C)C=C2C3=C(C=CC(=C3)F)NC2=O)C,CIDs05329102,['0801050AMAA'],CHEMBL535,['L01EX01']
Suprofen,5359,MDKGKXOCJGEUJW-UHFFFAOYSA-N,CC(C1=CC=C(C=C1)C(=O)C2=CC=CS2)C(=O)O,CIDs00005359,,CHEMBL956,['M01AE07']
Susoctocog Alfa,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Sutimlimab,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Suxamethonium,5314,AXOIZCJOOAYSMI-UHFFFAOYSA-N,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,CIDs00005314,['1501050P0AA'],CHEMBL703,['M03AB01']
Suxethonium,46037,DIWYJMPVHQDIMM-UHFFFAOYSA-N,CC[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)CC,,,CHEMBL2111153,[]
Swertia,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Tacalcitol,5283734,BJYLYJCXYAMOFT-RSFVBTMBSA-N,CC(C)C(CCC(C)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C)O,CIDs05283734,['1305020R0AA'],CHEMBL2105611,['D05AX04']
Tacrine,1935,YLJREFDVOIBQDA-UHFFFAOYSA-N,C1CCC2=NC3=CC=CC=C3C(=C2C1)N,CIDs00001935,,CHEMBL95,['N06DA01']
Tacrolimus,445643,QJJXYPPXXYFBGM-LFZNUXCKSA-N,CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC,CIDs00445643,"['0802020T0AA', '1305030C0AA']",CHEMBL269732,[]
Tadalafil,110635,WOXKDUGGOYFFRN-IIBYNOLFSA-N,CN1CC(=O)N2C(C1=O)CC3=C(C2C4=CC5=C(C=C4)OCO5)NC6=CC=CC=C36,CIDs00110635,['0704050R0AA'],CHEMBL779,['G04BE08']
Tafamidis,11001318,TXEIIPDJKFWEEC-UHFFFAOYSA-N,C1=CC2=C(C=C1C(=O)O)OC(=N2)C3=CC(=CC(=C3)Cl)Cl,CIDs11001318,['0409030S0AA'],CHEMBL2103837,['N07XX08']
Tafasitamab,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Tafluprost,9868491,WSNODXPBBALQOF-VEJSHDCNSA-N,CC(C)OC(=O)CCCC=CCC1C(CC(C1C=CC(COC2=CC=CC=C2)(F)F)O)O,CIDs09868491,"['1106000AKAA', '1106000AMAA']",CHEMBL1963683,['S01EE05']
Tagraxofusp,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Talampicillin,71447,SOROUYSPFADXSN-SUWVAFIASA-N,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)OC4C5=CC=CC=C5C(=O)O4)C,CIDm00005373,,CHEMBL1619785,['J01CA15']
Talazoparib,135565082,HWGQMRYQVZSGDQ-HZPDHXFCSA-N,CN1C(=NC=N1)C2C(NC3=CC(=CC4=C3C2=NNC4=O)F)C5=CC=C(C=C5)F,,,CHEMBL3137320,['L01XK04']
Talquetamab,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Tamoxifen,2733526,NKANXQFJJICGDU-QPLCGJKRSA-N,CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3,CIDs00005376,['0803041S0AA'],CHEMBL83,['L02BA01']
Tamsulosin,129211,DRHKJLXJIQTDTD-OAHLLOKOSA-N,CCOC1=CC=CC=C1OCCNC(C)CC2=CC(=C(C=C2)OC)S(=O)(=O)N,CIDs00121829,['0704010U0AA'],CHEMBL836,['G04CA02']
Tanacetum,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Tannic Acid,16129778,LRBQNJMCXXYXIU-PPKXGCFTSA-N,C1=C(C=C(C(=C1O)O)O)C(=O)OC2=CC(=CC(=C2O)O)C(=O)OCC3C(C(C(C(O3)OC(=O)C4=CC(=C(C(=C4)OC(=O)C5=CC(=C(C(=C5)O)O)O)O)O)OC(=O)C6=CC(=C(C(=C6)OC(=O)C7=CC(=C(C(=C7)O)O)O)O)O)OC(=O)C8=CC(=C(C(=C8)OC(=O)C9=CC(=C(C(=C9)O)O)O)O)O)OC(=O)C1=CC(=C(C(=C1)OC(=O)C1=CC(=C(C(=C1)O)O)O)O)O,CIDs16129778,,CHEMBL506247,[]
Tapentadol,9838022,KWTWDQCKEHXFFR-SMDDNHRTSA-N,CCC(C1=CC(=CC=C1)O)C(C)CN(C)C,CIDm06433091,"['0407020AGAA', '0407020AHAA']",CHEMBL1201776,['N02AX06']
Tartaric Acid,875,FEWJPZIEWOKRBE-UHFFFAOYSA-N,C(C(C(=O)O)O)(C(=O)O)O,CIDs00078956,['190600000AA'],CHEMBL333714,[]
Tartrazine,164825,UJMBCXLDXJUMFB-UHFFFAOYSA-K,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],,,,[]
Taurine,1123,XOAAWQZATWQOTB-UHFFFAOYSA-N,C(CS(=O)(=O)O)N,CIDs00001123,"['0911010T0AA', '0911010T0BE', '0911010T0BC', '0911010T0BG']",CHEMBL239243,[]
Tazarotene,5381,OGQICQVSFDPSEI-UHFFFAOYSA-N,CCOC(=O)C1=CN=C(C=C1)C#CC2=CC3=C(C=C2)SCCC3(C)C,CIDs00005381,['1305020T0AA'],CHEMBL1657,['D05AX05']
Tazobactam,123630,LPQZKKCYTLCDGQ-WEDXCCLWSA-N,CC1(C(N2C(S1(=O)=O)CC2=O)C(=O)O)CN3C=CN=N3,CIDs00056012,,CHEMBL404,['J01CG02']
Tebentafusp,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Technetium (99m Tc) Etarfolatide,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Technetium-99m,26476,GKLVYJBZJHMRIY-OUBTZVSYSA-N,[Tc],CIDs00023957,,,[]
Technetium-99m Diethylenetriaminepentaacetate,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Tedizolid,11234049,XFALPSLJIHVRKE-GFCCVEGCSA-N,CN1N=C(N=N1)C2=NC=C(C=C2)C3=C(C=C(C=C3)N4CC(OC4=O)CO)F,CIDs11234049,['0501070ADAA'],CHEMBL1257051,['J01XX11']
Teduglutide,16139605,CILIXQOJUNDIDU-ASQIGDHWSA-N,CCC(C)C(C(=O)NC(C(C)O)C(=O)NC(CC(=O)O)C(=O)O)NC(=O)C(CCCCN)NC(=O)C(C(C)O)NC(=O)C(CCC(=O)N)NC(=O)C(C(C)CC)NC(=O)C(CC(C)C)NC(=O)C(CC1=CNC2=CC=CC=C21)NC(=O)C(CC(=O)N)NC(=O)C(C(C)CC)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CC(=O)O)NC(=O)C(CCCNC(=N)N)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CC(=O)N)NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(C(C)CC)NC(=O)C(C(C)O)NC(=O)C(CC(=O)N)NC(=O)C(CCSC)NC(=O)C(CCC(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(CC4=CC=CC=C4)NC(=O)C(CO)NC(=O)CNC(=O)C(CC(=O)O)NC(=O)CNC(=O)C(CC5=CN=CN5)N,CIDs16139605,,CHEMBL2104987,['A16AX08']
Tegafur,5386,WFWLQNSHRPWKFK-UHFFFAOYSA-N,C1CC(OC1)N2C=C(C(=O)NC2=O)F,CIDs00005386,['0801030S0AA'],CHEMBL20883,"['L01BC03', 'L01BC53']"
Tegaserod,135409453,IKBKZGMPCYNSLU-RGVLZGJSSA-N,CCCCCN=C(N)NN=CC1=CNC2=C1C=C(C=C2)OC,,,CHEMBL76370,['A06AX06']
Teicoplanin,133065662,BJNLLBUOHPVGFT-CAYRISATSA-N,CCCCCCCCCC(=O)NC1C(C(C(OC1OC2=C3C=C4C=C2OC5=C(C=C(C=C5)C(C6C(=O)NC(C7=C(C(=CC(=C7)O)OC8C(C(C(C(O8)CO)O)O)O)C9=C(C=CC(=C9)C(C(=O)N6)NC(=O)C4NC(=O)C1C2=CC(=CC(=C2)OC2=C(C=CC(=C2)C(C(=O)NC(CC2=CC(=C(O3)C=C2)Cl)C(=O)N1)N)O)O)O)C(=O)O)OC1C(C(C(C(O1)CO)O)O)NC(=O)C)Cl)CO)O)O,,['0501070T0AA'],,[]
Telaprevir,3010818,BBAWEDCPNXPBQM-GDEBMMAJSA-N,CCCC(C(=O)C(=O)NC1CC1)NC(=O)C2C3CCCC3CN2C(=O)C(C(C)(C)C)NC(=O)C(C4CCCCC4)NC(=O)C5=NC=CN=C5,CIDs03010818,['0503032B0AA'],CHEMBL231813,['J05AP02']
