Link,Drug Name
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000915791820.zip&amp;agency=MHRA,Propamidine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000259993422.zip&amp;agency=MHRA,Propantheline
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000041252375.zip&amp;agency=MHRA,Propiverine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000853132558.zip&amp;agency=MHRA,Propofol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000088441331.zip&amp;agency=MHRA,Propranolol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000516250173.zip&amp;agency=MHRA,Propyl Hydroxybenzoate
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001023139699.zip&amp;agency=MHRA,Propylene Glycol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001044346198.zip&amp;agency=MHRA,Propylene Phenoxetol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000378290644.zip&amp;agency=MHRA,Propyliodone
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000324725896.zip&amp;agency=MHRA,Propylthiouracil
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000431171328.zip&amp;agency=MHRA,Propyphenazone
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000182074844.zip&amp;agency=MHRA,Protamine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000946080737.zip&amp;agency=MHRA,Protease
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000013810451.zip&amp;agency=MHRA,Protein C
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000713095986.zip&amp;agency=MHRA,Protein S
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000384390016.zip&amp;agency=MHRA,Proteolytic Enzymes Purified
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000121549045.zip&amp;agency=MHRA,Prothionamide
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000698078201.zip&amp;agency=MHRA,Protionamide
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000933790855.zip&amp;agency=MHRA,Protirelin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000929673429.zip&amp;agency=MHRA,Protriptyline
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000475608488.zip&amp;agency=MHRA,Proxymetacaine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001027916939.zip&amp;agency=MHRA,Prucalopride
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000688767244.zip&amp;agency=MHRA,Prulifloxacin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000965446632.zip&amp;agency=MHRA,Pseudoephedrine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000287217504.zip&amp;agency=MHRA,Psorinum
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000298481356.zip&amp;agency=MHRA,Pulsatilla
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000658291792.zip&amp;agency=MHRA,Punica Granatum
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000178617004.zip&amp;agency=MHRA,Pyrantel
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000402021108.zip&amp;agency=MHRA,Pyrazinamide
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000954721884.zip&amp;agency=MHRA,Pyridostigmine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000111475150.zip&amp;agency=MHRA,Pyrimethamine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000555824805.zip&amp;agency=MHRA,Pyrithione
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000494193848.zip&amp;agency=MHRA,Pyroxylin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000324416765.zip&amp;agency=MHRA,Quercus Species
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000165749602.zip&amp;agency=MHRA,Quetiapine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000864489058.zip&amp;agency=MHRA,Quinagolide
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000439781075.zip&amp;agency=MHRA,Quinapril
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000896022283.zip&amp;agency=MHRA,Quinidine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000539735845.zip&amp;agency=MHRA,Quinine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000669947633.zip&amp;agency=MHRA,Quinoline Mixture
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000694278175.zip&amp;agency=MHRA,Quinupristin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000852018035.zip&amp;agency=MHRA,Rabeprazole
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000753922403.zip&amp;agency=MHRA,Rabies Immunoglobulin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000928091649.zip&amp;agency=MHRA,Racementhol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000783015939.zip&amp;agency=MHRA,Racemethionine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000771851950.zip&amp;agency=MHRA,Radium-223
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000142224436.zip&amp;agency=MHRA,Raloxifene
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000966612601.zip&amp;agency=MHRA,Raltegravir
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000200447496.zip&amp;agency=MHRA,Raltitrexed
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000370170873.zip&amp;agency=MHRA,Ramipril
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000337821426.zip&amp;agency=MHRA,Ramucirumab
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000838201472.zip&amp;agency=MHRA,Ranibizumab
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000916819248.zip&amp;agency=MHRA,Ranitidine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000769802605.zip&amp;agency=MHRA,Ranitidine Bismuth Citrate
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000684967214.zip&amp;agency=MHRA,Ranolazine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000403951341.zip&amp;agency=MHRA,Rasagiline
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000650760272.zip&amp;agency=MHRA,Rasburicase
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000273913656.zip&amp;agency=MHRA,Ravulizumab
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000511292093.zip&amp;agency=MHRA,Razoxane
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000779969035.zip&amp;agency=MHRA,Reboxetine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000309537230.zip&amp;agency=MHRA,Recombinant Factor Viia
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000298532328.zip&amp;agency=MHRA,Regadenoson
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000558020602.zip&amp;agency=MHRA,Regorafenib
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000766089079.zip&amp;agency=MHRA,Relatlimab
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000270872920.zip&amp;agency=MHRA,Relebactam
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000581167656.zip&amp;agency=MHRA,Relugolix
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000169839893.zip&amp;agency=MHRA,Remdesivir
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000424840726.zip&amp;agency=MHRA,Remifentanil
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000363473015.zip&amp;agency=MHRA,Repaglinide
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000308778767.zip&amp;agency=MHRA,Reproterol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000496246705.zip&amp;agency=MHRA,Reserpine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001048725950.zip&amp;agency=MHRA,Reslizumab
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000183584355.zip&amp;agency=MHRA,Resorcinol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000387470933.zip&amp;agency=MHRA,Retapamulin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000405853694.zip&amp;agency=MHRA,Reteplase
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000531286388.zip&amp;agency=MHRA,Retigabine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000669713888.zip&amp;agency=MHRA,Retinol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000739698774.zip&amp;agency=MHRA,Rhamnus
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000147840485.zip&amp;agency=MHRA,Rheum
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000615912119.zip&amp;agency=MHRA,Rhodiola
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000636841508.zip&amp;agency=MHRA,Rhus
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000173087595.zip&amp;agency=MHRA,Ribavirin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000916413747.zip&amp;agency=MHRA,Ribociclib
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000864970213.zip&amp;agency=MHRA,Ricinus Communis
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000615469187.zip&amp;agency=MHRA,Rifabutin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000485556479.zip&amp;agency=MHRA,Rifampicin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000852776351.zip&amp;agency=MHRA,Rifamycin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001000929203.zip&amp;agency=MHRA,Rifaximin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000620386460.zip&amp;agency=MHRA,Rilpivirine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000132415499.zip&amp;agency=MHRA,Riluzole
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000886009793.zip&amp;agency=MHRA,Rimegepant
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000342437975.zip&amp;agency=MHRA,Rimexolone
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000127243985.zip&amp;agency=MHRA,Rimiterol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000486799233.zip&amp;agency=MHRA,Rimonabant
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000875549862.zip&amp;agency=MHRA,Riociguat
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000987395689.zip&amp;agency=MHRA,Ripretinib
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000811703807.zip&amp;agency=MHRA,Risankizumab
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001052479493.zip&amp;agency=MHRA,Risdiplam
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000271646593.zip&amp;agency=MHRA,Risedronic Acid
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000429836472.zip&amp;agency=MHRA,Risperidone
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000381481558.zip&amp;agency=MHRA,Ritodrine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000623920498.zip&amp;agency=MHRA,Ritonavir
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000099268385.zip&amp;agency=MHRA,Rituximab
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000018349499.zip&amp;agency=MHRA,Rivaroxaban
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000939085636.zip&amp;agency=MHRA,Rivastigmine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000101077815.zip&amp;agency=MHRA,Rizatriptan
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000761526672.zip&amp;agency=MHRA,Rocuronium
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000895186885.zip&amp;agency=MHRA,Rofecoxib
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000733571176.zip&amp;agency=MHRA,Roflumilast
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000911555763.zip&amp;agency=MHRA,Rolapitant
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000522065834.zip&amp;agency=MHRA,Romiplostim
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000576844519.zip&amp;agency=MHRA,Romosozumab
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000821186097.zip&amp;agency=MHRA,Ropinirole
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000212159989.zip&amp;agency=MHRA,Ropivacaine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000128515012.zip&amp;agency=MHRA,Rosa
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000984344232.zip&amp;agency=MHRA,Rosiglitazone
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000272972508.zip&amp;agency=MHRA,Rosmarinus Officinalis
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000631896683.zip&amp;agency=MHRA,Rosuvastatin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000361222160.zip&amp;agency=MHRA,Rotigotine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000943835118.zip&amp;agency=MHRA,Roxadustat
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000571471079.zip&amp;agency=MHRA,Rubia
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000111571987.zip&amp;agency=MHRA,Rubus
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000233458877.zip&amp;agency=MHRA,Rucaparib
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000971137386.zip&amp;agency=MHRA,Rufinamide
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000125543325.zip&amp;agency=MHRA,Rumex
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000477296997.zip&amp;agency=MHRA,Rupatadine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000743714226.zip&amp;agency=MHRA,Ruscus Aculeatus
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000492947488.zip&amp;agency=MHRA,Ruta
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000748730763.zip&amp;agency=MHRA,Rutoside
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000046806416.zip&amp;agency=MHRA,Ruxolitinib
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000681329798.zip&amp;agency=MHRA,Sacituzumab Govitecan
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000120455949.zip&amp;agency=MHRA,Sacubitril/Valsartan
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000658008829.zip&amp;agency=MHRA,Safinamide
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000964870728.zip&amp;agency=MHRA,Salbutamol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000125270877.zip&amp;agency=MHRA,Salicylamide
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000784994662.zip&amp;agency=MHRA,Salicylic Acid
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000974879119.zip&amp;agency=MHRA,Salmeterol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001018152427.zip&amp;agency=MHRA,Salsalate
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000746385000.zip&amp;agency=MHRA,Samarium (153sm) - Lexidronam
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000846466791.zip&amp;agency=MHRA,Sambucus
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000350169467.zip&amp;agency=MHRA,Sapropterin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001003689900.zip&amp;agency=MHRA,Saquinavir
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000217473290.zip&amp;agency=MHRA,Sarilumab
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000792552974.zip&amp;agency=MHRA,Satralizumab
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000287285962.zip&amp;agency=MHRA,Saxagliptin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000436415317.zip&amp;agency=MHRA,Schedonorus
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000878299206.zip&amp;agency=MHRA,Scrophularia
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000027934550.zip&amp;agency=MHRA,Scutellaria
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000027571036.zip&amp;agency=MHRA,Sebelipase Alfa
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000626316152.zip&amp;agency=MHRA,Secale Cereale
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001053315936.zip&amp;agency=MHRA,Secukinumab
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000047259557.zip&amp;agency=MHRA,Selegiline
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000137242440.zip&amp;agency=MHRA,Selenium
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000454596807.zip&amp;agency=MHRA,Selenonorcholestenol (75se)
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000892851664.zip&amp;agency=MHRA,Selexipag
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000280663822.zip&amp;agency=MHRA,Selpercatinib
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000741773416.zip&amp;agency=MHRA,Selumetinib
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000329053901.zip&amp;agency=MHRA,Semaglutide
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000133322543.zip&amp;agency=MHRA,Senna
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000349024316.zip&amp;agency=MHRA,Serine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000612814289.zip&amp;agency=MHRA,Serrapeptase
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000324859340.zip&amp;agency=MHRA,Sertindole
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000592467712.zip&amp;agency=MHRA,Sertraline
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000390545332.zip&amp;agency=MHRA,Sevelamer
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000033080029.zip&amp;agency=MHRA,Sevoflurane
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000999514930.zip&amp;agency=MHRA,Sibutramine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000741997946.zip&amp;agency=MHRA,Sida Cordifolia
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000650670423.zip&amp;agency=MHRA,Sigesbeckia
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001027787986.zip&amp;agency=MHRA,Sildenafil
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000359151151.zip&amp;agency=MHRA,Silicone
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000460858740.zip&amp;agency=MHRA,Siltuximab
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000766805879.zip&amp;agency=MHRA,Silver
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001001621826.zip&amp;agency=MHRA,Silver Nitrate
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000449054893.zip&amp;agency=MHRA,Silybum Marianum
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000363331207.zip&amp;agency=MHRA,Simeprevir
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001009963486.zip&amp;agency=MHRA,Simethicone
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000403263263.zip&amp;agency=MHRA,Simvastatin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000899104576.zip&amp;agency=MHRA,Siponimod
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000654943382.zip&amp;agency=MHRA,Sirolimus
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000772713723.zip&amp;agency=MHRA,Sitagliptin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000719819373.zip&amp;agency=MHRA,Sitaxsentan
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000208893473.zip&amp;agency=MHRA,Smilax
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000205136522.zip&amp;agency=MHRA,Sodium
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000638713376.zip&amp;agency=MHRA,Sodium (S)-Lactate
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000907712937.zip&amp;agency=MHRA,Sodium Acetate
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000597233319.zip&amp;agency=MHRA,Sodium Acid Citrate
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000130436915.zip&amp;agency=MHRA,Sodium Acid Phosphate
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000754400744.zip&amp;agency=MHRA,Sodium Acid Pyrophosphate
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000241157398.zip&amp;agency=MHRA,Sodium Alkylsulphoacetate
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000015913158.zip&amp;agency=MHRA,Sodium Bicarbonate
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000672232619.zip&amp;agency=MHRA,Sodium Cellulose Phosphate
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000855873114.zip&amp;agency=MHRA,Sodium Chloride
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000491988740.zip&amp;agency=MHRA,Sodium Citrate
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000210212460.zip&amp;agency=MHRA,Sodium Fluoride
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000406725572.zip&amp;agency=MHRA,Sodium Gluconate
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000749602032.zip&amp;agency=MHRA,Sodium Hydroxide
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000478213552.zip&amp;agency=MHRA,Sodium Hypochlorite
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000249908669.zip&amp;agency=MHRA,Sodium Iodide
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000418490720.zip&amp;agency=MHRA,Sodium Lactate
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001040170540.zip&amp;agency=MHRA,Sodium Lauryl Ether Sulphate
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000660679253.zip&amp;agency=MHRA,Sodium Lauryl Ethyl Sulphosuccinate
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000717483558.zip&amp;agency=MHRA,Sodium Lauryl Sulphate
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000864756943.zip&amp;agency=MHRA,Sodium Laurylsulphoacetate
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000029020070.zip&amp;agency=MHRA,Sodium Metabisulphite
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000535362732.zip&amp;agency=MHRA,Sodium Monofluorophosphate
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000454419183.zip&amp;agency=MHRA,Sodium Nitroprusside
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000924549660.zip&amp;agency=MHRA,Sodium Perborate
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000496652616.zip&amp;agency=MHRA,Sodium Perchlorate
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000779867267.zip&amp;agency=MHRA,Sodium Phosphate
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001018521454.zip&amp;agency=MHRA,Sodium Picosulphate
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000638077193.zip&amp;agency=MHRA,Sodium Pidolate
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000194278626.zip&amp;agency=MHRA,Sodium Polymetaphosphate
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000529240316.zip&amp;agency=MHRA,Sodium Pyrophosphate
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001069011387.zip&amp;agency=MHRA,Sodium Sulphate
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000635202058.zip&amp;agency=MHRA,Sodium Tartrate
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000344784913.zip&amp;agency=MHRA,Sodium Tetradecyl Sulphate
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000111990494.zip&amp;agency=MHRA,Sodium Thiosulphate
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000686019681.zip&amp;agency=MHRA,Sodium Zirconium Cyclosilicate
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000936395039.zip&amp;agency=MHRA,Sofosbuvir
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001034626246.zip&amp;agency=MHRA,Solifenacin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000162275805.zip&amp;agency=MHRA,Solriamfetol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000890309600.zip&amp;agency=MHRA,Somatrem
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000666654309.zip&amp;agency=MHRA,Somatrogon
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000314288027.zip&amp;agency=MHRA,Somatropin
