Drug,InChI Key,SMILES,PubChem CID,ChEMBL ID,ATC Code
Sirolimus,QFJCIRLUMZQUOT-HPLJOQBZSA-N,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)O)C)C)O)OC)C)C)C)OC,5284616,CHEMBL6329,No ATC Code found
Sitagliptin,MFFMDFFZMYYVKS-SECBINFHSA-N,C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)CC(CC3=CC(=C(C=C3F)F)F)N,4369359,CHEMBL6329,No ATC Code found
Sitaxsentan,PHWXUGHIIBDVKD-UHFFFAOYSA-N,CC1=CC2=C(C=C1CC(=O)C3=C(C=CS3)S(=O)(=O)NC4=C(C(=NO4)C)Cl)OCO2,216235,CHEMBL6329,No ATC Code found
Smilax,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Sodium,KEAYESYHFKHZAL-UHFFFAOYSA-N,[Na],5360545,CHEMBL6329,No ATC Code found
Sodium (S)-Lactate,NGSFWBMYFKHRBD-DKWTVANSSA-M,CC(C(=O)[O-])O.[Na+],23664767,CHEMBL6329,No ATC Code found
Sodium Acetate,VMHLLURERBWHNL-UHFFFAOYSA-M,CC(=O)[O-].[Na+],517045,CHEMBL6329,No ATC Code found
Sodium Acid Citrate,CEYULKASIQJZGP-UHFFFAOYSA-L,C(C(=O)[O-])C(CC(=O)[O-])(C(=O)O)O.[Na+].[Na+],8950,CHEMBL6329,No ATC Code found
Sodium Acid Phosphate,AJPJDKMHJJGVTQ-UHFFFAOYSA-M,OP(=O)(O)[O-].[Na+],23672064,CHEMBL6329,No ATC Code found
Sodium Acid Pyrophosphate,GYQBBRRVRKFJRG-UHFFFAOYSA-L,OP(=O)([O-])OP(=O)(O)[O-].[Na+].[Na+],24451,CHEMBL6329,No ATC Code found
Sodium Alkylsulphoacetate,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Sodium Bicarbonate,UIIMBOGNXHQVGW-UHFFFAOYSA-M,C(=O)(O)[O-].[Na+],516892,CHEMBL6329,No ATC Code found
Sodium Cellulose Phosphate,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Sodium Chloride,FAPWRFPIFSIZLT-UHFFFAOYSA-M,[Na+].[Cl-],5234,CHEMBL6329,No ATC Code found
Sodium Citrate,HRXKRNGNAMMEHJ-UHFFFAOYSA-K,C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.[Na+].[Na+].[Na+],6224,CHEMBL6329,No ATC Code found
Sodium Fluoride,PUZPDOWCWNUUKD-UHFFFAOYSA-M,[F-].[Na+],5235,CHEMBL6329,No ATC Code found
Sodium Gluconate,UPMFZISCCZSDND-JJKGCWMISA-M,C(C(C(C(C(C(=O)[O-])O)O)O)O)O.[Na+],23672301,CHEMBL6329,No ATC Code found
Sodium Hydroxide,HEMHJVSKTPXQMS-UHFFFAOYSA-M,[OH-].[Na+],14798,CHEMBL6329,No ATC Code found
Sodium Hypochlorite,SUKJFIGYRHOWBL-UHFFFAOYSA-N,[O-]Cl.[Na+],23665760,CHEMBL6329,No ATC Code found
Sodium Iodide,FVAUCKIRQBBSSJ-UHFFFAOYSA-M,[Na+].[I-],5238,CHEMBL6329,No ATC Code found
Sodium Lactate,NGSFWBMYFKHRBD-UHFFFAOYSA-M,CC(C(=O)[O-])O.[Na+],23666456,CHEMBL6329,No ATC Code found
Sodium Lauryl Ether Sulphate,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Sodium Lauryl Ethyl Sulphosuccinate,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Sodium Lauryl Sulphate,DBMJMQXJHONAFJ-UHFFFAOYSA-M,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],3423265,CHEMBL6329,No ATC Code found
Sodium Laurylsulphoacetate,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Sodium Metabisulphite,HRZFUMHJMZEROT-UHFFFAOYSA-L,[O-]S(=O)S(=O)(=O)[O-].[Na+].[Na+],656671,CHEMBL6329,No ATC Code found
Sodium Monofluorophosphate,BFDWBSRJQZPEEB-UHFFFAOYSA-L,[O-]P(=O)([O-])F.[Na+].[Na+],24266,CHEMBL6329,No ATC Code found
Sodium Nitroprusside,XRKMNJXYOFSTBE-UHFFFAOYSA-N,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[N-]=O.O.O.[Na+].[Na+].[Fe+4],11953895,CHEMBL6329,No ATC Code found
Sodium Perborate,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Sodium Perchlorate,BAZAXWOYCMUHIX-UHFFFAOYSA-M,[O-]Cl(=O)(=O)=O.[Na+],522606,CHEMBL6329,No ATC Code found
Sodium Phosphate,RYFMWSXOAZQYPI-UHFFFAOYSA-K,[O-]P(=O)([O-])[O-].[Na+].[Na+].[Na+],24243,CHEMBL6329,No ATC Code found
Sodium Picosulphate,GOZDTZWAMGHLDY-UHFFFAOYSA-L,C1=CC=NC(=C1)C(C2=CC=C(C=C2)OS(=O)(=O)[O-])C3=CC=C(C=C3)OS(=O)(=O)[O-].[Na+].[Na+],68654,CHEMBL6329,No ATC Code found
Sodium Pidolate,CRPCXAMJWCDHFM-DFWYDOINSA-M,C1CC(=O)NC1C(=O)[O-].[Na+],23668602,CHEMBL6329,No ATC Code found
Sodium Polymetaphosphate,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Sodium Pyrophosphate,FQENQNTWSFEDLI-UHFFFAOYSA-J,[O-]P(=O)([O-])OP(=O)([O-])[O-].[Na+].[Na+].[Na+].[Na+],24403,CHEMBL6329,No ATC Code found
Sodium Sulphate,PMZURENOXWZQFD-UHFFFAOYSA-L,[O-]S(=O)(=O)[O-].[Na+].[Na+],24436,CHEMBL6329,No ATC Code found
Sodium Tartrate,HELHAJAZNSDZJO-UHFFFAOYSA-L,C(C(C(=O)[O-])O)(C(=O)[O-])O.[Na+].[Na+],13355,CHEMBL6329,No ATC Code found
Sodium Tetradecyl Sulphate,FVEFRICMTUKAML-UHFFFAOYSA-M,CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)[O-].[Na+],23665772,CHEMBL6329,No ATC Code found
Sodium Thiosulphate,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Sodium Zirconium Cyclosilicate,QMLIRKACNOVYNW-UHFFFAOYSA-N,[O-][Si]1(O[Si](O[Si](O1)([O-])[O-])([O-])[O-])[O-].[Na+].[Na+].[Zr+4],155804812,CHEMBL6329,No ATC Code found
Sofosbuvir,TTZHDVOVKQGIBA-IQWMDFIBSA-N,CC(C)OC(=O)C(C)NP(=O)(OCC1C(C(C(O1)N2C=CC(=O)NC2=O)(C)F)O)OC3=CC=CC=C3,45375808,CHEMBL6329,No ATC Code found
Solifenacin,FBOUYBDGKBSUES-VXKWHMMOSA-N,C1CN2CCC1C(C2)OC(=O)N3CCC4=CC=CC=C4C3C5=CC=CC=C5,154059,CHEMBL6329,No ATC Code found
Solriamfetol,UCTRAOBQFUDCSR-SECBINFHSA-N,C1=CC=C(C=C1)CC(COC(=O)N)N,10130337,CHEMBL6329,No ATC Code found
Somatrem,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Somatrogon,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Somatropin,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Sorafenib,MLDQJTXFUGDVEO-UHFFFAOYSA-N,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,216239,CHEMBL6329,No ATC Code found
Sorbic Acid,WSWCOQWTEOXDQX-MQQKCMAXSA-N,CC=CC=CC(=O)O,643460,CHEMBL6329,No ATC Code found
Sorbitan,JNYAEWCLZODPBN-JGWLITMVSA-N,C1C(C(C(O1)C(CO)O)O)O,10953859,CHEMBL6329,No ATC Code found
Sorbitol,FBPFZTCFMRRESA-JGWLITMVSA-N,C(C(C(C(C(CO)O)O)O)O)O,5780,CHEMBL6329,No ATC Code found
Sotalol,ZBMZVLHSJCTVON-UHFFFAOYSA-N,CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O,5253,CHEMBL6329,No ATC Code found
Sotorasib,NXQKSXLFSAEQCZ-SFHVURJKSA-N,CC1CN(CCN1C2=NC(=O)N(C3=NC(=C(C=C32)F)C4=C(C=CC=C4F)O)C5=C(C=CN=C5C(C)C)C)C(=O)C=C,137278711,CHEMBL6329,No ATC Code found
Sotrovimab,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Sparfloxacin,DZZWHBIBMUVIIW-DTORHVGOSA-N,CC1CN(CC(N1)C)C2=C(C(=C3C(=C2F)N(C=C(C3=O)C(=O)O)C4CC4)N)F,60464,CHEMBL6329,No ATC Code found
Spartalizumab,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Spectinomycin,UNFWWIHTNXNPBV-WXKVUWSESA-N,CC1CC(=O)C2(C(O1)OC3C(C(C(C(C3O2)NC)O)NC)O)O,15541,CHEMBL6329,No ATC Code found
Spinacia Oleracea,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Spiramycin,ACTOXUHEUCPTEW-CEUOBAOPSA-N,CC1CC=CC=CC(C(CC(C(C(C(CC(=O)O1)O)OC)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)O)(C)O)N(C)C)O)CC=O)C)OC4CCC(C(O4)C)N(C)C,5289394,CHEMBL6329,No ATC Code found
Spironolactone,LXMSZDCAJNLERA-ZHYRCANASA-N,CC(=O)SC1CC2=CC(=O)CCC2(C3C1C4CCC5(C4(CC3)C)CCC(=O)O5)C,5833,CHEMBL6329,No ATC Code found
Stannous Fluoride,ANOBYBYXJXCGBS-UHFFFAOYSA-L,F[Sn]F,24550,CHEMBL6329,No ATC Code found
Stannous Pyrophosphate,GEZAUFNYMZVOFV-UHFFFAOYSA-J,[O-]P(=O)([O-])OP(=O)([O-])[O-].[Sn+2].[Sn+2],66379,CHEMBL6329,No ATC Code found
Stanozolol,LKAJKIOFIWVMDJ-IYRCEVNGSA-N,CC12CCC3C(C1CCC2(C)O)CCC4C3(CC5=C(C4)NN=C5)C,25249,CHEMBL6329,No ATC Code found
Stavudine,XNKLLVCARDGLGL-JGVFFNPUSA-N,CC1=CN(C(=O)NC1=O)C2C=CC(O2)CO,18283,CHEMBL6329,No ATC Code found
Stellaria Media,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Sterculia,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Stiripentol,IBLNKMRFIPWSOY-FNORWQNLSA-N,CC(C)(C)C(C=CC1=CC2=C(C=C1)OCO2)O,5311454,CHEMBL6329,No ATC Code found
Streptodornase,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Streptokinase,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Streptomycin,UCSJYZPVAKXKNQ-HZYVHMACSA-N,CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(C=O)O,19649,CHEMBL6329,No ATC Code found
Streptozocin,ZSJLQEPLLKMAKR-GKHCUFPYSA-N,CN(C(=O)NC1C(C(C(OC1O)CO)O)O)N=O,29327,CHEMBL6329,No ATC Code found
Strontium Acetate,RXSHXLOMRZJCLB-UHFFFAOYSA-L,CC(=O)[O-].CC(=O)[O-].[Sr+2],10987,CHEMBL6329,No ATC Code found
Strontium Chloride,AHBGXTDRMVNFER-UHFFFAOYSA-L,[Cl-].[Cl-].[Sr+2],5362485,CHEMBL6329,No ATC Code found
Strontium Ranelate,XXUZFRDUEGQHOV-UHFFFAOYSA-J,C(C1=C(SC(=C1C#N)N(CC(=O)[O-])CC(=O)[O-])C(=O)[O-])C(=O)[O-].[Sr+2].[Sr+2],6918182,CHEMBL6329,No ATC Code found
Styrax Benzoin,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Succimer,ACTRVOBWPAIOHC-XIXRPRMCSA-N,C(C(C(=O)O)S)(C(=O)O)S,2724354,CHEMBL6329,No ATC Code found
Succinic Acid,KDYFGRWQOYBRFD-UHFFFAOYSA-N,C(CC(=O)O)C(=O)O,1110,CHEMBL6329,No ATC Code found
Sucralfate,YZPQNHUVIVIUCT-JTJNLBSYSA-F,C(C1C(C(C(C(O1)OC2(C(C(C(O2)COS(=O)(=O)O[Al])OS(=O)(=O)O[Al])OS(=O)(=O)O[Al])COS(=O)(=O)O[Al])OS(=O)(=O)O[Al])OS(=O)(=O)O[Al])OS(=O)(=O)O[Al])OS(=O)(=O)O[Al].O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.[Al],121494085,CHEMBL6329,No ATC Code found
Sucroferric Oxyhydroxide,FWZTTZUKDVJDCM-CEJAUHOTSA-M,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O.O.O.O.[OH-].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[Na+].[Na+].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3],91663255,CHEMBL6329,No ATC Code found
Sucrose,CZMRCDWAGMRECN-UGDNZRGBSA-N,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,5988,CHEMBL6329,No ATC Code found
Sufentanil,GGCSSNBKKAUURC-UHFFFAOYSA-N,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC3=CC=CS3)COC,41693,CHEMBL6329,No ATC Code found
Sugammadex,WHRODDIHRRDWEW-VTHZAVIASA-N,C(CSCC1C2C(C(C(O1)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)OC6C(OC(C(C6O)O)OC7C(OC(C(C7O)O)OC8C(OC(C(C8O)O)OC9C(OC(O2)C(C9O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)O)O)C(=O)O,6918585,CHEMBL6329,No ATC Code found
Sulbactam,FKENQMMABCRJMK-RITPCOANSA-N,CC1(C(N2C(S1(=O)=O)CC2=O)C(=O)O)C,130313,CHEMBL6329,No ATC Code found
Sulbenicillin,JETQIUPBHQNHNZ-NJBDSQKTSA-N,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)S(=O)(=O)O)C(=O)O)C,20055036,CHEMBL6329,No ATC Code found
Sulconazole,AFNXATANNDIXLG-UHFFFAOYSA-N,C1=CC(=CC=C1CSC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl,5318,CHEMBL6329,No ATC Code found
Sulfabenzamide,PBCZLFBEBARBBI-UHFFFAOYSA-N,C1=CC=C(C=C1)C(=O)NS(=O)(=O)C2=CC=C(C=C2)N,5319,CHEMBL6329,No ATC Code found
Sulfadoxine,PJSFRIWCGOHTNF-UHFFFAOYSA-N,COC1=C(N=CN=C1OC)NS(=O)(=O)C2=CC=C(C=C2)N,17134,CHEMBL6329,No ATC Code found
Sulfaguanidine,BRBKOPJOKNSWSG-UHFFFAOYSA-N,C1=CC(=CC=C1N)S(=O)(=O)N=C(N)N,5324,CHEMBL6329,No ATC Code found
Sulfametopyrazine,KXRZBTAEDBELFD-UHFFFAOYSA-N,COC1=NC=CN=C1NS(=O)(=O)C2=CC=C(C=C2)N,9047,CHEMBL6329,No ATC Code found
Sulfanilamide,FDDDEECHVMSUSB-UHFFFAOYSA-N,C1=CC(=CC=C1N)S(=O)(=O)N,5333,CHEMBL6329,No ATC Code found
Sulindac,MLKXDPUZXIRXEP-MFOYZWKCSA-N,CC1=C(C2=C(C1=CC3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)O,1548887,CHEMBL6329,No ATC Code found
Sulphacetamide,SKIVFJLNDNKQPD-UHFFFAOYSA-N,CC(=O)NS(=O)(=O)C1=CC=C(C=C1)N,5320,CHEMBL6329,No ATC Code found
Sulphadiazine,SEEPANYCNGTZFQ-UHFFFAOYSA-N,C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N,5215,CHEMBL6329,No ATC Code found
Sulphadimethoxine,ZZORFUFYDOWNEF-UHFFFAOYSA-N,COC1=NC(=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N)OC,5323,CHEMBL6329,No ATC Code found
Sulphadimidine,ASWVTGNCAZCNNR-UHFFFAOYSA-N,CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C,5327,CHEMBL6329,No ATC Code found
Sulphafurazole,NHUHCSRWZMLRLA-UHFFFAOYSA-N,CC1=C(ON=C1C)NS(=O)(=O)C2=CC=C(C=C2)N,5344,CHEMBL6329,No ATC Code found
Sulphamerazine,QPPBRPIAZZHUNT-UHFFFAOYSA-N,CC1=NC(=NC=C1)NS(=O)(=O)C2=CC=C(C=C2)N,5325,CHEMBL6329,No ATC Code found
Sulphamethizole,VACCAVUAMIDAGB-UHFFFAOYSA-N,CC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)N,5328,CHEMBL6329,No ATC Code found
Sulphamethoxazole,JLKIGFTWXXRPMT-UHFFFAOYSA-N,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,5329,CHEMBL6329,No ATC Code found
Sulphamethoxydiazine,GPTONYMQFTZPKC-UHFFFAOYSA-N,COC1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N,5326,CHEMBL6329,No ATC Code found
Sulphamethoxypyridazine,VLYWMPOKSSWJAL-UHFFFAOYSA-N,COC1=NN=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)N,5330,CHEMBL6329,No ATC Code found
Sulphaphenazole,QWCJHSGMANYXCW-UHFFFAOYSA-N,C1=CC=C(C=C1)N2C(=CC=N2)NS(=O)(=O)C3=CC=C(C=C3)N,5335,CHEMBL6329,No ATC Code found
Sulphasalazine,NCEXYHBECQHGNR-UHFFFAOYSA-N,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O,5339,CHEMBL6329,No ATC Code found
Sulphathiazole,JNMRHUJNCSQMMB-UHFFFAOYSA-N,C1=CC(=CC=C1N)S(=O)(=O)NC2=NC=CS2,5340,CHEMBL6329,No ATC Code found
Sulphinpyrazone,MBGGBVCUIVRRBF-UHFFFAOYSA-N,C1=CC=C(C=C1)N2C(=O)C(C(=O)N2C3=CC=CC=C3)CCS(=O)C4=CC=CC=C4,5342,CHEMBL6329,No ATC Code found
Sulphur,NINIDFKCEFEMDL-UHFFFAOYSA-N,[S],5362487,CHEMBL6329,No ATC Code found
Sulphur Hexafluoride,SFZCNBIFKDRMGX-UHFFFAOYSA-N,FS(F)(F)(F)(F)F,17358,CHEMBL6329,No ATC Code found
Sulpiride,BGRJTUBHPOOWDU-UHFFFAOYSA-N,CCN1CCCC1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC,5355,CHEMBL6329,No ATC Code found
Sultamicillin,OPYGFNJSCUDTBT-PMLPCWDUSA-N,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)OCOC(=O)C4C(S(=O)(=O)C5N4C(=O)C5)(C)C)C,444022,CHEMBL6329,No ATC Code found
Sulthiame,HMHVCUVYZFYAJI-UHFFFAOYSA-N,C1CCS(=O)(=O)N(C1)C2=CC=C(C=C2)S(=O)(=O)N,5356,CHEMBL6329,No ATC Code found
Sumatriptan,KQKPFRSPSRPDEB-UHFFFAOYSA-N,CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C,5358,CHEMBL6329,No ATC Code found
Sunitinib,WINHZLLDWRZWRT-ATVHPVEESA-N,CCN(CC)CCNC(=O)C1=C(NC(=C1C)C=C2C3=C(C=CC(=C3)F)NC2=O)C,5329102,CHEMBL6329,No ATC Code found
Suprofen,MDKGKXOCJGEUJW-UHFFFAOYSA-N,CC(C1=CC=C(C=C1)C(=O)C2=CC=CS2)C(=O)O,5359,CHEMBL6329,No ATC Code found
Susoctocog Alfa,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Sutimlimab,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Suxamethonium,AXOIZCJOOAYSMI-UHFFFAOYSA-N,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,5314,CHEMBL6329,No ATC Code found
Suxethonium,DIWYJMPVHQDIMM-UHFFFAOYSA-N,CC[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)CC,46037,CHEMBL6329,No ATC Code found
Swertia,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Tacalcitol,BJYLYJCXYAMOFT-RSFVBTMBSA-N,CC(C)C(CCC(C)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C)O,5283734,CHEMBL6329,No ATC Code found
Tacrine,YLJREFDVOIBQDA-UHFFFAOYSA-N,C1CCC2=NC3=CC=CC=C3C(=C2C1)N,1935,CHEMBL6329,No ATC Code found
Tacrolimus,QJJXYPPXXYFBGM-LFZNUXCKSA-N,CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC,445643,CHEMBL6329,No ATC Code found
Tadalafil,WOXKDUGGOYFFRN-IIBYNOLFSA-N,CN1CC(=O)N2C(C1=O)CC3=C(C2C4=CC5=C(C=C4)OCO5)NC6=CC=CC=C36,110635,CHEMBL6329,No ATC Code found
Tafamidis,TXEIIPDJKFWEEC-UHFFFAOYSA-N,C1=CC2=C(C=C1C(=O)O)OC(=N2)C3=CC(=CC(=C3)Cl)Cl,11001318,CHEMBL6329,No ATC Code found
Tafasitamab,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Tafluprost,WSNODXPBBALQOF-VEJSHDCNSA-N,CC(C)OC(=O)CCCC=CCC1C(CC(C1C=CC(COC2=CC=CC=C2)(F)F)O)O,9868491,CHEMBL6329,No ATC Code found
Tagraxofusp,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Talampicillin,SOROUYSPFADXSN-SUWVAFIASA-N,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)OC4C5=CC=CC=C5C(=O)O4)C,71447,CHEMBL6329,No ATC Code found
Talazoparib,HWGQMRYQVZSGDQ-HZPDHXFCSA-N,CN1C(=NC=N1)C2C(NC3=CC(=CC4=C3C2=NNC4=O)F)C5=CC=C(C=C5)F,135565082,CHEMBL6329,No ATC Code found
Talquetamab,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Tamoxifen,NKANXQFJJICGDU-QPLCGJKRSA-N,CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3,2733526,CHEMBL6329,No ATC Code found
Tamsulosin,DRHKJLXJIQTDTD-OAHLLOKOSA-N,CCOC1=CC=CC=C1OCCNC(C)CC2=CC(=C(C=C2)OC)S(=O)(=O)N,129211,CHEMBL6329,No ATC Code found
Tanacetum,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Tannic Acid,LRBQNJMCXXYXIU-PPKXGCFTSA-N,C1=C(C=C(C(=C1O)O)O)C(=O)OC2=CC(=CC(=C2O)O)C(=O)OCC3C(C(C(C(O3)OC(=O)C4=CC(=C(C(=C4)OC(=O)C5=CC(=C(C(=C5)O)O)O)O)O)OC(=O)C6=CC(=C(C(=C6)OC(=O)C7=CC(=C(C(=C7)O)O)O)O)O)OC(=O)C8=CC(=C(C(=C8)OC(=O)C9=CC(=C(C(=C9)O)O)O)O)O)OC(=O)C1=CC(=C(C(=C1)OC(=O)C1=CC(=C(C(=C1)O)O)O)O)O,16129778,CHEMBL6329,No ATC Code found
Tapentadol,KWTWDQCKEHXFFR-SMDDNHRTSA-N,CCC(C1=CC(=CC=C1)O)C(C)CN(C)C,9838022,CHEMBL6329,No ATC Code found
Tartaric Acid,FEWJPZIEWOKRBE-UHFFFAOYSA-N,C(C(C(=O)O)O)(C(=O)O)O,875,CHEMBL6329,No ATC Code found
Tartrazine,UJMBCXLDXJUMFB-UHFFFAOYSA-K,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],164825,CHEMBL6329,No ATC Code found
Taurine,XOAAWQZATWQOTB-UHFFFAOYSA-N,C(CS(=O)(=O)O)N,1123,CHEMBL6329,No ATC Code found
Tazarotene,OGQICQVSFDPSEI-UHFFFAOYSA-N,CCOC(=O)C1=CN=C(C=C1)C#CC2=CC3=C(C=C2)SCCC3(C)C,5381,CHEMBL6329,No ATC Code found
Tazobactam,LPQZKKCYTLCDGQ-WEDXCCLWSA-N,CC1(C(N2C(S1(=O)=O)CC2=O)C(=O)O)CN3C=CN=N3,123630,CHEMBL6329,No ATC Code found
Tebentafusp,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Technetium (99m Tc) Etarfolatide,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Technetium-99m,GKLVYJBZJHMRIY-OUBTZVSYSA-N,[Tc],26476,CHEMBL6329,No ATC Code found
Technetium-99m Diethylenetriaminepentaacetate,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Tedizolid,XFALPSLJIHVRKE-GFCCVEGCSA-N,CN1N=C(N=N1)C2=NC=C(C=C2)C3=C(C=C(C=C3)N4CC(OC4=O)CO)F,11234049,CHEMBL6329,No ATC Code found
Teduglutide,CILIXQOJUNDIDU-ASQIGDHWSA-N,CCC(C)C(C(=O)NC(C(C)O)C(=O)NC(CC(=O)O)C(=O)O)NC(=O)C(CCCCN)NC(=O)C(C(C)O)NC(=O)C(CCC(=O)N)NC(=O)C(C(C)CC)NC(=O)C(CC(C)C)NC(=O)C(CC1=CNC2=CC=CC=C21)NC(=O)C(CC(=O)N)NC(=O)C(C(C)CC)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CC(=O)O)NC(=O)C(CCCNC(=N)N)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CC(=O)N)NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(C(C)CC)NC(=O)C(C(C)O)NC(=O)C(CC(=O)N)NC(=O)C(CCSC)NC(=O)C(CCC(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(CC4=CC=CC=C4)NC(=O)C(CO)NC(=O)CNC(=O)C(CC(=O)O)NC(=O)CNC(=O)C(CC5=CN=CN5)N,16139605,CHEMBL6329,No ATC Code found
Tegafur,WFWLQNSHRPWKFK-UHFFFAOYSA-N,C1CC(OC1)N2C=C(C(=O)NC2=O)F,5386,CHEMBL6329,No ATC Code found
