Drug,InChI Key,SMILES,PubChem CID
Rubus,No InChI Key found,No SMILES found,No PubChem CID found
Rucaparib,HMABYWSNWIZPAG-UHFFFAOYSA-N,CNCC1=CC=C(C=C1)C2=C3CCNC(=O)C4=C3C(=CC(=C4)F)N2,9931954
Rufinamide,POGQSBRIGCQNEG-UHFFFAOYSA-N,C1=CC(=C(C(=C1)F)CN2C=C(N=N2)C(=O)N)F,129228
Rumex,No InChI Key found,No SMILES found,No PubChem CID found
Rupatadine,WUZYKBABMWJHDL-UHFFFAOYSA-N,CC1=CC(=CN=C1)CN2CCC(=C3C4=C(CCC5=C3N=CC=C5)C=C(C=C4)Cl)CC2,133017
Ruscus Aculeatus,No InChI Key found,No SMILES found,No PubChem CID found
Ruta,No InChI Key found,No SMILES found,No PubChem CID found
Rutoside,IKGXIBQEEMLURG-NVPNHPEKSA-N,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O,5280805
Ruxolitinib,HFNKQEVNSGCOJV-OAHLLOKOSA-N,C1CCC(C1)C(CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3,25126798
Sacituzumab Govitecan,ULRUOUDIQPERIJ-PQURJYPBSA-N,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)OC(=O)OCC5=CC=C(C=C5)NC(=O)C(CCCCN)NC(=O)COCC(=O)NCCOCCOCCOCCOCCOCCOCCOCCOCCN6C=C(N=N6)CNC(=O)C7CCC(CC7)CN8C(=O)CC(C8=O)SCC(C(=O)O)N)C2=NC9=C1C=C(C=C9)O,91668186
Sacubitril/Valsartan,No InChI Key found,No SMILES found,No PubChem CID found
Safinamide,NEMGRZFTLSKBAP-LBPRGKRZSA-N,CC(C(=O)N)NCC1=CC=C(C=C1)OCC2=CC(=CC=C2)F,131682
Salbutamol,NDAUXUAQIAJITI-UHFFFAOYSA-N,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O,2083
Salicylamide,SKZKKFZAGNVIMN-UHFFFAOYSA-N,C1=CC=C(C(=C1)C(=O)N)O,5147
Salicylic Acid,YGSDEFSMJLZEOE-UHFFFAOYSA-N,C1=CC=C(C(=C1)C(=O)O)O,338
Salmeterol,GIIZNNXWQWCKIB-UHFFFAOYSA-N,C1=CC=C(C=C1)CCCCOCCCCCCNCC(C2=CC(=C(C=C2)O)CO)O,5152
Salsalate,WVYADZUPLLSGPU-UHFFFAOYSA-N,C1=CC=C(C(=C1)C(=O)OC2=CC=CC=C2C(=O)O)O,5161
Samarium (153sm) - Lexidronam,No InChI Key found,No SMILES found,No PubChem CID found
Sambucus,No InChI Key found,No SMILES found,No PubChem CID found
Sapropterin,FNKQXYHWGSIFBK-RPDRRWSUSA-N,CC(C(C1CNC2=C(N1)C(=O)NC(=N2)N)O)O,135398654
Saquinavir,QWAXKHKRTORLEM-UGJKXSETSA-N,CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(C(CC3=CC=CC=C3)NC(=O)C(CC(=O)N)NC(=O)C4=NC5=CC=CC=C5C=C4)O,441243
Sarilumab,No InChI Key found,No SMILES found,No PubChem CID found
Satralizumab,No InChI Key found,No SMILES found,No PubChem CID found
Saxagliptin,QGJUIPDUBHWZPV-SGTAVMJGSA-N,C1C2CC2N(C1C#N)C(=O)C(C34CC5CC(C3)CC(C5)(C4)O)N,11243969
Schedonorus,No InChI Key found,No SMILES found,No PubChem CID found
Scrophularia,No InChI Key found,No SMILES found,No PubChem CID found
Scutellaria,No InChI Key found,No SMILES found,No PubChem CID found
Sebelipase Alfa,No InChI Key found,No SMILES found,No PubChem CID found
Secale Cereale,No InChI Key found,No SMILES found,No PubChem CID found
Secukinumab,No InChI Key found,No SMILES found,No PubChem CID found
Selegiline,MEZLKOACVSPNER-GFCCVEGCSA-N,CC(CC1=CC=CC=C1)N(C)CC#C,26757
Selenium,BUGBHKTXTAQXES-UHFFFAOYSA-N,[Se],6326970
Selenonorcholestenol (75se),No InChI Key found,No SMILES found,No PubChem CID found
Selexipag,QXWZQTURMXZVHJ-UHFFFAOYSA-N,CC(C)N(CCCCOCC(=O)NS(=O)(=O)C)C1=CN=C(C(=N1)C2=CC=CC=C2)C3=CC=CC=C3,9913767
Selpercatinib,XIIOFHFUYBLOLW-UHFFFAOYSA-N,CC(C)(COC1=CN2C(=C(C=N2)C#N)C(=C1)C3=CN=C(C=C3)N4CC5CC(C4)N5CC6=CN=C(C=C6)OC)O,134436906
Selumetinib,CYOHGALHFOKKQC-UHFFFAOYSA-N,CN1C=NC2=C1C=C(C(=C2F)NC3=C(C=C(C=C3)Br)Cl)C(=O)NOCCO,10127622
Semaglutide,DLSWIYLPEUIQAV-CCUURXOWSA-N,CCC(C)C(C(=O)NC(C)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)O)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CCC(=O)O)NC(=O)C(CCCCNC(=O)COCCOCCNC(=O)COCCOCCNC(=O)CCC(C(=O)O)NC(=O)CCCCCCCCCCCCCCCCC(=O)O)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CCC(=O)N)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(C(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC5=CC=CC=C5)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(C)(C)NC(=O)C(CC6=CN=CN6)N,56843331
Senna,IPQVTOJGNYVQEO-UHFFFAOYSA-N,C1=CC2=C(C(=C1)OC3C(C(C(C(O3)CO)O)O)O)C(=O)C4=C(C2C5C6=C(C(=CC=C6)OC7C(C(C(C(O7)CO)O)O)O)C(=O)C8=C5C=C(C=C8O)C(=O)O)C=C(C=C4O)C(=O)O,5199
Serine,MTCFGRXMJLQNBG-REOHCLBHSA-N,C(C(C(=O)O)N)O,5951
Serrapeptase,No InChI Key found,No SMILES found,No PubChem CID found
Sertindole,GZKLJWGUPQBVJQ-UHFFFAOYSA-N,C1CN(CCC1C2=CN(C3=C2C=C(C=C3)Cl)C4=CC=C(C=C4)F)CCN5CCNC5=O,60149
Sertraline,VGKDLMBJGBXTGI-SJCJKPOMSA-N,CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl,68617
Sevelamer,ZNSIZMQNQCNRBW-UHFFFAOYSA-N,C=CCN.C1C(O1)CCl,3085017
Sevoflurane,DFEYYRMXOJXZRJ-UHFFFAOYSA-N,C(OC(C(F)(F)F)C(F)(F)F)F,5206
Sibutramine,UNAANXDKBXWMLN-UHFFFAOYSA-N,CC(C)CC(C1(CCC1)C2=CC=C(C=C2)Cl)N(C)C,5210
Sida Cordifolia,No InChI Key found,No SMILES found,No PubChem CID found
Sigesbeckia,No InChI Key found,No SMILES found,No PubChem CID found
Sildenafil,BNRNXUUZRGQAQC-UHFFFAOYSA-N,CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C,135398744
Silicone,XUIMIQQOPSSXEZ-UHFFFAOYSA-N,[Si],5461123
Siltuximab,No InChI Key found,No SMILES found,No PubChem CID found
Silver,BQCADISMDOOEFD-UHFFFAOYSA-N,[Ag],23954
Silver Nitrate,SQGYOTSLMSWVJD-UHFFFAOYSA-N,[N+](=O)([O-])[O-].[Ag+],24470
Silybum Marianum,No InChI Key found,No SMILES found,No PubChem CID found
Simeprevir,JTZZSQYMACOLNN-VDWJNHBNSA-N,CC1=C(C=CC2=C1N=C(C=C2OC3CC4C(C3)C(=O)N(CCCCC=CC5CC5(NC4=O)C(=O)NS(=O)(=O)C6CC6)C)C7=NC(=CS7)C(C)C)OC,24873435
Simethicone,AMTWCFIAVKBGOD-UHFFFAOYSA-N,CO[Si](C)(C)O[Si](C)(C)C.O=[Si]=O,6433516
Simvastatin,RYMZZMVNJRMUDD-HGQWONQESA-N,CCC(C)(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,54454
Siponimod,KIHYPELVXPAIDH-HNSNBQBZSA-N,CCC1=C(C=CC(=C1)C(=NOCC2=CC(=C(C=C2)C3CCCCC3)C(F)(F)F)C)CN4CC(C4)C(=O)O,44599207
Sirolimus,QFJCIRLUMZQUOT-HPLJOQBZSA-N,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)O)C)C)O)OC)C)C)C)OC,5284616
Sitagliptin,MFFMDFFZMYYVKS-SECBINFHSA-N,C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)CC(CC3=CC(=C(C=C3F)F)F)N,4369359
Sitaxsentan,PHWXUGHIIBDVKD-UHFFFAOYSA-N,CC1=CC2=C(C=C1CC(=O)C3=C(C=CS3)S(=O)(=O)NC4=C(C(=NO4)C)Cl)OCO2,216235
Smilax,No InChI Key found,No SMILES found,No PubChem CID found
Sodium,KEAYESYHFKHZAL-UHFFFAOYSA-N,[Na],5360545
Sodium (S)-Lactate,NGSFWBMYFKHRBD-DKWTVANSSA-M,CC(C(=O)[O-])O.[Na+],23664767
Sodium Acetate,VMHLLURERBWHNL-UHFFFAOYSA-M,CC(=O)[O-].[Na+],517045
Sodium Acid Citrate,CEYULKASIQJZGP-UHFFFAOYSA-L,C(C(=O)[O-])C(CC(=O)[O-])(C(=O)O)O.[Na+].[Na+],8950
Sodium Acid Phosphate,AJPJDKMHJJGVTQ-UHFFFAOYSA-M,OP(=O)(O)[O-].[Na+],23672064
Sodium Acid Pyrophosphate,GYQBBRRVRKFJRG-UHFFFAOYSA-L,OP(=O)([O-])OP(=O)(O)[O-].[Na+].[Na+],24451
Sodium Alkylsulphoacetate,No InChI Key found,No SMILES found,No PubChem CID found
Sodium Bicarbonate,UIIMBOGNXHQVGW-UHFFFAOYSA-M,C(=O)(O)[O-].[Na+],516892
Sodium Cellulose Phosphate,No InChI Key found,No SMILES found,No PubChem CID found
Sodium Chloride,FAPWRFPIFSIZLT-UHFFFAOYSA-M,[Na+].[Cl-],5234
Sodium Citrate,HRXKRNGNAMMEHJ-UHFFFAOYSA-K,C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.[Na+].[Na+].[Na+],6224
Sodium Fluoride,PUZPDOWCWNUUKD-UHFFFAOYSA-M,[F-].[Na+],5235
Sodium Gluconate,UPMFZISCCZSDND-JJKGCWMISA-M,C(C(C(C(C(C(=O)[O-])O)O)O)O)O.[Na+],23672301
Sodium Hydroxide,HEMHJVSKTPXQMS-UHFFFAOYSA-M,[OH-].[Na+],14798
Sodium Hypochlorite,SUKJFIGYRHOWBL-UHFFFAOYSA-N,[O-]Cl.[Na+],23665760
Sodium Iodide,FVAUCKIRQBBSSJ-UHFFFAOYSA-M,[Na+].[I-],5238
Sodium Lactate,NGSFWBMYFKHRBD-UHFFFAOYSA-M,CC(C(=O)[O-])O.[Na+],23666456
Sodium Lauryl Ether Sulphate,No InChI Key found,No SMILES found,No PubChem CID found
Sodium Lauryl Ethyl Sulphosuccinate,No InChI Key found,No SMILES found,No PubChem CID found
Sodium Lauryl Sulphate,DBMJMQXJHONAFJ-UHFFFAOYSA-M,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],3423265
Sodium Laurylsulphoacetate,No InChI Key found,No SMILES found,No PubChem CID found
Sodium Metabisulphite,HRZFUMHJMZEROT-UHFFFAOYSA-L,[O-]S(=O)S(=O)(=O)[O-].[Na+].[Na+],656671
Sodium Monofluorophosphate,BFDWBSRJQZPEEB-UHFFFAOYSA-L,[O-]P(=O)([O-])F.[Na+].[Na+],24266
Sodium Nitroprusside,XRKMNJXYOFSTBE-UHFFFAOYSA-N,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[N-]=O.O.O.[Na+].[Na+].[Fe+4],11953895
Sodium Perborate,No InChI Key found,No SMILES found,No PubChem CID found
Sodium Perchlorate,BAZAXWOYCMUHIX-UHFFFAOYSA-M,[O-]Cl(=O)(=O)=O.[Na+],522606
Sodium Phosphate,RYFMWSXOAZQYPI-UHFFFAOYSA-K,[O-]P(=O)([O-])[O-].[Na+].[Na+].[Na+],24243
Sodium Picosulphate,GOZDTZWAMGHLDY-UHFFFAOYSA-L,C1=CC=NC(=C1)C(C2=CC=C(C=C2)OS(=O)(=O)[O-])C3=CC=C(C=C3)OS(=O)(=O)[O-].[Na+].[Na+],68654
Sodium Pidolate,CRPCXAMJWCDHFM-DFWYDOINSA-M,C1CC(=O)NC1C(=O)[O-].[Na+],23668602
Sodium Polymetaphosphate,No InChI Key found,No SMILES found,No PubChem CID found
Sodium Pyrophosphate,FQENQNTWSFEDLI-UHFFFAOYSA-J,[O-]P(=O)([O-])OP(=O)([O-])[O-].[Na+].[Na+].[Na+].[Na+],24403
Sodium Sulphate,PMZURENOXWZQFD-UHFFFAOYSA-L,[O-]S(=O)(=O)[O-].[Na+].[Na+],24436
Sodium Tartrate,HELHAJAZNSDZJO-UHFFFAOYSA-L,C(C(C(=O)[O-])O)(C(=O)[O-])O.[Na+].[Na+],13355
Sodium Tetradecyl Sulphate,FVEFRICMTUKAML-UHFFFAOYSA-M,CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)[O-].[Na+],23665772
Sodium Thiosulphate,No InChI Key found,No SMILES found,No PubChem CID found
Sodium Zirconium Cyclosilicate,QMLIRKACNOVYNW-UHFFFAOYSA-N,[O-][Si]1(O[Si](O[Si](O1)([O-])[O-])([O-])[O-])[O-].[Na+].[Na+].[Zr+4],155804812
Sofosbuvir,TTZHDVOVKQGIBA-IQWMDFIBSA-N,CC(C)OC(=O)C(C)NP(=O)(OCC1C(C(C(O1)N2C=CC(=O)NC2=O)(C)F)O)OC3=CC=CC=C3,45375808
Solifenacin,FBOUYBDGKBSUES-VXKWHMMOSA-N,C1CN2CCC1C(C2)OC(=O)N3CCC4=CC=CC=C4C3C5=CC=CC=C5,154059
Solriamfetol,UCTRAOBQFUDCSR-SECBINFHSA-N,C1=CC=C(C=C1)CC(COC(=O)N)N,10130337
Somatrem,No InChI Key found,No SMILES found,No PubChem CID found
Somatrogon,No InChI Key found,No SMILES found,No PubChem CID found
Somatropin,No InChI Key found,No SMILES found,No PubChem CID found
Sorafenib,MLDQJTXFUGDVEO-UHFFFAOYSA-N,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,216239
Sorbic Acid,WSWCOQWTEOXDQX-MQQKCMAXSA-N,CC=CC=CC(=O)O,643460
Sorbitan,JNYAEWCLZODPBN-JGWLITMVSA-N,C1C(C(C(O1)C(CO)O)O)O,10953859
Sorbitol,FBPFZTCFMRRESA-JGWLITMVSA-N,C(C(C(C(C(CO)O)O)O)O)O,5780
Sotalol,ZBMZVLHSJCTVON-UHFFFAOYSA-N,CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O,5253
Sotorasib,NXQKSXLFSAEQCZ-SFHVURJKSA-N,CC1CN(CCN1C2=NC(=O)N(C3=NC(=C(C=C32)F)C4=C(C=CC=C4F)O)C5=C(C=CN=C5C(C)C)C)C(=O)C=C,137278711
Sotrovimab,No InChI Key found,No SMILES found,No PubChem CID found
Sparfloxacin,DZZWHBIBMUVIIW-DTORHVGOSA-N,CC1CN(CC(N1)C)C2=C(C(=C3C(=C2F)N(C=C(C3=O)C(=O)O)C4CC4)N)F,60464
Spartalizumab,No InChI Key found,No SMILES found,No PubChem CID found
Spectinomycin,UNFWWIHTNXNPBV-WXKVUWSESA-N,CC1CC(=O)C2(C(O1)OC3C(C(C(C(C3O2)NC)O)NC)O)O,15541
Spinacia Oleracea,No InChI Key found,No SMILES found,No PubChem CID found
Spiramycin,ACTOXUHEUCPTEW-CEUOBAOPSA-N,CC1CC=CC=CC(C(CC(C(C(C(CC(=O)O1)O)OC)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)O)(C)O)N(C)C)O)CC=O)C)OC4CCC(C(O4)C)N(C)C,5289394
Spironolactone,LXMSZDCAJNLERA-ZHYRCANASA-N,CC(=O)SC1CC2=CC(=O)CCC2(C3C1C4CCC5(C4(CC3)C)CCC(=O)O5)C,5833
Stannous Fluoride,ANOBYBYXJXCGBS-UHFFFAOYSA-L,F[Sn]F,24550
Stannous Pyrophosphate,GEZAUFNYMZVOFV-UHFFFAOYSA-J,[O-]P(=O)([O-])OP(=O)([O-])[O-].[Sn+2].[Sn+2],66379
Stanozolol,LKAJKIOFIWVMDJ-IYRCEVNGSA-N,CC12CCC3C(C1CCC2(C)O)CCC4C3(CC5=C(C4)NN=C5)C,25249
Stavudine,XNKLLVCARDGLGL-JGVFFNPUSA-N,CC1=CN(C(=O)NC1=O)C2C=CC(O2)CO,18283
Stellaria Media,No InChI Key found,No SMILES found,No PubChem CID found
Sterculia,No InChI Key found,No SMILES found,No PubChem CID found
Stiripentol,IBLNKMRFIPWSOY-FNORWQNLSA-N,CC(C)(C)C(C=CC1=CC2=C(C=C1)OCO2)O,5311454
Streptodornase,No InChI Key found,No SMILES found,No PubChem CID found
Streptokinase,No InChI Key found,No SMILES found,No PubChem CID found
Streptomycin,UCSJYZPVAKXKNQ-HZYVHMACSA-N,CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(C=O)O,19649
Streptozocin,ZSJLQEPLLKMAKR-GKHCUFPYSA-N,CN(C(=O)NC1C(C(C(OC1O)CO)O)O)N=O,29327
Strontium Acetate,RXSHXLOMRZJCLB-UHFFFAOYSA-L,CC(=O)[O-].CC(=O)[O-].[Sr+2],10987
Strontium Chloride,AHBGXTDRMVNFER-UHFFFAOYSA-L,[Cl-].[Cl-].[Sr+2],5362485
Strontium Ranelate,XXUZFRDUEGQHOV-UHFFFAOYSA-J,C(C1=C(SC(=C1C#N)N(CC(=O)[O-])CC(=O)[O-])C(=O)[O-])C(=O)[O-].[Sr+2].[Sr+2],6918182
Styrax Benzoin,No InChI Key found,No SMILES found,No PubChem CID found
Succimer,ACTRVOBWPAIOHC-XIXRPRMCSA-N,C(C(C(=O)O)S)(C(=O)O)S,2724354
Succinic Acid,KDYFGRWQOYBRFD-UHFFFAOYSA-N,C(CC(=O)O)C(=O)O,1110
Sucralfate,YZPQNHUVIVIUCT-JTJNLBSYSA-F,C(C1C(C(C(C(O1)OC2(C(C(C(O2)COS(=O)(=O)O[Al])OS(=O)(=O)O[Al])OS(=O)(=O)O[Al])COS(=O)(=O)O[Al])OS(=O)(=O)O[Al])OS(=O)(=O)O[Al])OS(=O)(=O)O[Al])OS(=O)(=O)O[Al].O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.[Al],121494085
Sucroferric Oxyhydroxide,FWZTTZUKDVJDCM-CEJAUHOTSA-M,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O.O.O.O.[OH-].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[Na+].[Na+].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3],91663255
Sucrose,CZMRCDWAGMRECN-UGDNZRGBSA-N,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,5988
Sufentanil,GGCSSNBKKAUURC-UHFFFAOYSA-N,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC3=CC=CS3)COC,41693
Sugammadex,WHRODDIHRRDWEW-VTHZAVIASA-N,C(CSCC1C2C(C(C(O1)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)OC6C(OC(C(C6O)O)OC7C(OC(C(C7O)O)OC8C(OC(C(C8O)O)OC9C(OC(O2)C(C9O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)O)O)C(=O)O,6918585
Sulbactam,FKENQMMABCRJMK-RITPCOANSA-N,CC1(C(N2C(S1(=O)=O)CC2=O)C(=O)O)C,130313
Sulbenicillin,JETQIUPBHQNHNZ-NJBDSQKTSA-N,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)S(=O)(=O)O)C(=O)O)C,20055036
Sulconazole,AFNXATANNDIXLG-UHFFFAOYSA-N,C1=CC(=CC=C1CSC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl,5318
Sulfabenzamide,PBCZLFBEBARBBI-UHFFFAOYSA-N,C1=CC=C(C=C1)C(=O)NS(=O)(=O)C2=CC=C(C=C2)N,5319
Sulfadoxine,PJSFRIWCGOHTNF-UHFFFAOYSA-N,COC1=C(N=CN=C1OC)NS(=O)(=O)C2=CC=C(C=C2)N,17134
Sulfaguanidine,BRBKOPJOKNSWSG-UHFFFAOYSA-N,C1=CC(=CC=C1N)S(=O)(=O)N=C(N)N,5324
Sulfametopyrazine,KXRZBTAEDBELFD-UHFFFAOYSA-N,COC1=NC=CN=C1NS(=O)(=O)C2=CC=C(C=C2)N,9047
Sulfanilamide,FDDDEECHVMSUSB-UHFFFAOYSA-N,C1=CC(=CC=C1N)S(=O)(=O)N,5333
Sulindac,MLKXDPUZXIRXEP-MFOYZWKCSA-N,CC1=C(C2=C(C1=CC3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)O,1548887
Sulphacetamide,SKIVFJLNDNKQPD-UHFFFAOYSA-N,CC(=O)NS(=O)(=O)C1=CC=C(C=C1)N,5320
Sulphadiazine,SEEPANYCNGTZFQ-UHFFFAOYSA-N,C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N,5215
Sulphadimethoxine,ZZORFUFYDOWNEF-UHFFFAOYSA-N,COC1=NC(=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N)OC,5323
Sulphadimidine,ASWVTGNCAZCNNR-UHFFFAOYSA-N,CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C,5327
Sulphafurazole,NHUHCSRWZMLRLA-UHFFFAOYSA-N,CC1=C(ON=C1C)NS(=O)(=O)C2=CC=C(C=C2)N,5344
Sulphamerazine,QPPBRPIAZZHUNT-UHFFFAOYSA-N,CC1=NC(=NC=C1)NS(=O)(=O)C2=CC=C(C=C2)N,5325
Sulphamethizole,VACCAVUAMIDAGB-UHFFFAOYSA-N,CC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)N,5328
Sulphamethoxazole,JLKIGFTWXXRPMT-UHFFFAOYSA-N,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,5329
Sulphamethoxydiazine,GPTONYMQFTZPKC-UHFFFAOYSA-N,COC1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N,5326
Sulphamethoxypyridazine,VLYWMPOKSSWJAL-UHFFFAOYSA-N,COC1=NN=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)N,5330
Sulphaphenazole,QWCJHSGMANYXCW-UHFFFAOYSA-N,C1=CC=C(C=C1)N2C(=CC=N2)NS(=O)(=O)C3=CC=C(C=C3)N,5335
Sulphasalazine,NCEXYHBECQHGNR-UHFFFAOYSA-N,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O,5339
Sulphathiazole,JNMRHUJNCSQMMB-UHFFFAOYSA-N,C1=CC(=CC=C1N)S(=O)(=O)NC2=NC=CS2,5340
Sulphinpyrazone,MBGGBVCUIVRRBF-UHFFFAOYSA-N,C1=CC=C(C=C1)N2C(=O)C(C(=O)N2C3=CC=CC=C3)CCS(=O)C4=CC=CC=C4,5342
Sulphur,NINIDFKCEFEMDL-UHFFFAOYSA-N,[S],5362487
Sulphur Hexafluoride,SFZCNBIFKDRMGX-UHFFFAOYSA-N,FS(F)(F)(F)(F)F,17358
Sulpiride,BGRJTUBHPOOWDU-UHFFFAOYSA-N,CCN1CCCC1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC,5355
Sultamicillin,OPYGFNJSCUDTBT-PMLPCWDUSA-N,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)OCOC(=O)C4C(S(=O)(=O)C5N4C(=O)C5)(C)C)C,444022
Sulthiame,HMHVCUVYZFYAJI-UHFFFAOYSA-N,C1CCS(=O)(=O)N(C1)C2=CC=C(C=C2)S(=O)(=O)N,5356
Sumatriptan,KQKPFRSPSRPDEB-UHFFFAOYSA-N,CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C,5358
Sunitinib,WINHZLLDWRZWRT-ATVHPVEESA-N,CCN(CC)CCNC(=O)C1=C(NC(=C1C)C=C2C3=C(C=CC(=C3)F)NC2=O)C,5329102
Suprofen,MDKGKXOCJGEUJW-UHFFFAOYSA-N,CC(C1=CC=C(C=C1)C(=O)C2=CC=CS2)C(=O)O,5359
Susoctocog Alfa,No InChI Key found,No SMILES found,No PubChem CID found
Sutimlimab,No InChI Key found,No SMILES found,No PubChem CID found
Suxamethonium,AXOIZCJOOAYSMI-UHFFFAOYSA-N,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,5314
Suxethonium,DIWYJMPVHQDIMM-UHFFFAOYSA-N,CC[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)CC,46037
Swertia,No InChI Key found,No SMILES found,No PubChem CID found
Tacalcitol,BJYLYJCXYAMOFT-RSFVBTMBSA-N,CC(C)C(CCC(C)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C)O,5283734
Tacrine,YLJREFDVOIBQDA-UHFFFAOYSA-N,C1CCC2=NC3=CC=CC=C3C(=C2C1)N,1935
Tacrolimus,QJJXYPPXXYFBGM-LFZNUXCKSA-N,CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC,445643
Tadalafil,WOXKDUGGOYFFRN-IIBYNOLFSA-N,CN1CC(=O)N2C(C1=O)CC3=C(C2C4=CC5=C(C=C4)OCO5)NC6=CC=CC=C36,110635
Tafamidis,TXEIIPDJKFWEEC-UHFFFAOYSA-N,C1=CC2=C(C=C1C(=O)O)OC(=N2)C3=CC(=CC(=C3)Cl)Cl,11001318
Tafasitamab,No InChI Key found,No SMILES found,No PubChem CID found
Tafluprost,WSNODXPBBALQOF-VEJSHDCNSA-N,CC(C)OC(=O)CCCC=CCC1C(CC(C1C=CC(COC2=CC=CC=C2)(F)F)O)O,9868491
Tagraxofusp,No InChI Key found,No SMILES found,No PubChem CID found
Talampicillin,SOROUYSPFADXSN-SUWVAFIASA-N,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)OC4C5=CC=CC=C5C(=O)O4)C,71447
Talazoparib,HWGQMRYQVZSGDQ-HZPDHXFCSA-N,CN1C(=NC=N1)C2C(NC3=CC(=CC4=C3C2=NNC4=O)F)C5=CC=C(C=C5)F,135565082
Talquetamab,No InChI Key found,No SMILES found,No PubChem CID found
