inchi_key,atc_codes,chembl_id,drug_name
ASUTZQLVASHGKV-JDFRZJQESA-N,['N06DA04'],CHEMBL659,Galantamine
ICLWTJIMXVISSR-UHFFFAOYSA-N,[],,Gallamine
XBJPSVQFCQFGDC-WSCOIBMGSA-K,[],,Gallium (Ga68) Dotatate
SJZRECIVHVDYJC-UHFFFAOYSA-N,[],CHEMBL1342,Gamma-Hydroxybutyric Acid
VZCCETWTMQHEPK-QNEBEIHSSA-N,"['D11AX02', 'D11AX52']",CHEMBL464982,Gamolenic Acid
IRSCQMHQWWYFCW-UHFFFAOYSA-N,"['S01AD09', 'J05AB06']",CHEMBL182,Ganciclovir
GJNXBNATEDXMAK-PFLSVRRQSA-N,[],CHEMBL1251,Ganirelix
XGALLCVXEZPNRQ-UHFFFAOYSA-N,['L01EB01'],CHEMBL939,Gefitinib
SDUQYLNIPVEERB-QPPQHZFASA-N,['L01BC05'],CHEMBL888,Gemcitabine
KYBOHGVERHWSSV-VNIVIJDLSA-N,['G02AD03'],CHEMBL1908315,Gemeprost
HEMJJKBWTPKOJG-UHFFFAOYSA-N,['C10AB04'],CHEMBL457,Gemfibrozil
CEAZRRDELHUEMR-UHFFFAOYSA-N,[],CHEMBL329592,Gentamicin
GLZPCOQZEFWAFX-JXMROGBWSA-N,[],CHEMBL25719,Geraniol
JGQFVRIQXUFPAH-JTQLQIEISA-N,[],CHEMBL3182701,Geranium
SIGSPDASOTUPFS-XUDSTZEESA-N,[],CHEMBL1213583,Gestodene
BJJXHLWLUDYTGC-ANULTFPQSA-N,['G03XA02'],CHEMBL1868702,Gestrinone
GTFUITFQDGVJSK-XGXHKTLJSA-N,"['G03DA01', 'L02AB03']",CHEMBL3707212,Gestronol
GYQYAJJFPNQOOW-UHFFFAOYSA-N,['L01EX13'],CHEMBL3301622,Gilteritinib
RUPXJRIDSUCQAN-UHFFFAOYSA-N,[],,Givosiran
SFNSLLSYNZWZQG-VQIMIIECSA-N,['L01XJ03'],CHEMBL2043437,Glasdegib
YLOCGHYTXIINAI-XKUOMLDTSA-N,[],,Glatiramer
MLSQGNCUYAMAHD-ITNVBOSISA-N,[],CHEMBL3545363,Glecaprevir
ZNNLBTZKUZBEKO-UHFFFAOYSA-N,['A10BB01'],CHEMBL472,Glibenclamide
BOVGTQGAOIONJV-UHFFFAOYSA-N,['A10BB09'],CHEMBL427216,Gliclazide
WIGIZIANZCJQQY-UHFFFAOYSA-N,[],CHEMBL149223,Glimepiride
ZJJXGWJIGJFDTL-UHFFFAOYSA-N,['A10BB07'],CHEMBL1073,Glipizide
LLJFMFZYVVLQKT-UHFFFAOYSA-N,['A10BB08'],CHEMBL383634,Gliquidone
MASNOZXLGMXCHN-ZLPAWPGGSA-N,[],,Glucagon
PHOQVHQSTUBQQK-SQOUGZDYSA-N,[],CHEMBL1200829,Gluconolactone
MSWZFWKMSRAUBD-IVMDWMLBSA-N,['M01AX05'],CHEMBL493287,Glucosamine
WHUUTDBJXJRKMK-VKHMYHEASA-N,[],CHEMBL575060,Glutamic Acid
SXRSQZLOMIGNAQ-UHFFFAOYSA-N,[],CHEMBL1235482,Glutaraldehyde
RWSXRVCMGQZWBV-WDSKDSINSA-N,['V03AB32'],CHEMBL1543,Glutathione
JMBQKKAJIKAWKF-UHFFFAOYSA-N,['N05CE01'],CHEMBL1102,Glutethimide
PEDCQBHIVMGVHV-UHFFFAOYSA-N,"['A06AX01', 'A06AG04']",CHEMBL692,Glycerol
ZSDBFLMJVAGKOU-UHFFFAOYSA-N,['A16AX09'],CHEMBL2105745,Glycerol Phenylbutyrate
AWUCVROLDVIAJX-UHFFFAOYSA-N,[],CHEMBL358320,Glycerophosphoric Acid
VBICKXHEKHSIBG-UHFFFAOYSA-N,[],CHEMBL255696,Glyceryl Monostearate
SNIOPGDIGTZGOP-UHFFFAOYSA-N,"['C01DA52', 'C05AE01', 'C01DA02']",CHEMBL730,Glyceryl Trinitrate
DHMQDGOQFOQNFH-UHFFFAOYSA-N,['B05CX03'],CHEMBL773,Glycine
LVYLCBNXHHHPSB-UHFFFAOYSA-N,[],CHEMBL173562,Glycol Salicylate
ANGKOCUUWGHLCE-UHFFFAOYSA-N,['D11AA01'],CHEMBL1201335,Glycopyrronium
LTINPJMVDKPJJI-UHFFFAOYSA-N,[],CHEMBL2105827,Glycyrrhiza
XLXSAKCOAKORKW-AQJXLSMYSA-N,"['H01CA01', 'V04CM01']",CHEMBL1007,Gonadorelin
BLCLNMBMMGCOAS-URPVMXJPSA-N,['L02AE03'],CHEMBL1201247,Goserelin
ZWCXYZRRTRDGQE-SORVKSEFSA-N,[],,Gramicidin
MFWNKCLOYSRHCJ-AGUYFDCRSA-N,[],CHEMBL399538,Granisetron
OBMNJSNZOWALQB-NCQNOWPTSA-N,['J05AP11'],CHEMBL2063090,Grazoprevir
AIJTTZAVMXIJGM-UHFFFAOYSA-N,['J01MA11'],CHEMBL583,Grepafloxacin
DDUHZTYCFQRHIY-RBHXEPJQSA-N,"['D01AA08', 'D01BA01']",CHEMBL562,Griseofulvin
LEHSKCILCGLHIK-DLRMDCPISA-N,[],,Growth Hormone
LHGVFZTZFXWLCP-UHFFFAOYSA-N,[],CHEMBL13766,Guaiacol
HSRJKNPTNIJEKV-UHFFFAOYSA-N,['R05CA03'],CHEMBL980,Guaiphenesin
ACGDKVXYNVEAGU-UHFFFAOYSA-N,"['S01EX01', 'C02CC02']",CHEMBL765,Guanethidine
INJOMKTZOLKMBF-UHFFFAOYSA-N,['C02AC02'],CHEMBL862,Guanfacine
KABFMIBPWCXCRK-UHFFFAOYSA-L,[],,Haem
MUQNGPZZQDCDFT-JNQJZLCISA-N,['D07AD02'],CHEMBL1200845,Halcinonide
FOHHNHSLJDZUGQ-UHFFFAOYSA-N,['P01BX01'],CHEMBL1107,Halofantrine
LNEPOXFFQSENCJ-UHFFFAOYSA-N,['N05AD01'],CHEMBL54,Haloperidol
BCQZXOMGPXTTIC-UHFFFAOYSA-N,['N01AB01'],CHEMBL931,Halothane
SWQJXJOGLNCZEY-UHFFFAOYSA-N,['V03AN03'],CHEMBL1796997,Helium
ACGUYXCXAPNIKK-UHFFFAOYSA-N,['D08AE01'],CHEMBL496,Hexachlorophane
OQLKNTOKMBVBKV-UHFFFAOYSA-N,"['R02AA18', 'R01AX07', 'S01AX08', 'D08AC04', 'S03AA05']",CHEMBL25105,Hexamidine
RYQOILLJDKPETL-UHFFFAOYSA-N,['V04CX06'],CHEMBL1201784,Hexaminolevulinate
DTOUUUZOYKYHEP-UHFFFAOYSA-N,"['G01AX16', 'A01AB12']",CHEMBL144673,Hexetidine
RVYGVBZGSFLJKH-UHFFFAOYSA-N,[],CHEMBL1474122,Hexyl Nicotinate
WFJIVOKAWHGMBH-UHFFFAOYSA-N,['R02AA12'],CHEMBL443605,Hexylresorcinol
NTYJJOPFIAHURM-UHFFFAOYSA-N,[],CHEMBL90,Histamine
HNDVDQJCIGZPNO-YFKPBYRVSA-N,[],CHEMBL17962,Histidine
ZTVIKZXZYLEVOL-DGKWVBSXSA-N,[],,Homatropine
SVMKEDBUSSWSFY-UHFFFAOYSA-N,[],,Hyaluronidase
RPTUSVTUFVMDQK-UHFFFAOYSA-N,['C02DB02'],CHEMBL276832,Hydralazine
VFLDPWHFBUODDF-FCXRPNKRSA-N,[],CHEMBL140,Hydrastis
JZUFKLXOESDKRF-UHFFFAOYSA-N,"['C03AX01', 'C03AA03']",CHEMBL435,Hydrochlorothiazide
LLPOLZWFYMWNKH-CMKMFDCUSA-N,['R05DA03'],CHEMBL1457,Hydrocodone
JYGXADMDTFJGBT-VWUMJDOOSA-N,"['A07EA02', 'S01CB03', 'D07XA01', 'S01BA02', 'D07AA02', 'A01AC03', 'R01AD60', 'C05AA01', 'H02AB09', 'S02BA01']",CHEMBL389621,Hydrocortisone
DMDGGSIALPNSEE-UHFFFAOYSA-N,"['C03AA02', 'C03AH02']",CHEMBL1763,Hydroflumethiazide
MHAJPDPJQMAIIY-UHFFFAOYSA-N,"['A01AB02', 'D11AX25', 'D08AX01', 'S02AA06']",CHEMBL71595,Hydrogen Peroxide
WVLOADHCBXTIJK-YNHQPCIGSA-N,['N02AA03'],CHEMBL398707,Hydromorphone
QIGBRXMKCJKVMJ-UHFFFAOYSA-N,['D11AX11'],CHEMBL537,Hydroquinone
BEBILBPAQKONJS-UHFFFAOYSA-L,[],,Hydrotalcite
XYJRXVWERLGGKC-UHFFFAOYSA-D,[],CHEMBL2218916,Hydroxyapatite
XXSMGPRMXLTPCZ-UHFFFAOYSA-N,['P01BA02'],CHEMBL1535,Hydroxychloroquine
WPFVBOQKRVRMJB-UHFFFAOYSA-N,[],CHEMBL3186027,Hydroxycitronellal
DFJVHKAPIXJTSC-UHFFFAOYSA-N,[],,Hydroxyethylcellulose
VSNHCAURESNICA-UHFFFAOYSA-N,['L01XX05'],CHEMBL467,Hydroxyurea
ZQDWXGKKHFNSQK-UHFFFAOYSA-N,"['N05BB01', 'N05BB51']",CHEMBL896,Hydroxyzine
WJBPMDZACHSXSD-HLAGHTPDSA-N,[],,Hynic-Toc
STECJAGHUSJQJN-USLFZFAMSA-N,[],CHEMBL1906925,Hyoscine
RKUNBYITZUJHSG-VFSICIBPSA-N,[],CHEMBL2449003,Hyoscyamine
MDQGTDMBVJCTBN-JCGDXUMPSA-N,[],,Hypericum
MPBVHIBUJCELCL-UHFFFAOYSA-N,['M05BA06'],CHEMBL997,Ibandronic Acid
XYFPWWZEPKGCCK-GOSISDBHSA-N,['L01EL01'],CHEMBL1873475,Ibrutinib
HEFNNWSXXWATRW-UHFFFAOYSA-N,"['G02CC01', 'M01AE51', 'M02AA13', 'R02AX02', 'C01EB16', 'M01AE01']",CHEMBL521,Ibuprofen
UMUPQWIGCOZEOY-JOCHJYFZSA-N,[],CHEMBL13817,Ibutamoren
ALOBUEHUHMBRLE-UHFFFAOYSA-N,['C01BD05'],CHEMBL533,Ibutilide
QURWXBZNHXJZBE-SKXRKSCCSA-N,['B06AC02'],CHEMBL2028850,Icatibant
BYSGBSNPRWKUQH-UHFFFAOYSA-N,[],,Icodextrin
XDXDZDZNSLXDNA-TZNDIEGXSA-N,['L01DB06'],CHEMBL1117,Idarubicin
JGPMMRGNQUBGND-UHFFFAOYSA-N,['N06BX13'],CHEMBL252556,Idebenone
IFSDAJWBUCMOAH-HNNXBMFYSA-N,['L01EM01'],CHEMBL2216870,Idelalisib
XQFRJNBWHJMXHO-RRKCRQDMSA-N,"['D06BB01', 'J05AB02', 'S01AD01']",CHEMBL788,Idoxuridine
HOMGKSMUEGBAAB-UHFFFAOYSA-N,['L01AA06'],CHEMBL1024,Ifosfamide
HIFJCPQKFCZDDL-ACWOEMLNSA-N,['B01AC11'],CHEMBL494,Iloprost
KTUFNOKKBVMGRW-UHFFFAOYSA-N,['L01EA01'],CHEMBL941,Imatinib
KLZWOWYOHUKJIG-BPUTZDHNSA-N,['C09AA16'],CHEMBL317094,Imidapril
ZCTXEAQXZGPWFG-UHFFFAOYSA-N,[],CHEMBL65433,Imidurea
ZSKVGTPCRGIANV-ZXFLCMHBSA-N,[],CHEMBL148,Imipenem
BCGWQEUPMDMJNV-UHFFFAOYSA-N,['N06AA02'],CHEMBL11,Imipramine
DOUYETYNHWVLEO-UHFFFAOYSA-N,['D06BB10'],CHEMBL1282,Imiquimod
LQRNAUZEMLGYOX-LZVIIAQDSA-N,[],,Inclisiran
QZZUEBNBZAPZLX-QFIPXVFZSA-N,['R03AC18'],CHEMBL1095777,Indacaterol
NDDAHWYSQHTHNT-UHFFFAOYSA-N,['C03BA11'],CHEMBL406,Indapamide
JFVXEJADITYJHK-UHFFFAOYSA-L,[],,Indigo Carmine
CBVCZFGXHXORBI-PXQQMZJSSA-N,['J05AE02'],CHEMBL115,Indinavir
APFVFJFRJDLVQX-AHCXROLUSA-N,[],,Indium-111
MOFVSTNWEDAEEK-UHFFFAOYSA-M,[],CHEMBL1646,Indocyanine Green
CGIGDMFJXJATDK-UHFFFAOYSA-N,"['C01EB03', 'M02AA23', 'M01AB51', 'S01BC01', 'M01AB01']",CHEMBL6,Indomethacin
JXZZEXZZKAWDSP-UHFFFAOYSA-N,['C02CA02'],CHEMBL279516,Indoramin
VDJHFHXMUKFKET-WDUFCVPESA-N,['D06BX02'],CHEMBL1863513,Ingenol Mebutate
UGQMRVRMYYASKQ-KQYNXXCUSA-N,"['D06BB05', 'G01AX02', 'S01XA10']",CHEMBL1556,Inosine
YLDCUKJMEKGGFI-QCSRICIXSA-N,['J05AX05'],CHEMBL3833327,Inosine Pranobex
CDAISMWEOUEBRE-UHFFFAOYSA-N,[],,Inositol
MFZCIDXOLLEMOO-UHFFFAOYSA-N,[],,Inositol Nicotinate
KLEGMTRDCCDFJK-XDQSQZFTSA-N,[],,Inotersen
FYZPCMFQCNBYCY-WIWKJPBBSA-N,[],,Insulin Degludec
UGOZVNFCFYTPAZ-IOXYNQHNSA-N,['A10AE05'],CHEMBL2104391,Insulin Detemir
COCFEDIXXNGUNL-RFKWWTKHSA-N,[],,Insulin Glargine
RCHHVVGSTHAVPF-ZPHPLDECSA-N,[],,Insulin Glulisine
PBGKTOXHQIOBKM-FHFVDXKLSA-N,[],,Insulin Human
WNRQPCUGRUFHED-DETKDSODSA-N,[],,Insulin Lispro
NOESYZHRGYRDHS-ZYCCASTOSA-N,[],,Insulin Porcine
PDWUPXJEEYOOTR-UHFFFAOYSA-N,[],CHEMBL818,Iobenguane
YLPBXIKWXNRACS-UHFFFAOYSA-N,['V08AB11'],CHEMBL2107212,Iobitridol
VVDGWALACJEJKG-UHFFFAOYSA-N,['V08AA03'],CHEMBL1201239,Iodamide
FFINMCNLQNTKLU-UHFFFAOYSA-N,['V08AC04'],CHEMBL1165268,Iodipamide
NBQNWMBBSKPBAY-UHFFFAOYSA-N,['V08AB09'],CHEMBL1200507,Iodixanol
OKJPEAGHQZHRQV-UHFFFAOYSA-N,['D09AA13'],CHEMBL1451116,Iodoform
FZDZULUFHNDEDJ-UHFFFAOYSA-N,['V08AC03'],CHEMBL2106372,Ioglycamic Acid
NTHXOOBQLCIOLC-UHFFFAOYSA-N,['V08AB02'],CHEMBL1200455,Iohexol
NJKDOADNQSYQEV-UHFFFAOYSA-N,['V08AB10'],CHEMBL2107214,Iomeprol
XQZXYNRDCRIARQ-LURJTMIESA-N,['V08AB04'],CHEMBL1200932,Iopamidol
OIRFJRBSRORBCM-UHFFFAOYSA-N,['V08AC06'],CHEMBL867,Iopanoic Acid
DGAIEPBNLOQYER-UHFFFAOYSA-N,['V08AB05'],CHEMBL1725,Iopromide
UXIGWFXRQKWHHA-UHFFFAOYSA-N,['V08AA04'],CHEMBL1201300,Iotalamic Acid
XUHXFSYUBXNTHU-UHFFFAOYSA-N,['V08AB06'],CHEMBL1200555,Iotrolan
JXMIBUGMYLQZGO-UHFFFAOYSA-N,['V08AC02'],CHEMBL1651905,Iotroxic Acid
AMDBBAQNWSUWGN-UHFFFAOYSA-N,['V08AB07'],CHEMBL1200614,Ioversol
TYYBFXNZMFNZJT-UHFFFAOYSA-N,['V08AB03'],CHEMBL1201291,Ioxaglic Acid
YQNFBOJPTAXAKV-UHFFFAOYSA-N,[],CHEMBL3306201,Ipodate
OEXHQOGQTVQTAT-BZQJJPTISA-N,[],CHEMBL1740585,Ipratropium
PLIGPBGDXASWPX-UHFFFAOYSA-N,['N06AA13'],CHEMBL126224,Iprindole
NYMGNSNKLVNMIA-UHFFFAOYSA-N,['N06AF05'],CHEMBL92401,Iproniazid
YOSHYTLCDANDAN-UHFFFAOYSA-N,['C09CA04'],CHEMBL1513,Irbesartan
UWKQSNNFCGGAFS-XIFFEERXSA-N,['L01CE02'],CHEMBL481,Irinotecan
XEEYBQQBJWHFJM-UHFFFAOYSA-N,[],,Iron
MVZXTUSAYBWAAM-UHFFFAOYSA-N,[],,Iron Dextran
FWZTTZUKDVJDCM-CEJAUHOTSA-M,[],,Iron Sucrose
DDFOUSQFMYRUQK-RCDICMHDSA-N,['J02AC05'],CHEMBL409153,Isavuconazole
RSWOJTICKMKTER-QXLBVTBOSA-N,[],CHEMBL1183349,Isavuconazonium
ZXASMEUEMIIBDZ-UHFFFAOYSA-N,[],,Isoaminile Citrate
XKFPYPQQHFEXRZ-UHFFFAOYSA-N,['N06AF01'],CHEMBL1201168,Isocarboxazid
MPIPASJGOJYODL-UHFFFAOYSA-N,"['D01AC05', 'G01AF07']",CHEMBL1571863,Isoconazole
BJIOGJUNALELMI-ONEGZZNKSA-N,[],CHEMBL193598,Isoeugenol
PIWKPBJCKXDKJR-UHFFFAOYSA-N,['N01AB06'],CHEMBL1256,Isoflurane
AGPKZVBTJJNPAG-WHFBIAKZSA-N,[],CHEMBL1233584,Isoleucine
XVQUOJBERHHONY-UHFFFAOYSA-N,['A03AX10'],CHEMBL1697841,Isometheptene
QRXWMOHMRWLFEY-UHFFFAOYSA-N,"['J04AC51', 'J04AC01']",CHEMBL64,Isoniazid
JWZZKOKVBUJMES-UHFFFAOYSA-N,"['C01CA02', 'R03CB51', 'R03AB02', 'R03CB01']",CHEMBL434,Isoprenaline
JTPUMZTWMWIVPA-UHFFFAOYSA-O,['A03AB09'],CHEMBL1201232,Isopropamide
KFZMGEQAYNKOFK-UHFFFAOYSA-N,['D08AX05'],CHEMBL582,Isopropyl Alcohol
AXISYYRBXTVTFY-UHFFFAOYSA-N,[],CHEMBL207602,Isopropyl Myristate
XUGNVMKQXJXZCD-UHFFFAOYSA-N,[],CHEMBL139055,Isopropyl Palmitate
KLDXJTOLSGUMSJ-JGWLITMVSA-N,[],CHEMBL1200660,Isosorbide
SHGAZHPCJJPHSC-XFYACQKRSA-N,"['D10BA01', 'D10AD54', 'D10AD04']",CHEMBL547,Isotretinoin
BMUKKTUHUDJSNZ-UHFFFAOYSA-N,['C04AA01'],CHEMBL1197051,Isoxsuprine
HMJIYCCIJYRONP-UHFFFAOYSA-N,['C08CA03'],CHEMBL1648,Isradipine
QQQIECGTIMUVDS-UHFFFAOYSA-N,['A03FA07'],CHEMBL2107457,Itopride
VHVPQPYKVGDNFY-ZPGVKDDISA-N,[],,Itraconazole
ACRHBAYQBXXRTO-OAQYLSRUSA-N,['C01EB17'],CHEMBL471737,Ivabradine
PURKAOJPTOLRMP-UHFFFAOYSA-N,['R07AX02'],CHEMBL2010601,Ivacaftor
AZSNMRSAGSSBNP-XPNPUAGNSA-N,[],CHEMBL263291,Ivermectin
WIJZXSAJMHAVGX-DHLKQENFSA-N,['L01XX62'],CHEMBL3989958,Ivosidenib
MXAYKZJJDUDWDS-LBPRGKRZSA-N,['L01XG03'],CHEMBL2141296,Ixazomib
YQEZLKZALYSWHR-UHFFFAOYSA-N,['N01AX03'],CHEMBL742,Ketamine
YQEZLKZALYSWHR-ZDUSSCGKSA-N,"['N06AX27', 'N01AX14']",CHEMBL395091,Ketamine S-Isomer
FPCCSQOGAWCVBH-UHFFFAOYSA-N,['C02KD01'],CHEMBL51,Ketanserin
PWAJCNITSBZRBL-UHFFFAOYSA-N,['N05BA10'],CHEMBL2104356,Ketazolam
XMAYWYJOQHXEEK-OZXSUGGESA-N,[],CHEMBL75,Ketoconazole
DKYWVDODHFEZIM-UHFFFAOYSA-N,"['M01AE53', 'M01AE03', 'M02AA10']",CHEMBL571,Ketoprofen
OZWKMVRBQXNZKK-UHFFFAOYSA-N,"['S01BC05', 'M01AB15']",CHEMBL469,Ketorolac
ZCVMWBYGMWKGHF-UHFFFAOYSA-N,"['R06AX17', 'S01GX08']",CHEMBL534,Ketotifen
SGUAFYQXFOLMHL-UHFFFAOYSA-N,['C07AG01'],CHEMBL429,Labetalol
GKQPCPXONLDCMU-CCEZHUSRSA-N,['C08CA09'],CHEMBL460291,Lacidipine
VPPJLAIAVCUEMN-GFCCVEGCSA-N,['N03AX18'],CHEMBL58323,Lacosamide
JVTAAEKCZFNVCJ-UHFFFAOYSA-N,['G01AD01'],CHEMBL1200559,Lactic Acid
VQHSOMBJVWLPSR-JVCRWLNRSA-N,['A06AD12'],CHEMBL1661,Lactitol
JCQLYHFGKNRPGE-FCVZTGTOSA-N,"['A06AD11', 'A06AD61']",CHEMBL296306,Lactulose
JTEGQNOMFQHVDC-NKWVEPMBSA-N,['J05AF05'],CHEMBL141,Lamivudine
PYZRQGJRPPTADH-UHFFFAOYSA-N,['N03AX09'],CHEMBL741,Lamotrigine
JAYAGJDXJIDEKI-PTGWOZRBSA-N,['C01AA06'],CHEMBL506569,Lanatoside C
PUDHBTGHUJUUFI-SCTWWAJVSA-N,['H01CB03'],CHEMBL1201185,Lanreotide
MJIHNNLFOKEZEW-UHFFFAOYSA-N,"['A02BC03', 'A02BC53']",CHEMBL480,Lansoprazole
FZLIPJUXYLNCLC-UHFFFAOYSA-N,[],,Lanthanum
BCFGMOOMADDAQU-UHFFFAOYSA-N,['L01EH01'],CHEMBL554,Lapatinib
NYNZQNWKBKUAII-KBXCAEBGSA-N,['L01EX12'],CHEMBL3889654,Larotrectinib
GGXICVAJURFBLW-CEYXHVGTSA-N,['S01EE01'],CHEMBL1051,Latanoprost
JLPULHDHAOZNQI-ZTIMHPMXSA-N,[],,Lecithin
VRTWBAAJJOHBQU-KMWAZVGDSA-N,[],CHEMBL2374220,Ledipasvir
VHOGYURTWQBHIL-UHFFFAOYSA-N,['L04AA13'],CHEMBL960,Leflunomide
BRYXUCLEHAUSDY-WEWMWRJBSA-N,['J05AX31'],CHEMBL4594438,Lenacapavir
GOTYRUGSSMKFNF-UHFFFAOYSA-N,['L04AX04'],CHEMBL848,Lenalidomide
WOSKHXYHFSIKNG-UHFFFAOYSA-N,['L01EX08'],CHEMBL1289601,Lenvatinib
FIBJDTSHOUXTKV-BRHMIFOHSA-N,[],,Lepirudin
ZDXUKAKRHYTAKV-UHFFFAOYSA-N,['C08CA13'],CHEMBL250270,Lercanidipine
FWYSMLBETOMXAG-QHCPKHFHSA-N,['J05AX18'],CHEMBL1241951,Letermovir
HPJKCIUCZWXJDR-UHFFFAOYSA-N,['L02BG04'],CHEMBL1444,Letrozole
ROHFNLRQFUQHCH-YFKPBYRVSA-N,[],CHEMBL291962,Leucine
GFIJNRVAKGFPGQ-LIJARHBVSA-N,['L02AE02'],CHEMBL1201199,Leuprorelin
OZYUPQUCAUTOBP-QXAKKESOSA-N,[],CHEMBL1254682,Levallorphan
HLFSDGLLUJUHTE-SNVBAGLBSA-N,['P02CE01'],CHEMBL1454,Levamisole
HPHUVLMMVZITSG-LURJTMIESA-N,['N03AX14'],CHEMBL1286,Levetiracetam
IXHBTMCLRNMKHZ-LBPRGKRZSA-N,['S01ED03'],CHEMBL1201237,Levobunolol
LEBVLXFERQHONN-INIZCTEOSA-N,['N01BB10'],CHEMBL1201193,Levobupivacaine
ZCGOMHNNNFPNMX-YHYDXASRSA-N,[],,Levocabastine
PHIQHXFUZVPYII-ZCFIWIBFSA-N,['A16AA01'],CHEMBL1149,Levocarnitine
ZKLPARSLTMPFCP-OAQYLSRUSA-N,['R06AE09'],CHEMBL1201191,Levocetirizine
WTDRDQBEARUVNC-LURJTMIESA-N,['N04BA01'],CHEMBL1009,Levodopa
GSDSWSVVBLHKDQ-JTQLQIEISA-N,[],CHEMBL33,Levofloxacin
VVIAGPKUTFNRDU-STQMWFEESA-N,[],CHEMBL1908841,Levofolinic Acid
NOOLISFMXDJSKH-KXUCPTDWSA-N,[],CHEMBL470670,Levomenthol
VRQVVMDWGGWHTJ-CQSZACIVSA-N,['N05AA02'],CHEMBL1764,Levomepromazine
WWYNJERNGUHSAO-XUDSTZEESA-N,"['G03AD01', 'G03AC03']",CHEMBL1389,Levonorgestrel
JAQUASYNZVUNQP-USXIJHARSA-N,[],CHEMBL592,Levorphanol
WHXMKTBCFHIYNQ-SECBINFHSA-N,['C01CX08'],CHEMBL2051955,Levosimendan
XUIIKFGFIJCVMT-LBPRGKRZSA-N,[],CHEMBL1624,Levothyroxine
NNJVILVZKWQKPM-UHFFFAOYSA-N,"['R02AD02', 'D04AB01', 'N01BB02', 'S01HA07', 'C01BB01', 'N01BB52', 'S02DA01', 'C05AD01']",CHEMBL79,Lidocaine
DJQJFMSHHYAZJD-UHFFFAOYSA-N,[],CHEMBL1400608,Lidofenin
ZBIAKUMOEKILTF-UHFFFAOYSA-N,['C08EX01'],CHEMBL92870,Lidoflazine
KXGCNMMJRFDFNR-WDRJZQOASA-N,['A06AX04'],CHEMBL3301675,Linaclotide
LTXREWYXXSTFRX-QGZVFWFLSA-N,['A10BH05'],CHEMBL237500,Linagliptin
OJMMVQQUTAEWLP-KIDUDLJLSA-N,['J01FF02'],CHEMBL1447,Lincomycin
TYZROVQLWOKYKF-ZDUSSCGKSA-N,['J01XX08'],CHEMBL126,Linezolid
AUYYCJSJGJYCDS-LBPRGKRZSA-N,[],CHEMBL1544,Liothyronine
GAQMWPRWVIGRRV-UHFFFAOYSA-N,[],,Lipegfilgrastim
YSDQQAXHVYUZIW-QCIJIYAXSA-N,['A10BJ02'],CHEMBL4084119,Liraglutide
VOBHXZCDAVEXEY-JSGCOSHPSA-N,['N06BA12'],CHEMBL1201222,Lisdexamfetamine
RLAWWYSOJDYHDC-BZSNNMDCSA-N,[],CHEMBL1237,Lisinopril
WHXSMMKQMYFTQS-UHFFFAOYSA-N,[],,Lithium
XVVOERDUTLJJHN-IAEQDCLQSA-N,[],,Lixisenatide
MXYUKLILVYORSK-HBMCJLEFSA-N,[],CHEMBL122270,Lobeline
RVGLGHVJXCETIO-UHFFFAOYSA-N,['S01GX05'],CHEMBL1201266,Lodoxamide
SAPNXPWPAUFAJU-UHFFFAOYSA-N,['N06AA07'],CHEMBL87708,Lofepramine
KSMAGQUYOIHWFS-UHFFFAOYSA-N,['N07BC04'],CHEMBL17860,Lofexidine
ZEKZLJVOYLTDKK-UHFFFAOYSA-N,"['J01MA07', 'S01AE04']",CHEMBL561,Lomefloxacin
MBBCVAKAJPKAKM-UHFFFAOYSA-N,['C10AX12'],CHEMBL354541,Lomitapide
GQYIWUVLTXOXAJ-UHFFFAOYSA-N,['L01AD02'],CHEMBL514,Lomustine
RDOIQAHITMMDAJ-UHFFFAOYSA-N,"['A07DA03', 'A07DA53']",CHEMBL841,Loperamide
KJHKTHWMRKYKJE-SUGCFTRWSA-N,[],CHEMBL729,Lopinavir
UTEFBSAVJNEPTR-RGEXLXHISA-N,['N05CD11'],CHEMBL2107448,Loprazolam
JCCNYMKQOSZNPW-UHFFFAOYSA-N,['R06AX13'],CHEMBL998,Loratadine
DIWRORZWFLOCLC-UHFFFAOYSA-N,"['N05BA56', 'N05BA06']",CHEMBL580,Lorazepam
IIXWYSCJSQVBQM-LLVKDONJSA-N,['L01ED05'],CHEMBL3286830,Lorlatinib
FJIKWRGCXUCUIG-UHFFFAOYSA-N,['N05CD06'],CHEMBL22097,Lormetazepam
PSIFNNKUMBGKDQ-UHFFFAOYSA-N,['C09CA01'],CHEMBL191,Losartan
YPZVAYHNBBHPTO-MXRBDKCISA-N,[],,Loteprednol
PCZOHLXUXFIOCF-BXMDZJJMSA-N,['C10AA02'],CHEMBL503,Lovastatin
XJGVXQDUIWGIRW-UHFFFAOYSA-N,['N05AH01'],CHEMBL831,Loxapine
WGFOBBZOWHGYQH-MXHNKVEKSA-N,['A06AX03'],CHEMBL1201134,Lubiprostone
UFSKUSARDNFIRC-UHFFFAOYSA-N,[],CHEMBL2103870,Lumacaftor
DYLGFOYVTXJFJP-MYYYXRDXSA-N,[],CHEMBL38827,Lumefantrine
KHPKQFYUPIUARC-UHFFFAOYSA-N,['M01AH06'],CHEMBL404108,Lumiracoxib
PQXKDMSYBGKCJA-CVTJIBDQSA-N,['N05AE05'],CHEMBL1237021,Lurasidone
