,Drug ID,Drug Name,CAS No.,# Properties,# Property Values,,
1424,DDPD06410,Doxercalciferol,54573-75-0,2,15,,
1425,DDPD06412,Oxymetholone,434-07-1,3,6,,
1426,DDPD06413,Armodafinil,112111-43-0,6,12,,
1427,DDPD06414,Etravirine,269055-15-4,4,14,,
1428,DDPD06415,Calfactant,183325-78-2,1,1,,
1429,DDPD06439,Tyloxapol,25301-02-4,1,2,,
1430,DDPD06441,Cangrelor,163706-06-7,6,13,,
1431,DDPD06480,Prucalopride,179474-81-8,14,18,,
1432,DDPD06589,Pazopanib,444731-52-6,9,13,,
1433,DDPD06590,Ceftaroline fosamil,229016-73-3,8,21,,
1434,DDPD06594,Agomelatine,138112-76-2,5,7,,
1435,DDPD06595,Midostaurin,120685-11-2,11,19,,
1436,DDPD06603,Panobinostat,404950-80-7,5,10,,
1437,DDPD06605,Apixaban,503612-47-3,12,20,,
1438,DDPD06608,Tafenoquine,106635-80-7,8,14,,
1439,DDPD06614,Peramivir,330600-85-6,1,10,,
1440,DDPD06616,Bosutinib,380843-75-4,9,12,,
1441,DDPD06626,Axitinib,319460-85-0,8,11,,
1442,DDPD06636,Isavuconazonium,742049-41-8,6,9,,
1443,DDPD06637,Dalfampridine,504-24-5,14,27,,
1444,DDPD06654,Safinamide,133865-89-1,8,13,,
1445,DDPD06663,Pasireotide,396091-73-9,7,14,,
1446,DDPD06684,Vilazodone,163521-12-8,7,14,,
1447,DDPD06689,Ethanolamine oleate,2272-11-9,2,3,,
1448,DDPD06690,Nitrous oxide,10024-97-2,3,3,,
1449,DDPD06691,Mepyramine,91-84-9,2,2,,
1450,DDPD06694,Xylometazoline,526-36-3,2,2,,
1451,DDPD06695,Dabigatran etexilate,211915-06-9,10,13,,
1452,DDPD06697,Artemether,71963-77-4,5,10,,
1453,DDPD06698,Betahistine,5638-76-6,3,3,,
1454,DDPD06699,Degarelix,214766-78-6,8,16,,
1455,DDPD06700,Desvenlafaxine,93413-62-8,8,11,,
1456,DDPD06701,Dexmethylphenidate,40431-64-9,11,31,,
1457,DDPD06702,Fesoterodine,286930-02-7,11,14,,
1458,DDPD06703,Gadobutrol,770691-21-9,6,21,,
1459,DDPD06704,Iobenguane,80663-95-2,7,22,,
1460,DDPD06705,Gadofosveset trisodium,193901-90-5,5,7,,
1461,DDPD06707,Levonordefrin,829-74-3,1,3,,
1462,DDPD06708,Lumefantrine,82186-77-4,2,2,,
1463,DDPD06709,Methacholine,55-92-5,1,8,,
1464,DDPD06710,Methyltestosterone,58-18-4,5,6,,
1465,DDPD06711,Naphazoline,835-31-4,4,5,,
1466,DDPD06716,Fospropofol,258516-89-1,8,11,,
1467,DDPD06717,Fosaprepitant,172673-20-0,5,41,,
1468,DDPD06718,Stanozolol,10418-03-8,1,1,,
1469,DDPD06723,Aluminum hydroxide,21645-51-2,2,2,,
1470,DDPD06724,Calcium carbonate,471-34-1,1,1,,
1471,DDPD06725,Lornoxicam,70374-39-9,5,6,,
1472,DDPD06729,Sulfaphenazole,526-08-9,3,3,,
1473,DDPD06736,Aceclofenac,89796-99-6,8,9,,
1474,DDPD06742,Ambroxol,18683-91-5,4,4,,
1475,DDPD06751,Drotaverine,14009-24-6,4,5,,
1476,DDPD06754,Danaparoid,308068-55-5,6,12,,
1477,DDPD06755,Beta carotene,7235-40-7,10,10,,
1478,DDPD06756,Glycine betaine,107-43-7,6,6,,
1479,DDPD06757,Manganese,7439-96-5,3,3,,
1480,DDPD06762,Pinacidil,60560-33-0,3,3,,
1481,DDPD06764,Tetryzoline,84-22-0,1,1,,
1482,DDPD06766,Alcaftadine,147084-10-4,5,8,,
1483,DDPD06767,Ammonium chloride,12125-02-9,4,4,,
1484,DDPD06768,Ammonium lactate,515-98-0,2,2,,
1485,DDPD06769,Bendamustine,16506-27-7,6,13,,
1486,DDPD06770,Benzyl alcohol,100-51-6,7,26,,
1487,DDPD06771,Besifloxacin,141388-76-3,5,8,,
1488,DDPD06772,Cabazitaxel,183133-96-2,11,17,,
1489,DDPD06774,Capsaicin,404-86-4,9,23,,
1490,DDPD06775,Carglumic acid,1188-38-1,8,10,,
1491,DDPD06777,Chenodeoxycholic acid,474-25-9,6,6,,
1492,DDPD06778,Cupric sulfate,7758-98-7,6,6,,
1493,DDPD06779,Dalteparin,9005-49-6,6,8,,
1494,DDPD06781,Difluprednate,23674-86-4,3,8,,
1495,DDPD06782,Dimercaprol,59-52-9,5,6,,
1496,DDPD06783,Prussian blue,14038-43-8,3,3,,
1497,DDPD06784,Gallium citrate Ga-67,41183-64-6,1,1,,
1498,DDPD06785,Ganirelix,124904-93-4,8,13,,
1499,DDPD06786,Halcinonide,3093-35-4,1,1,,
1500,DDPD06787,Hexocyclium,6004-98-4,1,1,,
1501,DDPD06788,Histrelin,76712-82-8,5,8,,
1502,DDPD06789,Hydroxyprogesterone caproate,630-56-8,4,14,,
1503,DDPD06791,Lanreotide,108736-35-2,5,10,,
1504,DDPD06792,Lanthanum carbonate,587-26-8,6,9,,
1505,DDPD06794,Lodoxamide,53882-12-5,2,5,,
1506,DDPD06795,Mafenide,138-39-6,2,2,,
1507,DDPD06796,Mangafodipir,155319-91-8,6,7,,
1508,DDPD06797,Mebutamate,64-55-1,2,2,,
1509,DDPD06799,Methenamine,100-97-0,2,10,,
1510,DDPD06800,Methylnaltrexone,916055-93-1,13,32,,
1511,DDPD06802,Nepafenac,78281-72-8,3,12,,
1512,DDPD06803,Niclosamide,50-65-7,2,2,,
1513,DDPD06809,Plerixafor,110078-46-1,10,23,,
1514,DDPD06810,Plicamycin,18378-89-7,2,4,,
1515,DDPD06811,Polidocanol,9002-92-0,8,15,,
1516,DDPD06812,Povidone-iodine,25655-41-8,3,7,,
1517,DDPD06813,Pralatrexate,146464-95-1,7,11,,
1518,DDPD06815,Pyrithione,1121-31-9,5,7,,
1519,DDPD06816,Pyrvinium,7187-62-4,1,1,,
1520,DDPD06817,Raltegravir,518048-05-0,3,37,,
1521,DDPD06819,Phenylbutyric acid,1821-12-1,6,13,,
1522,DDPD06820,Sulconazole,61318-90-9,3,5,,
1523,DDPD06822,Tinzaparin,9041-08-1,4,7,,
1524,DDPD06823,Tiopronin,1953-02-2,8,18,,
1525,DDPD06824,Triethylenetetramine,112-24-3,8,15,,
1526,DDPD06825,Triptorelin,57773-63-4,4,16,,
1527,DDPD06826,Unoprostone,120373-36-6,3,4,,
1528,DDPD07565,Chloramphenicol succinate,3544-94-3,7,11,,
1529,DDPD08439,Parecoxib,198470-84-7,2,3,,
1530,DDPD08604,Triclosan,3380-34-5,7,10,,
1531,DDPD08797,Salicylamide,65-45-2,6,6,,
1532,DDPD08799,Antazoline,91-75-8,5,5,,
1533,DDPD08801,Dimetindene,5636-83-9,5,5,,
1534,DDPD08804,Nandrolone decanoate,360-70-3,4,4,,
1535,DDPD08809,Dichloroacetic acid,79-43-6,9,12,,
1536,DDPD08813,Nadroparin,0,4,4,,
1537,DDPD08814,Triflusal,322-79-2,10,14,,
1538,DDPD08815,Lurasidone,367514-87-2,8,14,,
1539,DDPD08816,Ticagrelor,274693-27-5,11,20,,
1540,DDPD08818,Hyaluronic acid,9004-61-9,1,3,,
1541,DDPD08819,Tafluprost,209860-87-7,8,9,,
1542,DDPD08820,Ivacaftor,873054-44-5,14,25,,
1543,DDPD08822,Azilsartan medoxomil,863031-21-4,7,7,,
1544,DDPD08823,Spinosad,168316-95-8,6,10,,
1545,DDPD08824,Ioflupane I-123,155798-07-5,4,5,,
1546,DDPD08826,Deferiprone,30652-11-0,8,13,,
1547,DDPD08827,Lomitapide,182431-12-5,8,12,,
1548,DDPD08828,Vismodegib,879085-55-9,10,15,,
1549,DDPD08842,Acetylcarnitine,3040-38-8,1,1,,
1550,DDPD08860,Pitavastatin,147511-69-1,8,15,,
1551,DDPD08862,Cholecystokinin,9011-97-6,3,3,,
1552,DDPD08864,Rilpivirine,500287-72-9,12,22,,
1553,DDPD08865,Crizotinib,877399-52-5,10,16,,
1554,DDPD08867,Ulipristal,159811-51-5,7,8,,
1555,DDPD08868,Fingolimod,162359-55-9,13,22,,
1556,DDPD08869,Tesamorelin,218949-48-5,4,9,,
1557,DDPD08871,Eribulin,253128-41-5,7,13,,
1558,DDPD08872,Gabapentin enacarbil,478296-72-9,8,9,,
1559,DDPD08873,Boceprevir,394730-60-0,7,9,,
1560,DDPD08874,Fidaxomicin,873857-62-6,7,9,,
1561,DDPD08875,Cabozantinib,849217-68-1,7,19,,
1562,DDPD08877,Ruxolitinib,941678-49-5,8,16,,
1563,DDPD08880,Teriflunomide,163451-81-8,7,12,,
1564,DDPD08881,Vemurafenib,918504-65-1,15,18,,
1565,DDPD08882,Linagliptin,668270-12-0,10,17,,
1566,DDPD08883,Perampanel,380917-97-5,7,13,,
1567,DDPD08884,Gadoxetic acid,135326-11-3,8,22,,
1568,DDPD08887,Icosapent ethyl,86227-47-6,5,6,,
1569,DDPD08889,Carfilzomib,868540-17-4,9,17,,
1570,DDPD08890,Linaclotide,851199-59-2,1,5,,
1571,DDPD08893,Mirabegron,223673-61-8,9,18,,
1572,DDPD08895,Tofacitinib,477600-75-2,10,11,,
1573,DDPD08896,Regorafenib,755037-03-7,8,10,,
1574,DDPD08897,Aclidinium,727649-81-2,8,13,,
1575,DDPD08899,Enzalutamide,915087-33-1,9,14,,
1576,DDPD08901,Ponatinib,943319-70-8,10,14,,
1577,DDPD08903,Bedaquiline,843663-66-1,7,13,,
1578,DDPD08905,Formestane,566-48-3,10,11,,
1579,DDPD08906,Fluticasone furoate,397864-44-7,7,20,,
1580,DDPD08907,Canagliflozin,842133-18-0,12,20,,
1581,DDPD08908,Dimethyl fumarate,624-49-7,8,11,,
1582,DDPD08909,Glycerol phenylbutyrate,611168-24-2,5,24,,
1583,DDPD08910,Pomalidomide,19171-19-8,9,14,,
1584,DDPD08911,Trametinib,871700-17-3,10,15,,
1585,DDPD08912,Dabrafenib,1195765-45-7,10,15,,
1586,DDPD08913,Radium Ra 223 dichloride,444811-40-9,5,9,,
1587,DDPD08916,Afatinib,850140-72-6,7,12,,
1588,DDPD08917,Ferric carboxymaltose,9007-72-1,5,6,,
1589,DDPD08918,Levomilnacipran,96847-54-0,9,10,,
1590,DDPD08930,Dolutegravir,1051375-16-6,13,20,,
1591,DDPD08931,Riociguat,625115-55-1,9,14,,
1592,DDPD08932,Macitentan,441798-33-0,6,9,,
1593,DDPD08933,Luliconazole,187164-19-8,3,3,,
1594,DDPD08934,Sofosbuvir,1190307-88-0,8,16,,
1595,DDPD08936,Chlorcyclizine,82-93-9,3,3,,
1596,DDPD08942,Isoxicam,34552-84-6,3,3,,
1597,DDPD08943,Isoconazole,27523-40-6,1,1,,
1598,DDPD08947,Iopamidol,60166-93-0,3,3,,
1599,DDPD08949,Inositol nicotinate,6556-11-2,6,6,,
1600,DDPD08950,Indoramin,26844-12-2,4,4,,
1601,DDPD08954,Ifenprodil,23210-56-2,3,3,,
1602,DDPD08964,Gemeprost,64318-79-2,3,5,,
1603,DDPD08966,Fursultiamine,804-30-8,1,1,,
1604,DDPD08971,Fluocortolone,152-97-6,4,4,,
1605,DDPD08976,Floctafenine,23779-99-9,1,1,,
1606,DDPD08981,Fenbufen,36330-85-5,1,1,,
1607,DDPD08987,Etidocaine,36637-18-0,1,1,,
1608,DDPD08988,Ethoheptazine,77-15-6,1,1,,
1609,DDPD09009,Articaine,23964-58-1,4,4,,
1610,DDPD09015,Canrenoic acid,4138-96-9,1,1,,
1611,DDPD09019,Bromhexine,3572-43-8,1,1,,
1612,DDPD09020,Bisacodyl,603-50-9,4,12,,
1613,DDPD09026,Aliskiren,173334-57-1,14,26,,
1614,DDPD09027,Ledipasvir,1256388-51-8,7,9,,
1615,DDPD09030,Vorapaxar,618385-01-6,8,12,,
1616,DDPD09031,Miltefosine,58066-85-6,5,18,,
1617,DDPD09034,Suvorexant,1030377-33-3,7,11,,
1618,DDPD09038,Empagliflozin,864070-44-0,9,13,,
1619,DDPD09039,Eliglustat,491833-29-5,7,16,,
1620,DDPD09040,Efinaconazole,164650-44-6,1,1,,
1621,DDPD09041,Tavaborole,174671-46-6,2,2,,
1622,DDPD09042,Tedizolid phosphate,856867-55-5,13,32,,
1623,DDPD09047,Finafloxacin,209342-40-5,3,3,,
1624,DDPD09048,Netupitant,290297-26-6,5,8,,
1625,DDPD09049,Naloxegol,854601-70-0,6,8,,
1626,DDPD09050,Ceftolozane,689293-68-3,8,12,,
1627,DDPD09053,Ibrutinib,936563-96-1,13,18,,
1628,DDPD09054,Idelalisib,870281-82-6,7,9,,
1629,DDPD09059,Atosiban,90779-69-4,6,7,,
1630,DDPD09060,Avibactam,1192500-31-4,5,8,,
1631,DDPD09061,Cannabidiol,13956-29-1,5,10,,
1632,DDPD09063,Ceritinib,1032900-25-6,8,12,,
1633,DDPD09065,Cobicistat,1004316-88-4,6,10,,
1634,DDPD09067,Corticorelin ovine triflutate,121249-14-7,5,12,,
1635,DDPD09068,Vortioxetine,508233-74-7,6,9,,
1636,DDPD09069,Trimetazidine,5011-34-7,4,6,,
1637,DDPD09070,Tibolone,5630-53-5,4,4,,
1638,DDPD09071,Tasimelteon,609799-22-6,8,11,,
1639,DDPD09072,Sodium oxybate,502-85-2,10,18,,
1640,DDPD09073,Palbociclib,571190-30-2,15,17,,
1641,DDPD09074,Olaparib,763113-22-0,9,11,,
1642,DDPD09075,Edoxaban,480449-70-5,7,10,,
1643,DDPD09076,Umeclidinium,869185-19-3,8,12,,
1644,DDPD09078,Lenvatinib,417716-92-8,7,13,,
1645,DDPD09079,Nintedanib,656247-17-5,12,23,,
1646,DDPD09080,Olodaterol,868049-49-4,8,20,,
1647,DDPD09081,Idebenone,58186-27-9,1,1,,
1648,DDPD09082,Vilanterol,503068-34-6,8,13,,
1649,DDPD09083,Ivabradine,155974-00-8,6,17,,
1650,DDPD09084,Benzydamine,642-72-8,5,9,,
1651,DDPD09087,Potassium alum,10043-67-1,6,6,,
1652,DDPD09089,Trimebutine,39133-31-8,6,11,,
1653,DDPD09090,Pinaverium,59995-65-2,7,9,,
1654,DDPD09091,Tixocortol,61951-99-3,5,5,,
1655,DDPD09092,Xanthinol,2530-97-4,7,7,,
1656,DDPD09093,Chlortetracycline,57-62-5,8,10,,
1657,DDPD09094,Podophyllin,9000-55-9,1,6,,
1658,DDPD09095,Difluocortolone,2607-06-9,9,11,,
1659,DDPD09096,Benzoyl peroxide,94-36-0,3,3,,
1660,DDPD09097,Quinagolide,87056-78-8,10,13,,
1661,DDPD09099,Somatostatin,38916-34-6,2,3,,
1662,DDPD09101,Elvitegravir,697761-98-1,5,5,,
1663,DDPD09102,Daclatasvir,1009119-64-5,10,15,,
1664,DDPD09104,Magnesium hydroxide,1309-42-8,3,4,,
1665,DDPD09106,Hydroxyethyl Starch,9005-27-0,6,7,,
1666,DDPD09110,Coenzyme M,3375-50-6,6,9,,
1667,DDPD09111,Pentastarch,9005-27-0,2,2,,
1668,DDPD09112,Nitrous acid,7782-77-6,6,8,,
1669,DDPD09114,Colfosceril palmitate,63-89-8,5,6,,
1670,DDPD09116,Calcium carbimide,156-62-7,9,10,,
1671,DDPD09117,Paraldehyde,123-63-7,8,13,,
1672,DDPD09118,Stiripentol,49763-96-4,9,11,,
1673,DDPD09119,Eslicarbazepine acetate,236395-14-5,8,17,,
1674,DDPD09120,Zucapsaicin,25775-90-0,5,9,,
1675,DDPD09121,Aurothioglucose,12192-57-3,6,12,,
1676,DDPD09123,Dienogest,65928-58-7,10,14,,
1677,DDPD09124,Medrogestone,977-79-7,7,7,,
1678,DDPD09125,Potassium citrate,866-84-2,3,6,,
1679,DDPD09128,Brexpiprazole,913611-97-9,9,17,,
1680,DDPD09129,Chromic chloride,10025-73-7,3,5,,
1681,DDPD09130,Copper,7440-50-8,6,7,,
1682,DDPD09131,Cupric Chloride,7447-39-4,2,2,,
1683,DDPD09132,Gadoteric acid,72573-82-1,4,9,,
1684,DDPD09133,Iothalamic acid,2276-90-6,1,2,,
1685,DDPD09134,Ioversol,87771-40-2,3,3,,
1686,DDPD09135,Ioxilan,107793-72-6,4,11,,
1687,DDPD09136,Isosulfan blue,748080-29-7,2,2,,
1688,DDPD09137,Technetium Tc-99m mebrofenin,1415247-71-0,2,2,,
1689,DDPD09138,Technetium Tc-99m medronate,121524-79-6,1,1,,
1690,DDPD09139,Technetium Tc-99m oxidronate,72945-61-0,5,7,,
1691,DDPD09140,Oxygen,7782-44-7,5,5,,
1692,DDPD09143,Sonidegib,956697-53-3,7,9,,
1693,DDPD09144,Uridine triacetate,4105-38-8,3,19,,
1694,DDPD09145,Water,7732-18-5,3,36,,
1695,DDPD09146,Iron sucrose,8047-67-4,6,13,,
1696,DDPD09148,Florbetaben (18F),902143-01-5,3,3,,
1697,DDPD09151,Flutemetamol (18F),765922-62-1,1,1,,
1698,DDPD09153,Sodium chloride,7647-14-5,3,20,,
1699,DDPD09154,Sodium citrate,68-04-2,6,6,,
1700,DDPD09155,Helium,7440-59-7,5,5,,
1701,DDPD09156,Iopromide,73334-07-3,5,11,,
1702,DDPD09157,Carbon dioxide,124-38-9,1,1,,
1703,DDPD09158,Trypan blue free acid,2538-83-2,1,1,,
1704,DDPD09160,Technetium Tc-99m tetrofosmin,127455-27-0,3,4,,
1705,DDPD09161,Technetium Tc-99m sestamibi,109581-73-9,4,9,,
1706,DDPD09163,Technetium Tc-99m exametazime,99944-78-2,1,1,,
1707,DDPD09164,Technetium Tc-99m disofenin,0,3,4,,
1708,DDPD09165,Technetium Tc-99m pyrophosphate,52997-54-3,2,2,,
1709,DDPD09167,Dosulepin,113-53-1,10,12,,
1710,DDPD09183,Dasabuvir,1132935-63-7,6,9,,
1711,DDPD09185,Viloxazine,46817-91-8,7,9,,
1712,DDPD09195,Lorpiprazole,108785-69-9,5,5,,
1713,DDPD09205,Moxisylyte,54-32-0,12,13,,
1714,DDPD09209,Pholcodine,509-67-1,13,16,,
1715,DDPD09210,Piracetam,7491-74-9,10,14,,
1716,DDPD09212,Loxoprofen,68767-14-6,8,9,,
1717,DDPD09213,Dexibuprofen,51146-56-6,4,4,,
1718,DDPD09214,Dexketoprofen,22161-81-5,6,6,,
1719,DDPD09216,Tolfenamic acid,13710-19-5,15,21,,
1720,DDPD09219,Bisoxatin,17692-24-9,1,1,,
1721,DDPD09220,Nicorandil,65141-46-0,11,18,,
1722,DDPD09225,Zotepine,26615-21-4,10,10,,
1723,DDPD09236,Lacidipine,103890-78-4,7,10,,
1724,DDPD09237,Levamlodipine,103129-82-4,15,20,,
1725,DDPD09238,Manidipine,89226-50-6,6,10,,
1726,DDPD09241,Methylene blue,61-73-4,8,13,,
1727,DDPD09242,Moxonidine,75438-57-2,10,13,,
1728,DDPD09255,Dextran,9004-54-0,5,6,,
1729,DDPD09256,Tegafur,17902-23-7,8,12,,
1730,DDPD09257,Gimeracil,103766-25-2,4,9,,
1731,DDPD09258,Bemiparin,91449-79-5,5,6,,
1732,DDPD09259,Reviparin,9041-08-1,1,1,,
1733,DDPD09263,Patiromer,1260643-52-4,1,2,,
1734,DDPD09265,Lixisenatide,320367-13-3,6,7,,
1735,DDPD09266,Technetium Tc-99m tilmanocept,1262984-82-6,3,4,,
1736,DDPD09267,Strontium ranelate,135459-87-9,8,9,,
1737,DDPD09268,Picosulfuric acid,10040-34-3,4,4,,
1738,DDPD09269,Phenylacetic acid,103-82-2,2,2,,
1739,DDPD09270,Ubidecarenone,303-98-0,10,12,,
1740,DDPD09272,Eluxadoline,864821-90-9,4,5,,
1741,DDPD09274,Artesunate,88495-63-0,9,20,,
1742,DDPD09275,Bismuth subcitrate potassium,880149-29-1,4,4,,
1743,DDPD09276,Sodium aurothiomalate,12244-57-4,6,7,,
1744,DDPD09277,Choline C 11,87591-54-6,4,4,,
1745,DDPD09278,Activated charcoal,64365-11-3,1,1,,
1746,DDPD09280,Lumacaftor,936727-05-8,6,6,,
1747,DDPD09281,Magnesium trisilicate,14987-04-3,2,2,,
1748,DDPD09282,Molsidomine,25717-80-0,8,10,,
1749,DDPD09287,Polyethylene glycol,25322-68-3,9,22,,
1750,DDPD09291,Rolapitant,552292-08-7,7,13,,
1751,DDPD09292,Sacubitril,149709-62-6,6,9,,
1752,DDPD09293,Iodide I-131,14914-30-8,3,3,,
1753,DDPD09296,Ombitasvir,1258226-87-7,7,10,,
1754,DDPD09297,Paritaprevir,1216941-48-8,7,11,,
1755,DDPD09299,Tenofovir alafenamide,379270-37-8,15,18,,
1756,DDPD09300,Butylscopolamine,7182-53-8,6,8,,
1757,DDPD09301,Chondroitin sulfate,24967-93-9,10,16,,
1758,DDPD09313,Ioxaglic acid,59017-64-0,6,6,,
1759,DDPD09315,Xenon-133,14932-42-4,1,1,,
1760,DDPD09316,Thallous Chloride,7791-12-0,5,6,,
1761,DDPD09317,"Synthetic Conjugated Estrogens, A",0,1,2,,
1762,DDPD09318,"Synthetic Conjugated Estrogens, B",746658-13-9,1,2,,
1763,DDPD09320,Procaine benzylpenicillin,54-35-3,4,4,,
1764,DDPD09321,Zinc oxide,1314-13-2,1,1,,
1765,DDPD09322,Zinc sulfate,7733-02-0,6,8,,
1766,DDPD09324,Sulbactam,68373-14-8,6,8,,
1767,DDPD09325,Sodium fluoride,7681-49-4,14,20,,
1768,DDPD09326,Ammonia N-13,34819-78-8,2,2,,
1769,DDPD09327,Tegafur-uracil,74578-38-4,6,9,,
1770,DDPD09330,Osimertinib,1421373-65-0,5,7,,
1771,DDPD09332,Kappadione,131-13-5,4,4,,
1772,DDPD09333,Iopodic acid,5587-89-3,5,6,,
1773,DDPD09336,Technetium Tc-99m nofetumomab merpentan,165942-79-0,3,5,,
1774,DDPD09337,Medical air,132259-10-0,3,3,,
1775,DDPD09340,Tyropanoic acid,27293-82-9,3,3,,
1776,DDPD09341,"Dextrose, unspecified form",0,5,9,,
1777,DDPD09342,Propoxycaine,86-43-1,4,4,,
1778,DDPD09343,Tipiracil,183204-74-2,10,13,,
1779,DDPD09345,Pramocaine,140-65-8,2,3,,
1780,DDPD09348,Propiolactone,57-57-8,5,5,,
1781,DDPD09350,Piperonyl butoxide,51-03-6,3,4,,
1782,DDPD09351,Levobetaxolol,93221-48-8,1,1,,
1783,DDPD09353,Octasulfur,10544-50-0,2,3,,
1784,DDPD09357,Dexpanthenol,81-13-0,1,4,,
1785,DDPD09372,Tannic acid,1401-55-4,1,1,,
1786,DDPD09374,Indocyanine green acid form,28782-33-4,4,11,,
1787,DDPD09376,Lapyrium,109260-82-4,1,2,,
1788,DDPD09381,Esterified estrogens,0,4,8,,
1789,DDPD09394,Phosphoric acid,7664-38-2,5,7,,
1790,DDPD09395,Sodium acetate,127-09-3,1,1,,
1791,DDPD09397,Technetium Tc-99m sulfur colloid,0,2,3,,
1792,DDPD09398,Fluoride ion F-18,67862-54-8,5,5,,
1793,DDPD09407,Magnesium chloride,7786-30-3,4,8,,
1794,DDPD09409,Magnesium acetate tetrahydrate,16674-78-5,7,7,,
1795,DDPD09413,Monopotassium phosphate,7778-77-0,4,6,,
1796,DDPD09414,Dipotassium phosphate,7758-11-4,1,2,,
1797,DDPD09418,Potassium perchlorate,7778-74-7,7,7,,
1798,DDPD09419,Xylose,58-86-6,9,11,,
1799,DDPD09420,Iodide I-123,69239-56-1,1,1,,
1800,DDPD09425,Indium In-111 pentetate,135998-32-2,2,3,,
1801,DDPD09449,"Sodium phosphate, monobasic",7558-80-7,4,5,,
1802,DDPD09460,Sodium carbonate,497-19-8,2,7,,
1803,DDPD09462,Glycerin,56-81-5,3,5,,
1804,DDPD09472,Sodium sulfate,7757-82-6,4,5,,
1805,DDPD09473,Indium In-111 oxyquinoline,65389-08-4,2,4,,
1806,DDPD09477,Enalaprilat,76420-72-9,5,7,,
1807,DDPD09479,Rubidium Rb-82,0,1,1,,
1808,DDPD09481,Magnesium carbonate,546-93-0,8,8,,
1809,DDPD09484,Sodium fluorophosphate,10163-15-2,2,3,,
1810,DDPD09487,Iotrolan,79770-24-4,3,3,,
1811,DDPD09488,Acrivastine,87848-99-5,6,9,,
1812,DDPD09490,Indium In-111 chloride,50800-85-6,1,1,,
1813,DDPD09494,Cetyl alcohol,36653-82-4,4,5,,
1814,DDPD09496,Octinoxate,5466-77-3,5,6,,
1815,DDPD09498,Strontium chloride Sr-89,38270-90-5,7,7,,
1816,DDPD09499,Thiosulfuric acid,13686-28-7,4,4,,
1817,DDPD09502,Fludeoxyglucose (18F),63503-12-8,1,1,,
1818,DDPD09511,Talc,0,1,6,,
1819,DDPD09512,Simethicone,8050-81-5,3,3,,
1820,DDPD09513,Urea C-14,594-05-8,1,2,,
1821,DDPD09516,Mequinol,150-76-5,1,1,,
1822,DDPD09517,Sodium ferric gluconate complex,34089-81-1,6,11,,
1823,DDPD09526,Hydroquinone,123-31-9,4,4,,
1824,DDPD09534,Ecamsule,92761-26-7,2,2,,
1825,DDPD09536,Titanium dioxide,13463-67-7,2,4,,
1826,DDPD09537,Iodine povacrylex,845736-10-9,1,1,,
1827,DDPD09539,Omega-3-acid ethyl esters,308081-97-2,6,7,,
1828,DDPD09543,Methyl salicylate,119-36-8,7,13,,
1829,DDPD09546,Iobenguane sulfate I-123,80663-95-2,2,2,,
1830,DDPD09552,Thonzonium,25466-36-8,1,1,,
1831,DDPD09555,Dexchlorpheniramine maleate,2438-32-6,5,7,,
1832,DDPD09561,Sodium glycerophosphate,1334-74-3,2,2,,
1833,DDPD09563,Choline C-11,94793-58-5,1,1,,
1834,DDPD09567,Olive oil,8001-25-0,1,2,,
1835,DDPD09568,Omega-3-carboxylic acids,0,5,10,,
1836,DDPD09570,Ixazomib,1072833-77-2,9,19,,
1837,DDPD09571,Levmetamfetamine,33817-09-3,1,1,,
1838,DDPD11056,Stannous chloride,7772-99-8,1,1,,
1839,DDPD11057,Mineral oil,8042-47-5,2,14,,
1840,DDPD11058,Petrolatum,8009-03-8,2,14,,
1841,DDPD11059,Carboxymethylcellulose,9000-11-7,3,4,,
1842,DDPD11060,Polyvinyl alcohol,9002-89-5,2,4,,
1843,DDPD11061,Povidone,9003-39-8,2,4,,
1844,DDPD11062,Octisalate,118-60-5,2,3,,
1845,DDPD11063,Polysorbate 80,9005-65-6,3,3,,
1846,DDPD11064,Homosalate,118-56-9,1,1,,
1847,DDPD11068,Selenic acid,7783-08-6,6,7,,
1848,DDPD11071,Phenyl salicylate,118-55-8,4,4,,
1849,DDPD11072,Hydrogen fluoride,7664-39-3,1,1,,
1850,DDPD11074,Dimethicone,63148-62-9,3,8,,
1851,DDPD11075,Hypromellose,9004-65-3,1,1,,
1852,DDPD11077,Polyethylene glycol 400,25322-68-3,5,8,,
1853,DDPD11079,Trolamine salicylate,2174-16-5,4,4,,
1854,DDPD11081,Aluminum chloride,7446-70-0,7,9,,
1855,DDPD11082,Coal tar,8007-45-2,1,1,,
1856,DDPD11085,Resorcinol,108-46-3,1,1,,
1857,DDPD11089,Docusate,10041-19-7,4,22,,
1858,DDPD11090,Potassium nitrate,7757-79-1,4,5,,
1859,DDPD11091,Hydrogen peroxide,7722-84-1,4,6,,
1860,DDPD11092,Stannous fluoride,7783-47-3,4,5,,
1861,DDPD11093,Calcium citrate,813-94-5,2,2,,
1862,DDPD11094,Vitamin D,1406-16-2,3,5,,
1863,DDPD11096,Meradimate,134-09-8,4,4,,
1864,DDPD11098,Potassium bicarbonate,298-14-6,4,5,,
1865,DDPD11100,Allantoin,97-59-6,2,2,,
1866,DDPD11102,N-acetyltyrosine,537-55-3,2,2,,
1867,DDPD11104,Sulfur hexafluoride,2551-62-4,4,6,,
1868,DDPD11110,Magnesium citrate,3344-18-1,1,1,,
1869,DDPD11112,Lanolin,8006-54-0,1,1,,
