Log P_Xlogp3,bond_chiral_undef,Isotope_Atom,Count_Hydrogen Bond Donor,charge,Count_Rotatable Bond,Count_Hydrogen Bond Acceptor,atom_chiral_undef,cid,Mass_Exact,Molecular Weight_N/A,bond_chiral_def,Heavy_Atom,atom_chiral_def,Compound Complexity_N/A,Covalent_Unit,Topological_Polar Surface Area,Weight_Monoisotopic
3.8,0,0,2,0,11,11,0,104865,551.18385484,551.6,0,39,0,839,1,154,551.18385484
5.4,0,0,1,0,9,8,0,5328940,529.1647452,530.4,0,36,0,734,1,82.9,529.1647452
2.8,0,0,0,1,3,0,0,2431,242.05444,243.16,0,13,0,156,1,0,242.05444
4.6,0,0,2,0,8,9,0,68165256,583.2591382,584.1,0,40,0,835,1,85.9,583.2591382
0.6,0,0,2,0,2,3,0,2435,291.01196,292.13,0,17,0,308,1,62.2,291.01196
-0.3,0,0,2,0,7,9,0,68844,383.06433430,383.5,0,23,1,598,1,164,383.06433430
1,0,0,1,0,5,2,0,9837243,212.152477885,212.29,0,15,2,253,1,63.4,212.152477885
1.7,0,0,1,0,1,3,0,2441,315.00072,316.15,0,19,0,385,1,54.4,315.00072
3.3,0,0,2,0,4,4,0,60726,333.00006,334.16,0,20,0,366,1,80.4,333.00006
4.3,0,0,1,0,3,2,0,2442,375.99727,376.13,0,18,0,256,1,29.3,373.99932
3.8,0,0,3,0,5,6,0,31101,653.22128,654.6,0,43,6,1230,1,118,653.22128
3.5,0,0,0,0,5,2,1,6834,318.07316,319.24,0,19,0,249,1,16.1,318.07316
-0.6,0,0,2,0,2,4,0,2450,198.94802,199.99,0,9,0,107,1,86.3,198.94802
7.1,0,0,0,0,6,2,1,6729,432.2332268,433.0,0,31,0,514,1,6.5,432.2332268
2.5,0,0,2,0,4,6,1,5281004,430.23553880,430.5,0,31,8,862,1,93.1,430.23553880
1.9,0,0,2,0,6,3,0,2466,223.12084340,223.27,0,16,0,200,1,58.6,223.12084340
-16.7,0,0,65,0,166,76,0,134687648,5397.6182589,5399,0,385,44,14300,1,2160,5395.6115492
2.8,0,0,3,0,8,7,0,2471,364.10929292,364.4,0,25,0,528,1,127,364.10929292
3.4,0,0,1,0,5,2,1,2474,288.220163521,288.4,0,21,0,321,1,32.3,288.220163521
5,0,0,2,0,5,5,0,644073,467.30355879,467.6,0,34,7,869,1,62.2,467.30355879
3.2,0,0,1,0,4,2,1,444,239.1076919,239.74,0,16,0,247,1,29.1,239.1076919
-0.1,0,0,15,0,33,15,0,50225,1238.65602686,1239.4,0,89,9,2450,1,441,1238.65602686
2.6,0,0,0,0,6,6,0,2477,385.24777525,385.5,0,28,0,529,1,69.6,385.24777525
-0.5,0,0,0,0,7,6,0,2478,246.02318051,246.3,0,14,0,293,1,104,246.02318051
6.3,0,0,0,0,5,1,0,2484,317.214349865,317.5,0,24,0,374,1,3.2,317.214349865
3.4,0,0,0,0,9,3,1,27368,263.188529040,263.37,0,19,0,245,1,29.5,263.188529040
1.7,0,0,2,0,4,3,0,6473,212.11609238,212.25,0,15,0,279,1,75.3,212.11609238
3.8,0,0,2,0,2,3,0,5361092,327.219829168,327.5,0,24,3,492,1,43.7,327.219829168
5.1,0,0,0,0,4,1,1,21772,293.214349865,293.4,0,22,0,313,1,3.2,293.214349865
2.9,0,0,1,0,5,3,0,2482,193.110278721,193.24,0,14,0,174,1,52.3,193.110278721
-1.8,0,0,3,0,4,6,0,51039,367.0393548,367.8,0,24,3,606,1,138,367.0393548
-2.1,0,0,4,0,4,7,0,47965,363.08889182,363.4,0,25,3,629,1,158,363.08889182
0.6,0,0,3,0,4,6,0,27447,347.09397721,347.4,0,24,3,600,1,138,347.09397721
0,0,0,4,0,5,10,0,6915944,395.03581088,395.4,1,26,2,739,1,212,395.03581088
-0.1,0,0,2,0,6,10,0,5479537,480.12496023,480.6,1,32,2,869,1,204,480.12496023
1,0,0,6,0,12,15,0,77843966,751.1497103,752.2,1,50,2,1440,1,310,751.1497103
-0.7,0,0,4,0,8,12,0,5362065,453.04129018,453.5,1,30,2,861,1,238,453.04129018
-1.4,0,0,3,0,8,12,0,5742673,455.05694025,455.5,1,30,2,833,1,227,455.05694025
0,0,0,3,0,8,9,0,441199,427.05079224,427.5,0,28,2,744,1,202,427.05079224
0.9,0,0,2,0,6,10,0,5479539,514.10931017,514.6,1,35,2,955,1,207,514.10931017
-1.4,0,0,3,0,7,11,0,6335986,427.06202563,427.5,1,28,2,744,1,210,427.06202563
-1.4,0,0,4,0,5,7,0,5281006,389.10454189,389.4,1,27,3,699,1,158,389.10454189
0.2,0,0,3,0,7,9,0,656575,532.07225596,532.6,0,36,3,1050,1,225,532.07225596
2.3,0,0,4,0,10,17,0,9852981,684.01028135,684.7,1,43,2,1210,1,330,684.01028135
0.4,0,0,3,0,8,12,0,5481173,546.09913941,546.6,1,37,2,1020,1,245,546.09913941
-0.3,0,0,4,0,6,10,0,5282242,410.03547653,410.4,1,27,2,755,1,216,410.03547653
0,0,0,3,0,5,10,0,6533629,383.03581088,383.4,1,25,2,669,1,201,383.03581088
-2.4,0,0,5,0,6,13,0,135413542,534.11037280,534.6,2,36,3,1100,1,257,534.11037280
-3.2,0,0,7,0,11,16,0,53234134,666.17509831,666.7,1,45,2,1280,1,356,666.17509831
-1.3,0,0,4,0,8,13,0,5479530,554.04605846,554.6,1,36,2,1110,1,288,554.04605846
-0.2,0,0,3,0,8,10,0,5479529,424.06888465,424.4,1,29,2,798,1,199,424.06888465
3.4,0,0,1,0,3,7,0,2662,381.07588236,381.4,0,26,0,577,1,86.4,381.07588236
1.9,0,0,3,0,10,5,1,2663,379.24710654,379.5,0,27,0,474,1,90.9,379.24710654
-6.9,0,0,11,0,7,16,0,440950,504.16903493,504.4,0,34,15,641,1,269,504.16903493
1.5,0,0,1,0,5,5,0,11962412,267.0523023,267.67,0,18,1,293,1,95.9,267.0523023
1.9,0,0,1,0,5,6,0,5773,415.06604838,415.5,0,28,2,687,1,147,415.06604838
-0.4,0,0,2,0,7,8,0,6024,396.04497858,396.4,0,26,2,680,1,167,396.04497858
-0.9,0,0,3,0,7,10,0,456255,462.07801004,462.5,0,31,3,777,1,201,462.07801004
0.4,0,0,3,0,4,6,0,38103,349.10962727,349.4,0,24,3,697,1,138,349.10962727
6.4,0,0,3,0,9,8,0,57379345,557.2227389,558.1,0,38,0,835,1,114,557.2227389
3.6,0,0,3,0,11,7,0,446156,459.24210135,459.5,1,33,2,620,1,99.9,459.24210135
-10.8,0,0,15,0,21,38,20,772,1134.0069961,1134.9,0,70,0,2410,1,652,1134.0069961
9.5,0,0,0,1,17,0,0,31203,360.363025472,360.6,0,26,0,291,1,0,360.363025472
1.7,0,0,1,0,8,5,1,2678,388.1553704,388.9,0,27,0,443,1,53,388.1553704
N/A,0,0,2,0,30,2,0,62238,512.55323154,512.9,0,36,0,267,2,40.5,512.55323154
N/A,0,0,0,0,13,1,0,14250,335.21876,336.4,0,19,0,157,2,0,335.21876
1.9,0,0,16,0,38,16,0,25074887,1429.6698184,1431.0,0,102,10,2840,1,498,1429.6698184
7.3,0,0,1,0,14,1,0,2682,242.260965704,242.44,0,17,0,123,1,20.2,242.260965704
8.7,0,0,0,1,15,0,0,2683,304.300425216,304.5,0,22,0,208,1,3.9,304.300425216
4.9,0,0,3,0,4,4,0,10133,392.29265975,392.6,0,28,10,605,1,77.8,392.29265975
1,0,0,2,0,0,2,0,2707,163.919862,165.40,0,7,0,56.4,1,40.5,163.919862
1.7,0,0,1,0,9,3,0,2708,303.0792842,304.2,0,19,0,250,1,40.5,303.0792842
1.1,0,0,3,0,5,5,0,5959,322.0123269,323.13,0,20,2,342,1,115,322.0123269
2,0,0,1,0,0,1,0,5977,175.956248,177.45,0,8,0,83.8,1,20.2,175.956248
2.4,0,0,1,0,1,3,0,2712,299.0825398,299.75,0,21,0,580,1,48.2,299.0825398
0.1,0,0,6,0,13,2,0,9552079,504.2031964,505.4,2,34,0,648,1,178,504.2031964
3,0,0,1,0,1,3,0,5284533,362.1648724,362.9,0,25,6,723,1,54.4,362.1648724
2.1,0,0,0,0,2,2,0,10783,161.0065981,161.65,0,9,0,89.1,1,41.1,161.0065981
0.9,0,0,0,0,4,1,0,4033,155.0268547,156.05,0,8,0,43.7,1,3.2,155.0268547
1.1,0,0,0,0,1,3,1,2717,273.0226421,273.74,0,17,0,395,1,62.8,273.0226421
3.1,0,0,1,0,0,1,0,1732,142.0185425,142.58,0,9,0,94.9,1,20.2,142.0185425
2.3,0,0,0,0,0,0,0,6212,117.914383,119.37,0,4,0,8,1,0,117.914383
2.9,0,0,1,0,7,4,0,8612,270.1135055,270.75,0,18,0,259,1,55.6,270.1135055
4.6,0,0,1,0,8,3,1,2719,319.1815255,319.9,0,22,0,309,1,28.2,319.1815255
-0.2,0,0,2,0,1,6,0,2720,294.9488257,295.7,0,17,0,532,1,135,294.9488257
3.9,0,0,1,0,1,1,0,6982,184.0654927,184.66,0,12,0,147,1,20.2,184.0654927
2,0,0,1,0,0,1,0,2723,156.0341926,156.61,0,10,0,104,1,20.2,156.0341926
1.2,0,0,2,0,4,3,1,7697,202.0396719,202.63,0,13,0,135,1,49.7,202.0396719
3.4,0,0,0,0,5,2,1,2725,274.1236763,274.79,0,19,0,249,1,16.1,274.1236763
5.2,0,0,0,0,4,3,0,2726,318.0957475,318.9,0,21,0,339,1,31.8,318.0957475
2.3,0,0,2,0,4,3,0,2727,276.0335411,276.74,0,17,0,345,1,83.7,276.0335411
5.2,0,0,0,0,3,2,0,667467,315.0848484,315.9,1,21,0,381,1,28.5,315.0848484
3.5,0,0,1,0,0,2,0,6301,226.9904692,228.07,0,14,0,214,1,33.1,226.9904692
-1.3,0,0,6,0,2,9,0,54675777,478.1142934,478.9,0,33,5,1010,1,182,478.1142934
0.9,0,0,3,0,2,5,1,2732,338.0128057,338.8,0,22,0,564,1,118,338.0128057
1.8,0,0,1,0,0,2,0,2733,168.9930561,169.56,0,11,0,185,1,38.3,168.9930561
N/A,0,0,1,0,8,2,2,137699107,434.3427772,435.1,0,30,0,329,4,1,434.3427772
3.6,0,0,4,0,4,5,0,221493,408.28757437,408.6,0,29,11,637,1,98,408.28757437
-0.4,0,0,1,1,2,1,0,305,104.107539070,104.17,0,7,0,46.5,1,20.2,104.107539070
N/A,0,0,1,0,2,4,0,656652,283.16443955,283.33,0,20,0,415,2,91.6,283.16443955
-4.8,0,0,8,0,6,15,0,24766,463.06319014,463.37,0,30,10,739,1,267,463.06319014
-4.1,0,0,6,0,10,8,0,4369448,321.09945651,321.35,0,21,2,403,1,160,321.09945651
N/A,0,0,0,0,0,0,0,23976,51.940505,51.996,0,1,0,0,1,0,51.940505
-0.7,0,0,4,0,2,8,0,9002,269.95040949,270.2,0,16,0,440,1,166,269.95040949
0.4,0,0,5,0,12,8,1,4052643,499.17031277,499.5,0,36,0,801,1,200,499.17031277
1.3,0,0,3,0,3,6,0,19003,341.14092740,341.4,0,23,3,559,1,138,341.14092740
5.3,0,0,1,0,6,7,0,6918155,540.30870374,540.7,0,39,9,1100,1,99.1,540.30870374
-3.6,0,0,4,0,6,6,0,60613,279.06202217,279.19,0,18,1,417,1,146,279.06202217
-1,0,0,4,0,11,7,0,6435415,358.15624311,358.5,1,24,2,519,1,155,358.15624311
0.6,0,0,2,0,9,7,0,56330,417.22637110,417.5,0,30,3,608,1,99.2,417.22637110
3.1,0,0,1,0,7,5,0,2754,369.21647512,369.5,0,27,0,485,1,81.9,369.21647512
0.4,0,0,3,0,7,4,0,2756,252.11571571,252.34,0,17,0,296,1,114,252.11571571
6.1,0,0,1,0,6,4,0,156419,357.17043419,357.4,0,26,1,422,1,12,357.17043419
4.4,0,0,1,0,10,4,0,3025,343.22597718,343.5,0,25,0,387,1,54.5,343.22597718
2.5,0,0,0,0,0,1,0,2758,154.135765193,154.25,0,11,0,164,1,9.2,154.135765193
1.9,0,0,0,0,2,1,0,637511,132.057514874,132.16,1,10,0,121,1,17.1,132.057514874
1.9,0,0,1,0,2,1,0,5315892,134.073164938,134.17,1,10,0,101,1,20.2,134.073164938
5.8,0,0,0,0,6,2,0,1547484,368.225248902,368.5,1,28,0,429,1,6.5,368.225248902
2.1,0,0,1,0,2,7,0,2762,262.05897142,262.22,0,19,0,449,1,88.4,262.05897142
3.4,0,0,1,0,4,3,1,2763,288.0319997,289.15,0,18,0,333,1,46.5,288.0319997
-1.1,0,0,2,0,3,7,0,2764,331.13321961,331.34,0,24,0,571,1,72.9,331.13321961
3.4,0,0,2,0,9,7,0,6917698,465.1830623,465.9,0,32,2,581,1,86.1,465.1830623
7.9,0,0,0,2,26,12,0,62887,928.50852574,929.1,0,67,4,1390,1,126,928.50852574
N/A,0,0,2,0,0,2,0,5702198,298.955598,300.05,0,5,0,2.8,3,2,298.955598
3.2,0,0,0,0,5,4,1,2771,324.16379146,324.4,0,24,0,466,1,36.3,324.16379146
-1.7,0,0,4,0,5,7,0,311,192.02700259,192.12,0,13,0,227,1,132,192.02700259
0.8,0,0,3,0,2,7,0,20279,285.0628670,285.69,0,19,3,338,1,119,285.0628670
3.2,0,0,4,0,8,14,0,84029,747.47689126,748.0,0,52,18,1190,1,183,747.47689126
-1.2,0,0,2,0,2,5,0,5280980,199.04807239,199.16,1,14,2,324,1,87.1,199.04807239
5,0,0,0,0,6,2,0,26987,343.1702921,343.9,0,24,2,376,1,12.5,343.1702921
4,0,0,0,0,4,2,0,2782,325.1345753,325.8,0,23,0,377,1,21.1,325.1345753
2.2,0,0,3,0,4,3,1,2783,276.0796186,277.19,0,17,0,233,1,58.3,276.0796186
3.3,0,0,1,1,5,3,1,2784,352.19126869,352.4,0,26,0,482,1,46.5,352.19126869
2.2,0,0,4,0,7,7,0,446598,424.1798710,425.0,0,27,9,502,1,128,424.1798710
3.5,0,0,1,0,0,2,0,2788,304.91044,305.50,0,13,0,192,1,33.1,304.91044
2.1,0,0,0,0,1,2,0,2789,300.0665554,300.74,0,21,0,423,1,40.6,300.0665554
2.5,0,0,2,0,2,5,0,5311051,410.1660152,410.9,0,28,8,808,1,74.6,410.1660152
2.6,0,0,1,0,2,5,0,71387,408.1503652,408.9,0,28,7,849,1,71.4,408.1503652
-2.1,0,0,4,0,2,6,0,25419,243.8860172,244.89,0,11,0,211,1,115,243.8860172
0.9,0,0,3,0,2,8,0,119182,303.0534451,303.68,0,20,4,370,1,119,303.0534451
7.1,0,0,1,0,4,4,0,2794,472.1221521,473.4,0,33,0,829,1,40,472.1221521
3.3,0,0,0,0,5,3,0,2796,242.0709720,242.70,0,16,0,232,1,35.5,242.0709720
7.2,0,0,0,0,9,2,0,1548955,405.1859422,406.0,1,29,0,481,1,12.5,405.1859422
5.2,0,0,0,0,4,2,0,2801,314.1549764,314.9,0,22,0,346,1,6.5,314.1549764
-1.5,0,0,7,0,3,10,0,54680675,508.1248581,508.9,0,35,5,1040,1,188,508.1248581
2.4,0,0,1,0,1,4,0,2802,315.0410689,315.71,0,22,0,491,1,87.3,315.0410689
1.6,0,0,2,0,2,1,0,2803,229.0173527,230.09,0,14,0,222,1,36.4,229.0173527
2.3,0,0,2,0,3,5,0,12492,345.0913904,345.8,0,22,2,498,1,101,345.0913904
3.8,0,0,0,0,4,4,0,60606,321.0590276,321.8,0,21,1,381,1,57.8,321.0590276
5,0,0,0,0,4,1,0,2812,344.1080262,344.8,0,25,0,396,1,17.8,344.1080262
2.4,0,0,2,0,4,7,0,6098,435.0655696,435.9,0,29,3,722,1,138,435.0655696
3.1,0,0,1,0,1,3,0,135398737,326.1298243,326.8,0,23,0,446,1,30.9,326.1298243
N/A,0,0,16,0,19,36,1,71717894,2714.2301933,2715.3,0,190,28,4680,8,724,2713.2268385
N/A,0,0,0,0,0,2,0,3032536,128.870899,129.84,0,3,0,0,3,0,128.870899
N/A,0,0,0,0,0,4,0,24965,154.884923,155.00,0,6,0,62.2,2,88.6,154.884923
5.7,0,0,3,0,20,10,0,25151504,775.35496016,776.0,0,54,3,1120,1,195,775.35496016
3.9,0,0,3,0,4,7,0,16222096,531.06306,531.3,0,30,1,624,1,64.6,531.06306
1.1,0,0,1,0,1,4,0,5284371,299.15214353,299.4,0,22,5,509,1,41.9,299.15214353
1,0,0,1,0,5,6,0,6167,399.16818752,399.4,0,29,1,740,1,83.1,399.16818752
N/A,0,0,4,0,22,5,1,160051,616.438046,618.2,0,39,0,301,6,62.6,616.438046
N/A,0,0,5,0,11,6,1,62816,281.1982382,281.83,0,18,0,116,2,101,281.1982382
-3.3,0,0,18,0,28,18,1,5311054,1154.74992724,1155.4,0,81,12,2050,1,491,1154.74992724
21.9,0,0,0,0,14,2,14,75007581,848.78865120,849.4,0,62,0,1490,1,25.8,848.78865120
-14.3,0,0,67,0,166,72,0,16186200,4756.5067243,4757,0,333,45,11700,1,2050,4754.5000146
-19.7,0,0,63,0,148,68,0,16132265,4540.2660828,4541,0,322,36,11200,1,1860,4538.2593732
1.5,0,0,2,0,2,5,0,222786,360.19367399,360.4,0,26,6,724,1,91.7,360.19367399
3.7,0,0,2,0,5,6,0,11626560,449.1185439,450.3,0,30,1,557,1,78,449.1185439
1.9,0,0,3,0,8,11,0,2882,468.06926132,468.4,0,34,0,835,1,166,468.06926132
2.8,0,0,0,0,3,1,0,688020,203.131014166,203.28,1,15,0,235,1,20.3,203.131014166
1.4,0,0,0,0,5,2,1,5368010,226.168127949,226.32,1,16,0,272,1,40.6,226.168127949
N/A,0,0,0,0,0,1,0,164827,78.924512,79.55,0,2,0,0,2,1,78.924512
3.2,0,0,2,0,8,6,0,969516,368.12598835,368.4,2,27,0,507,1,93.1,368.12598835
-0.3,0,0,1,0,0,2,0,9864,42.021798072,42.040,0,3,0,29.3,1,49.8,42.021798072
4.2,0,0,1,0,4,3,3,2893,276.17254462,276.4,0,20,0,331,1,46.5,276.17254462
3.6,0,0,0,0,3,2,0,6726,266.178298710,266.4,0,20,0,253,1,6.5,266.178298710
1.8,0,0,2,0,2,3,0,5838,236.11609238,236.27,0,17,0,392,1,75.3,236.11609238
5.2,0,0,0,0,3,1,0,2895,275.167399674,275.4,0,21,0,365,1,3.2,275.167399674
5.5,0,0,0,0,6,4,0,2898,364.16745924,364.4,0,27,0,503,1,52.6,364.16745924
1.3,0,0,3,0,3,7,1,2904,379.0427261,379.9,0,23,0,637,1,135,379.0427261
2.7,0,0,1,0,7,4,1,2905,291.18344366,291.4,0,21,0,331,1,49.8,291.18344366
0.6,0,0,1,0,5,4,1,2907,260.0248201,261.08,0,14,0,212,1,41.6,260.0248201
-1.5,0,0,2,0,0,3,0,6234,102.042927438,102.09,0,7,1,92.9,1,64.4,102.042927438
7.5,0,0,5,0,15,12,0,5284373,1201.84136802,1202.6,1,85,12,2330,1,279,1201.84136802
4.7,0,0,0,0,0,1,0,2913,287.167399674,287.4,0,22,0,423,1,3.2,287.167399674
3.1,0,0,1,0,1,3,0,5284537,374.1648724,374.9,0,26,8,797,1,54.4,374.1648724
-2.5,0,0,3,0,2,4,0,5862,121.01974964,121.16,0,7,1,75.3,1,64.3,121.01974964
-6.3,0,0,4,0,7,8,0,67678,240.02384922,240.3,0,14,2,192,1,177,240.02384922
-2.1,0,0,4,0,2,5,0,6253,243.08552052,243.22,0,17,4,383,1,129,243.08552052
0.2,0,0,1,0,0,2,0,10235,190.110613074,190.24,0,14,2,332,1,32.3,190.110613074
1.7,0,0,4,0,9,7,0,216210,471.20188768,471.5,0,35,0,757,1,150,471.20188768
4.8,0,0,2,0,6,11,0,44462760,519.10105173,519.6,0,35,0,817,1,147,519.10105173
-0.6,0,0,2,0,3,5,0,135398738,182.09160896,182.18,1,13,0,215,1,99.7,182.09160896
5.1,0,0,4,0,13,8,0,25154714,738.38533134,738.9,0,54,4,1190,1,175,738.38533134
4.4,0,0,2,0,7,7,0,11511120,469.1680809,469.9,1,33,0,665,1,79.4,469.1680809
3.8,0,0,5,0,8,18,0,457193,1254.62847470,1255.4,0,90,10,3030,1,356,1254.62847470
3.8,0,0,21,0,22,30,0,16134627,1814.6085580,1816.7,0,128,18,3740,1,573,1814.6085580
2.2,0,0,2,0,7,11,0,6323289,690.32985036,690.8,3,48,5,1340,1,185,690.32985036
-10.8,0,0,15,0,21,38,20,772,1134.0069961,1134.9,0,70,0,2410,1,652,1134.0069961
3.8,0,0,1,0,1,3,0,28417,337.204179104,337.5,0,25,6,677,1,46.3,337.204179104
3.2,0,0,2,0,0,4,0,2950,240.04225873,240.21,0,18,0,346,1,74.6,240.04225873
1.7,0,0,1,0,3,6,0,6914273,314.06511943,314.25,1,23,0,524,1,121,314.06511943
2.3,0,0,4,0,6,6,0,9887712,408.1339662,408.9,0,28,5,472,1,99.4,408.1339662
5.1,0,0,0,0,6,2,0,71353,305.177964357,305.4,0,23,1,337,1,12.5,305.177964357
1,0,0,2,0,2,4,0,2955,248.06194880,248.30,0,17,0,306,1,94.6,248.06194880
-5.1,0,0,22,0,35,28,0,21585658,1619.71036639,1620.7,0,115,13,3480,1,702,1619.71036639
4.1,0,0,1,0,4,5,0,91801202,450.1571017,450.9,0,32,1,693,1,88.9,450.1571017
4.6,0,0,1,0,7,3,0,444031,426.230728204,426.5,0,32,1,607,1,55.6,426.230728204
1.8,0,0,3,0,6,5,1,67171867,398.1258016,398.8,0,28,1,598,1,120,398.1258016
2.9,0,0,3,0,12,9,0,213039,547.23522170,547.7,0,38,5,853,1,149,547.23522170
4.3,0,0,2,0,6,6,0,56640146,493.16714214,493.6,0,35,0,938,1,113,493.16714214
3.6,0,0,3,0,7,9,0,3062316,487.1557220,488.0,0,33,0,642,1,135,487.1557220
1.8,0,0,5,0,4,11,0,30323,527.17914612,527.5,0,38,6,960,1,186,527.17914612
0.8,0,0,2,0,1,1,0,2966,175.110947427,175.23,0,13,0,202,1,53.1,175.110947427
-1.2,0,0,3,0,2,4,0,451668,228.08585488,228.21,0,16,3,356,1,121,228.08585488
3.8,0,0,0,0,9,2,1,65111,204.15478656,204.37,0,13,0,123,1,36.3,204.15478656
3.8,0,0,3,0,4,6,0,214348,373.10625597,373.4,0,28,0,540,1,108,373.10625597
0.5,0,0,1,0,0,3,0,2972,139.063328530,139.15,0,10,0,228,1,40.5,139.063328530
1.8,0,0,4,0,5,7,0,135565962,444.11987140,444.4,0,31,0,773,1,137,444.11987140
2,0,0,1,0,4,7,0,189821,441.21513771,441.5,0,32,8,996,1,102,441.21513771
3.5,0,0,17,0,41,18,0,16136245,1630.7487970,1632.3,0,117,11,3390,1,513,1630.7487970
2.6,0,0,1,0,4,5,0,6674,402.24062418,402.5,0,29,8,756,1,88.5,402.24062418
2.7,0,0,3,0,3,11,0,487101,440.0499171,440.8,0,30,0,755,1,120,440.0499171
5.6,0,0,0,0,7,11,0,6480466,534.17261902,534.5,0,38,1,795,1,104,534.17261902
2.4,0,0,3,0,6,7,0,5625,456.19435995,456.6,0,32,0,749,1,119,456.19435995
3.1,0,0,1,0,1,2,0,17925,304.0170183,305.2,0,20,0,413,1,41.5,304.0170183
0.7,0,0,6,0,2,9,0,54680690,464.0986433,464.9,0,32,5,961,1,182,464.0986433
4.9,0,0,3,0,4,4,0,222528,392.29265975,392.6,0,28,10,605,1,77.8,392.29265975
1.4,0,0,5,0,31,15,1,86278355,1045.57695690,1046.3,0,73,10,1880,1,301,1045.57695690
4.8,0,0,0,0,2,2,0,203911,333.209264485,333.5,0,25,2,427,1,12.5,333.209264485
7.3,0,0,2,2,11,2,0,2993,456.32529729,456.7,0,34,0,532,1,59.8,456.32529729
-2.1,0,0,6,0,23,9,0,2973,560.35336251,560.7,0,39,0,739,1,206,560.35336251
2.6,0,0,0,0,2,7,1,42113,168.00098366,168.04,0,10,0,97.7,1,9.2,168.00098366
4.9,0,0,1,0,4,2,0,2995,266.178298710,266.4,0,20,0,267,1,15.3,266.178298710
4.5,0,0,1,0,0,2,0,124087,310.1236763,310.8,0,22,0,425,1,24.9,310.1236763
-4,0,0,13,0,19,15,0,5311065,1068.42695588,1069.2,0,74,7,2040,1,489,1068.42695588
4.9,0,0,1,0,2,1,0,40973,310.229665576,310.5,0,23,6,605,1,20.2,310.229665576
1.9,0,0,3,0,2,6,0,5743,392.19990218,392.5,0,28,8,805,1,94.8,392.19990218
1.8,0,0,1,0,2,1,0,5826,135.104799419,135.21,0,10,1,84.7,1,26,135.104799419
3.4,0,0,1,0,4,4,0,66265,231.12348400,231.26,0,16,1,203,1,12,231.12348400
3.5,0,0,1,0,4,2,0,39912,206.130679813,206.28,0,15,1,203,1,37.3,206.130679813
3.1,0,0,1,0,4,3,0,667550,254.094294304,254.28,0,19,1,331,1,54.4,254.094294304
3.1,0,0,1,0,2,1,0,5311068,200.131348519,200.28,0,15,1,205,1,28.7,200.131348519
-0.9,0,0,4,0,6,4,0,131204,205.13140809,205.25,0,14,1,182,1,89.8,205.13140809
-1.4,0,0,2,0,3,6,0,71384,268.11715500,268.27,0,19,1,404,1,98.8,268.11715500
-7.2,0,0,11,0,11,16,14,4125253,504.16903493,504.4,0,34,0,625,1,277,504.16903493
3.4,0,0,0,0,1,2,0,5360696,271.193614421,271.4,0,20,3,370,1,12.5,271.193614421
3.8,0,0,0,0,6,3,0,92943,392.246378268,392.5,0,29,1,495,1,32.8,392.246378268
4.2,0,0,0,0,9,3,0,10100,339.219829168,339.5,0,25,2,397,1,29.5,339.219829168
1.5,0,0,0,0,4,6,0,5462328,369.15762283,369.4,0,27,5,692,1,65.1,369.15762283
3,0,0,0,0,1,2,0,3016,284.0716407,284.74,0,20,0,403,1,32.7,284.0716407
1.2,0,0,1,0,0,3,0,3019,229.9916763,230.67,0,14,0,360,1,66.9,229.9916763
3.2,0,0,4,0,8,4,0,11974,469.97760,470.2,0,25,0,426,1,118,467.97965
N/A,0,0,4,0,1,6,0,10188,517.931738,519.0,0,28,0,323,3,104,515.934688
2.5,0,0,1,0,1,1,0,15684,175.9795702,177.02,0,10,0,108,1,20.2,175.9795702
2.3,0,0,0,0,0,2,0,6391,119.9345117,120.91,0,5,0,30.6,1,0,119.9345117
4.3,0,0,2,0,2,2,0,3037,268.0057849,269.12,0,17,0,226,1,40.5,268.0057849
0.3,0,0,2,0,2,6,0,3038,303.9146044,305.2,0,16,0,452,1,137,303.9146044
4.4,0,0,2,0,4,3,0,3033,295.0166840,296.1,0,19,0,304,1,49.3,295.0166840
2.9,0,0,2,0,4,7,0,18381,469.0265972,470.3,0,30,3,746,1,138,469.0265972
5.5,0,0,0,0,8,3,0,3042,309.266779359,309.5,0,22,0,326,1,29.5,309.266779359
-1.2,0,0,2,0,2,5,0,135398739,236.09094026,236.23,0,17,2,348,1,88.7,236.09094026
5.4,0,0,2,0,3,2,0,667476,266.130679813,266.3,2,20,0,318,1,40.5,266.130679813
1.8,0,0,1,0,1,3,0,68861,311.188529040,311.4,0,23,4,679,1,61.1,311.188529040
1.6,0,0,0,-1,2,2,0,28343,148.02546667,148.3,0,8,0,73,1,36.3,148.02546667
2.8,0,0,0,0,5,2,1,7029,205.146664230,205.30,0,15,0,193,1,20.3,205.146664230
5.1,0,0,2,0,4,2,0,448537,268.146329876,268.3,1,20,0,286,1,40.5,268.146329876
-0.6,0,0,7,0,18,9,0,24794466,679.40573244,679.8,0,49,4,1080,1,223,679.40573244
2.3,0,0,2,0,2,6,0,11954369,394.19556569,394.5,0,28,9,791,1,74.6,394.19556569
4.4,0,0,2,0,2,5,0,3059,250.04415044,250.20,0,18,0,311,1,57.5,250.04415044
2.3,0,0,5,0,7,13,0,441207,764.43469209,764.9,0,54,20,1410,1,183,764.43469209
2.3,0,0,5,0,7,13,0,441207,764.43469209,764.9,0,54,20,1410,1,183,764.43469209
1.3,0,0,6,0,7,14,0,2724385,780.42960671,780.9,0,55,21,1450,1,203,780.42960671
