Drug,Isotope_Atom,atom_chiral_undef,Log P_Xlogp3,Heavy_Atom,Compound Complexity_N/A,bond_chiral_undef,charge,Topological_Polar Surface Area,atom_chiral_def,bond_chiral_def,Molecular Weight_N/A,Weight_Monoisotopic,Covalent_Unit,Count_Hydrogen Bond Acceptor,Count_Hydrogen Bond Donor,Mass_Exact,Count_Rotatable Bond
Reteplase,,,,,,,,,,,,,,,,,
Retigabine,0.0,0.0,2.8,22.0,348.0,0.0,0.0,76.4,0.0,0.0,303.33,303.13830499,1.0,5.0,3.0,303.13830499,6.0
Retinol,0.0,0.0,5.7,21.0,496.0,0.0,0.0,20.2,0.0,4.0,286.5,286.229665576,1.0,1.0,1.0,286.229665576,5.0
Rhamnus,,,,,,,,,,,,,,,,,
Rheum,,,,,,,,,,,,,,,,,
Rhodiola,,,,,,,,,,,,,,,,,
Rhus,,,,,,,,,,,,,,,,,
Ribavirin,0.0,0.0,-1.8,17.0,304.0,0.0,0.0,144.0,4.0,0.0,244.2,244.0807695,1.0,7.0,4.0,244.0807695,3.0
Ribociclib,0.0,0.0,2.2,32.0,635.0,0.0,0.0,91.2,0.0,0.0,434.5,434.25425761,1.0,7.0,2.0,434.25425761,5.0
Ricinus Communis,,,,,,,,,,,,,,,,,
Rifabutin,0.0,0.0,5.6,61.0,1880.0,0.0,0.0,209.0,9.0,3.0,847.0,846.44150881,1.0,14.0,5.0,846.44150881,5.0
Rifampicin,0.0,0.0,4.9,59.0,1620.0,0.0,0.0,220.0,9.0,4.0,822.9,822.4051233,1.0,15.0,6.0,822.4051233,5.0
Rifamycin,0.0,0.0,4.9,50.0,1330.0,0.0,0.0,201.0,9.0,3.0,697.8,697.30982593,1.0,12.0,6.0,697.30982593,3.0
Rifaximin,0.0,0.0,6.9,57.0,1590.0,0.0,0.0,198.0,9.0,3.0,785.9,785.35235945,1.0,12.0,5.0,785.35235945,3.0
Rilpivirine,0.0,0.0,4.5,28.0,607.0,0.0,0.0,97.4,0.0,1.0,366.4,366.1592946,1.0,6.0,2.0,366.1592946,5.0
Riluzole,0.0,0.0,3.6,15.0,238.0,0.0,0.0,76.4,0.0,0.0,234.2,234.00746845,1.0,7.0,1.0,234.00746845,1.0
Rimegepant,0.0,0.0,2.3,39.0,891.0,0.0,0.0,114.0,3.0,0.0,534.6,534.2190951,1.0,8.0,2.0,534.2190951,4.0
Rimexolone,0.0,0.0,3.5,27.0,749.0,0.0,0.0,54.4,8.0,0.0,370.5,370.25079494,1.0,3.0,1.0,370.25079494,2.0
Rimiterol,0.0,2.0,0.8,16.0,224.0,0.0,0.0,72.7,0.0,0.0,223.27,223.1208434,1.0,4.0,4.0,223.1208434,2.0
Rimonabant,0.0,0.0,6.5,30.0,583.0,0.0,0.0,50.2,0.0,0.0,463.8,462.078094,1.0,3.0,1.0,462.078094,4.0
Riociguat,0.0,0.0,1.6,31.0,618.0,0.0,0.0,138.0,0.0,0.0,422.4,422.16150004,1.0,9.0,2.0,422.16150004,5.0
Ripretinib,0.0,0.0,4.1,33.0,746.0,0.0,0.0,86.4,0.0,0.0,510.4,509.08627,1.0,5.0,3.0,509.08627,5.0
Risankizumab,,,,,,,,,,,,,,,,,
Risdiplam,0.0,0.0,0.5,30.0,886.0,0.0,0.0,78.1,0.0,0.0,401.5,401.19640838,1.0,6.0,1.0,401.19640838,2.0
Risedronic Acid,0.0,0.0,-3.1,17.0,339.0,0.0,0.0,148.0,0.0,0.0,283.11,283.00107569,1.0,8.0,5.0,283.00107569,4.0
Risperidone,0.0,0.0,2.7,30.0,731.0,0.0,0.0,61.9,0.0,0.0,410.5,410.21180428,1.0,6.0,0.0,410.21180428,4.0
Ritodrine,0.0,0.0,2.3,21.0,284.0,0.0,0.0,72.7,2.0,0.0,287.35,287.15214353,1.0,4.0,4.0,287.15214353,6.0
Ritonavir,0.0,0.0,6.0,50.0,1040.0,0.0,0.0,202.0,4.0,0.0,720.9,720.312761,1.0,9.0,4.0,720.312761,18.0
Rituximab,,,,,,,,,,,,,,,,,
Rivaroxaban,0.0,0.0,2.5,29.0,645.0,0.0,0.0,116.0,1.0,0.0,435.9,435.0655696,1.0,6.0,1.0,435.0655696,5.0
Rivastigmine,0.0,0.0,2.3,18.0,269.0,0.0,0.0,32.8,1.0,0.0,250.34,250.168127949,1.0,3.0,0.0,250.168127949,5.0
Rizatriptan,0.0,0.0,1.7,20.0,309.0,0.0,0.0,49.7,0.0,0.0,269.34,269.16404563,1.0,3.0,1.0,269.16404563,5.0
Rocuronium,0.0,0.0,5.0,38.0,898.0,0.0,1.0,59.0,10.0,0.0,529.8,529.40053318,1.0,5.0,1.0,529.40053318,6.0
Rofecoxib,0.0,0.0,2.3,22.0,556.0,0.0,0.0,68.8,0.0,0.0,314.4,314.0612801,1.0,4.0,0.0,314.0612801,3.0
Roflumilast,0.0,0.0,4.6,26.0,475.0,0.0,0.0,60.5,0.0,0.0,403.2,402.034954,1.0,6.0,1.0,402.034954,7.0
Rolapitant,0.0,0.0,4.4,35.0,731.0,0.0,0.0,50.4,3.0,0.0,500.5,500.18984705,1.0,9.0,2.0,500.18984705,5.0
Romiplostim,,,,,,,,,,,,,,,,,
Romosozumab,,,,,,,,,,,,,,,,,
Ropinirole,0.0,0.0,2.7,19.0,286.0,0.0,0.0,32.3,0.0,0.0,260.37,260.188863393,1.0,2.0,1.0,260.188863393,7.0
Ropivacaine,0.0,0.0,2.9,20.0,308.0,0.0,0.0,32.3,1.0,0.0,274.4,274.204513457,1.0,2.0,1.0,274.204513457,4.0
Rosa,,,,,,,,,,,,,,,,,
Rosiglitazone,0.0,1.0,3.1,25.0,468.0,0.0,0.0,96.8,0.0,0.0,357.4,357.11471265,1.0,6.0,1.0,357.11471265,7.0
Rosmarinus Officinalis,,,,,,,,,,,,,,,,,
Rosuvastatin,0.0,0.0,1.6,33.0,767.0,0.0,0.0,149.0,2.0,1.0,481.5,481.16828496,1.0,10.0,3.0,481.16828496,10.0
Rotigotine,0.0,0.0,4.9,22.0,337.0,0.0,0.0,51.7,1.0,0.0,315.5,315.16568559,1.0,3.0,1.0,315.16568559,6.0
Roxadustat,0.0,0.0,3.4,26.0,508.0,0.0,0.0,109.0,0.0,0.0,352.3,352.10592162,1.0,6.0,3.0,352.10592162,5.0
Rubia,,,,,,,,,,,,,,,,,
Rubus,,,,,,,,,,,,,,,,,
Rucaparib,0.0,0.0,2.5,24.0,466.0,0.0,0.0,56.9,0.0,0.0,323.4,323.14339037,1.0,3.0,3.0,323.14339037,3.0
Rufinamide,0.0,0.0,0.7,17.0,281.0,0.0,0.0,73.8,0.0,0.0,238.19,238.06661722,1.0,5.0,1.0,238.06661722,3.0
Rumex,,,,,,,,,,,,,,,,,
Rupatadine,0.0,0.0,5.8,30.0,609.0,0.0,0.0,29.0,0.0,0.0,416.0,415.1815255,1.0,3.0,0.0,415.1815255,2.0
Ruscus Aculeatus,,,,,,,,,,,,,,,,,
Ruta,,,,,,,,,,,,,,,,,
Rutoside,0.0,0.0,-1.3,43.0,1020.0,0.0,0.0,266.0,10.0,0.0,610.5,610.15338487,1.0,16.0,10.0,610.15338487,6.0
Ruxolitinib,0.0,0.0,2.1,23.0,453.0,0.0,0.0,83.2,1.0,0.0,306.4,306.1592946,1.0,4.0,1.0,306.1592946,4.0
Sacituzumab Govitecan,0.0,1.0,-3.3,113.0,3150.0,0.0,0.0,497.0,3.0,0.0,1601.8,1600.7007134,1.0,30.0,8.0,1600.7007134,54.0
Sacubitril/Valsartan,,,,,,,,,,,,,,,,,
Safinamide,0.0,0.0,2.2,22.0,346.0,0.0,0.0,64.4,1.0,0.0,302.34,302.14305602,1.0,4.0,2.0,302.14305602,7.0
Salbutamol,0.0,1.0,0.3,17.0,227.0,0.0,0.0,72.7,0.0,0.0,239.31,239.15214353,1.0,4.0,4.0,239.15214353,5.0
Salicylamide,0.0,0.0,1.3,10.0,136.0,0.0,0.0,63.3,0.0,0.0,137.14,137.047678466,1.0,2.0,2.0,137.047678466,1.0
Salicylic Acid,0.0,0.0,2.3,10.0,133.0,0.0,0.0,57.5,0.0,0.0,138.12,138.031694049,1.0,3.0,2.0,138.031694049,1.0
Salmeterol,0.0,1.0,3.9,30.0,403.0,0.0,0.0,82.0,0.0,0.0,415.6,415.27225866,1.0,5.0,4.0,415.27225866,16.0
Salsalate,0.0,0.0,3.0,19.0,341.0,0.0,0.0,83.8,0.0,0.0,258.23,258.05282342,1.0,5.0,2.0,258.05282342,4.0
Samarium (153sm) - Lexidronam,,,,,,,,,,,,,,,,,
Sambucus,,,,,,,,,,,,,,,,,
Sapropterin,0.0,0.0,-1.9,17.0,405.0,0.0,0.0,132.0,3.0,0.0,241.25,241.11748936,1.0,6.0,6.0,241.11748936,2.0
Saquinavir,0.0,0.0,4.2,49.0,1140.0,0.0,0.0,167.0,6.0,0.0,670.8,670.38426872,1.0,7.0,5.0,670.38426872,13.0
Sarilumab,,,,,,,,,,,,,,,,,
Satralizumab,,,,,,,,,,,,,,,,,
Saxagliptin,0.0,2.0,0.7,23.0,609.0,0.0,0.0,90.4,4.0,0.0,315.4,315.19467705,1.0,4.0,2.0,315.19467705,2.0
Schedonorus,,,,,,,,,,,,,,,,,
Scrophularia,,,,,,,,,,,,,,,,,
Scutellaria,,,,,,,,,,,,,,,,,
Sebelipase Alfa,,,,,,,,,,,,,,,,,
Secale Cereale,,,,,,,,,,,,,,,,,
Secukinumab,,,,,,,,,,,,,,,,,
Selegiline,0.0,0.0,2.8,14.0,195.0,0.0,0.0,3.2,1.0,0.0,187.28,187.136099547,1.0,1.0,0.0,187.136099547,4.0
Selenium,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,78.97,79.91652,1.0,0.0,0.0,79.91652,0.0
Selenonorcholestenol (75se),,,,,,,,,,,,,,,,,
Selexipag,0.0,0.0,3.8,35.0,730.0,0.0,0.0,110.0,0.0,0.0,496.6,496.21442669,1.0,7.0,1.0,496.21442669,12.0
Selpercatinib,0.0,2.0,2.5,39.0,885.0,0.0,0.0,112.0,0.0,0.0,525.6,525.24883788,1.0,9.0,1.0,525.24883788,8.0
Selumetinib,0.0,0.0,3.6,27.0,523.0,0.0,0.0,88.4,0.0,0.0,457.7,456.00001,1.0,6.0,3.0,456.00001,6.0
Semaglutide,0.0,0.0,-5.8,291.0,9590.0,0.0,0.0,1650.0,30.0,0.0,4114.0,4111.115377,1.0,63.0,57.0,4112.1187318,151.0
Senna,0.0,12.0,1.2,62.0,1550.0,0.0,0.0,348.0,0.0,0.0,862.7,862.1956436,1.0,20.0,12.0,862.1956436,9.0
Serine,0.0,0.0,-3.1,7.0,72.6,0.0,0.0,83.6,1.0,0.0,105.09,105.042593085,1.0,4.0,3.0,105.042593085,2.0
Serrapeptase,,,,,,,,,,,,,,,,,
Sertindole,0.0,0.0,4.1,31.0,623.0,0.0,0.0,40.5,0.0,0.0,440.9,440.1779173,1.0,3.0,1.0,440.1779173,5.0
Sertraline,0.0,0.0,4.8,20.0,322.0,0.0,0.0,12.0,2.0,0.0,306.2,305.0738049,1.0,1.0,1.0,305.0738049,2.0
Sevelamer,0.0,1.0,,9.0,55.1,0.0,0.0,38.6,0.0,0.0,149.62,149.0607417,2.0,2.0,1.0,149.0607417,2.0
Sevoflurane,0.0,0.0,2.8,12.0,121.0,0.0,0.0,9.2,0.0,0.0,200.05,200.00721185,1.0,8.0,0.0,200.00721185,2.0
Sibutramine,0.0,1.0,5.4,19.0,275.0,0.0,0.0,3.2,0.0,0.0,279.8,279.1753775,1.0,1.0,0.0,279.1753775,5.0
Sida Cordifolia,,,,,,,,,,,,,,,,,
Sigesbeckia,,,,,,,,,,,,,,,,,
Sildenafil,0.0,0.0,1.5,33.0,838.0,0.0,0.0,118.0,0.0,0.0,474.6,474.20492463,1.0,8.0,1.0,474.20492463,7.0
Silicone,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.085,27.976926534,1.0,0.0,0.0,27.976926534,0.0
Siltuximab,,,,,,,,,,,,,,,,,
Silver,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,107.868,106.90509,1.0,0.0,0.0,106.90509,0.0
Silver Nitrate,0.0,0.0,,5.0,18.8,0.0,0.0,62.9,0.0,0.0,169.873,168.89291,2.0,3.0,0.0,168.89291,0.0
Silybum Marianum,,,,,,,,,,,,,,,,,
Simeprevir,0.0,0.0,4.8,52.0,1490.0,0.0,0.0,194.0,5.0,1.0,749.9,749.2916912,1.0,10.0,2.0,749.2916912,8.0
Simethicone,0.0,0.0,,13.0,125.0,0.0,0.0,52.6,0.0,0.0,238.46,238.05128865,2.0,4.0,0.0,238.05128865,3.0
Simvastatin,0.0,0.0,4.7,30.0,706.0,0.0,0.0,72.8,7.0,0.0,418.6,418.27192431,1.0,5.0,1.0,418.27192431,7.0
Siponimod,0.0,0.0,4.8,37.0,777.0,0.0,0.0,62.1,0.0,1.0,516.6,516.25997747,1.0,8.0,1.0,516.25997747,9.0
Sirolimus,0.0,0.0,6.0,65.0,1760.0,0.0,0.0,195.0,15.0,4.0,914.2,913.55514157,1.0,13.0,3.0,913.55514157,6.0
Sitagliptin,0.0,0.0,0.7,28.0,566.0,0.0,0.0,77.0,1.0,0.0,407.31,407.11807909,1.0,10.0,1.0,407.11807909,4.0
Sitaxsentan,0.0,0.0,3.7,29.0,720.0,0.0,0.0,144.0,0.0,0.0,454.9,454.0060062,1.0,9.0,1.0,454.0060062,6.0
Smilax,,,,,,,,,,,,,,,,,
Sodium,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.9897693,22.98976928,1.0,0.0,0.0,22.98976928,0.0
Sodium (S)-Lactate,0.0,0.0,,7.0,63.2,0.0,0.0,60.4,1.0,0.0,112.06,112.0136383,2.0,3.0,1.0,112.0136383,1.0
Sodium Acetate,0.0,0.0,,5.0,34.6,0.0,0.0,40.1,0.0,0.0,82.03,82.00307362,2.0,2.0,0.0,82.00307362,0.0
Sodium Acid Citrate,0.0,0.0,,15.0,216.0,0.0,0.0,138.0,0.0,0.0,236.09,235.99089109,3.0,7.0,2.0,235.99089109,3.0
Sodium Acid Phosphate,0.0,0.0,,6.0,61.9,0.0,0.0,80.6,0.0,0.0,119.977,119.95883982,2.0,4.0,2.0,119.95883982,0.0
Sodium Acid Pyrophosphate,0.0,0.0,,11.0,143.0,0.0,0.0,130.0,0.0,0.0,221.94,221.90711496,3.0,7.0,2.0,221.90711496,2.0
Sodium Alkylsulphoacetate,,,,,,,,,,,,,,,,,
Sodium Bicarbonate,0.0,0.0,,5.0,33.9,0.0,0.0,60.4,0.0,0.0,84.007,83.98233817,2.0,3.0,1.0,83.98233817,0.0
Sodium Cellulose Phosphate,,,,,,,,,,,,,,,,,
Sodium Chloride,0.0,0.0,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,58.44,57.958622,2.0,1.0,0.0,57.958622,0.0
Sodium Citrate,0.0,0.0,,16.0,211.0,0.0,0.0,141.0,0.0,0.0,258.07,257.97283534,4.0,7.0,1.0,257.97283534,2.0
Sodium Fluoride,0.0,0.0,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,41.9881724,41.98817244,2.0,1.0,0.0,41.98817244,0.0
Sodium Gluconate,0.0,0.0,,14.0,176.0,0.0,0.0,141.0,4.0,0.0,218.14,218.04024697,2.0,7.0,5.0,218.04024697,5.0
Sodium Hydroxide,0.0,0.0,,2.0,2.0,0.0,0.0,1.0,0.0,0.0,39.997,39.99250893,2.0,1.0,1.0,39.99250893,0.0
Sodium Hypochlorite,0.0,0.0,,3.0,4.8,0.0,0.0,23.1,0.0,0.0,74.44,73.9535366,2.0,1.0,0.0,73.9535366,0.0
Sodium Iodide,0.0,0.0,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,149.8942,149.89424,2.0,1.0,0.0,149.89424,0.0
Sodium Lactate,0.0,1.0,,7.0,63.2,0.0,0.0,60.4,0.0,0.0,112.06,112.0136383,2.0,3.0,1.0,112.0136383,1.0
Sodium Lauryl Ether Sulphate,,,,,,,,,,,,,,,,,
Sodium Lauryl Ethyl Sulphosuccinate,,,,,,,,,,,,,,,,,
Sodium Lauryl Sulphate,0.0,0.0,,18.0,249.0,0.0,0.0,74.8,0.0,0.0,288.38,288.13712473,2.0,4.0,0.0,288.13712473,12.0
Sodium Laurylsulphoacetate,,,,,,,,,,,,,,,,,
Sodium Metabisulphite,0.0,0.0,,9.0,136.0,0.0,0.0,125.0,0.0,0.0,190.11,189.89825401,3.0,6.0,0.0,189.89825401,0.0
Sodium Monofluorophosphate,0.0,0.0,,7.0,49.8,0.0,0.0,63.2,0.0,0.0,143.95,143.93644758,3.0,4.0,0.0,143.93644758,0.0
Sodium Nitroprusside,0.0,0.0,,17.0,119.0,0.0,0.0,139.0,0.0,0.0,297.95,297.948962,11.0,14.0,2.0,297.948962,0.0
Sodium Perborate,,,,,,,,,,,,,,,,,
Sodium Perchlorate,0.0,0.0,,6.0,118.0,0.0,0.0,74.3,0.0,0.0,122.44,121.9382805,2.0,4.0,0.0,121.9382805,0.0
Sodium Phosphate,0.0,0.0,,8.0,36.8,0.0,0.0,86.3,0.0,0.0,163.941,163.92272832,4.0,4.0,0.0,163.92272832,0.0
Sodium Picosulphate,0.0,0.0,,31.0,633.0,0.0,0.0,163.0,0.0,0.0,481.4,480.98779728,3.0,9.0,0.0,480.98779728,5.0
Sodium Pidolate,0.0,0.0,,10.0,159.0,0.0,0.0,69.2,1.0,0.0,151.1,151.02453734,2.0,3.0,1.0,151.02453734,1.0
Sodium Polymetaphosphate,,,,,,,,,,,,,,,,,
Sodium Pyrophosphate,0.0,0.0,,13.0,124.0,0.0,0.0,136.0,0.0,0.0,265.9,265.87100346,5.0,7.0,0.0,265.87100346,0.0
Sodium Sulphate,0.0,0.0,,7.0,62.2,0.0,0.0,88.6,0.0,0.0,142.04,141.93126821,3.0,4.0,0.0,141.93126821,0.0
Sodium Tartrate,0.0,2.0,,12.0,123.0,0.0,0.0,121.0,0.0,0.0,194.05,193.98032641,3.0,6.0,2.0,193.98032641,1.0
Sodium Tetradecyl Sulphate,0.0,2.0,,20.0,312.0,0.0,0.0,74.8,0.0,0.0,316.43,316.16842486,2.0,4.0,0.0,316.16842486,11.0
Sodium Thiosulphate,,,,,,,,,,,,,,,,,
Sodium Zirconium Cyclosilicate,0.0,0.0,,15.0,131.0,0.0,0.0,166.0,0.0,0.0,365.45,363.769248,4.0,9.0,0.0,363.769248,0.0
Sofosbuvir,0.0,0.0,1.0,36.0,913.0,0.0,0.0,153.0,6.0,0.0,529.5,529.16254467,1.0,11.0,3.0,529.16254467,11.0
Solifenacin,0.0,0.0,4.0,27.0,524.0,0.0,0.0,32.8,2.0,0.0,362.5,362.199428076,1.0,3.0,0.0,362.199428076,3.0
Solriamfetol,0.0,0.0,0.6,14.0,179.0,0.0,0.0,78.3,1.0,0.0,194.23,194.105527694,1.0,3.0,2.0,194.105527694,5.0
Somatrem,,,,,,,,,,,,,,,,,
Somatrogon,,,,,,,,,,,,,,,,,
Somatropin,,,,,,,,,,,,,,,,,
Sorafenib,0.0,0.0,4.1,32.0,646.0,0.0,0.0,92.4,0.0,0.0,464.8,464.0863026,1.0,7.0,3.0,464.0863026,5.0
Sorbic Acid,0.0,0.0,1.3,8.0,122.0,0.0,0.0,37.3,0.0,2.0,112.13,112.052429494,1.0,2.0,1.0,112.052429494,2.0
Sorbitan,0.0,0.0,-2.1,11.0,128.0,0.0,0.0,90.2,4.0,0.0,164.16,164.06847348,1.0,5.0,4.0,164.06847348,2.0
Sorbitol,0.0,0.0,-3.1,12.0,105.0,0.0,0.0,121.0,4.0,0.0,182.17,182.07903816,1.0,6.0,6.0,182.07903816,5.0
Sotalol,0.0,1.0,0.2,18.0,330.0,0.0,0.0,86.8,0.0,0.0,272.37,272.11946368,1.0,5.0,3.0,272.11946368,6.0
Sotorasib,0.0,0.0,4.0,41.0,1030.0,0.0,0.0,102.0,1.0,0.0,560.6,560.23474516,1.0,7.0,1.0,560.23474516,5.0
Sotrovimab,,,,,,,,,,,,,,,,,
Sparfloxacin,0.0,0.0,0.1,28.0,691.0,0.0,0.0,98.9,2.0,0.0,392.4,392.1659969,1.0,9.0,3.0,392.1659969,3.0
Spartalizumab,,,,,,,,,,,,,,,,,
Spectinomycin,0.0,0.0,-3.1,23.0,478.0,0.0,0.0,130.0,9.0,0.0,332.35,332.15835111,1.0,9.0,5.0,332.15835111,2.0
Spinacia Oleracea,,,,,,,,,,,,,,,,,
Spiramycin,0.0,0.0,2.1,59.0,1370.0,0.0,0.0,195.0,19.0,2.0,843.1,842.51400504,1.0,16.0,4.0,842.51400504,11.0
Spironolactone,0.0,0.0,2.9,29.0,818.0,0.0,0.0,85.7,7.0,0.0,416.6,416.20213067,1.0,5.0,0.0,416.20213067,2.0
Stannous Fluoride,0.0,0.0,,3.0,2.8,0.0,0.0,0.0,0.0,0.0,156.71,157.899009,1.0,2.0,0.0,157.899009,0.0
Stannous Pyrophosphate,0.0,0.0,,11.0,124.0,0.0,0.0,136.0,0.0,0.0,411.36,413.71633,3.0,7.0,0.0,411.71574,0.0
Stanozolol,0.0,0.0,4.5,24.0,538.0,0.0,0.0,48.9,7.0,0.0,328.5,328.251463648,1.0,2.0,2.0,328.251463648,0.0
Stavudine,0.0,0.0,-0.8,16.0,388.0,0.0,0.0,78.9,2.0,0.0,224.21,224.07970687,1.0,4.0,2.0,224.07970687,2.0
Stellaria Media,,,,,,,,,,,,,,,,,
Sterculia,,,,,,,,,,,,,,,,,
Stiripentol,0.0,1.0,3.6,17.0,280.0,0.0,0.0,38.7,0.0,1.0,234.29,234.125594432,1.0,3.0,1.0,234.125594432,3.0
Streptodornase,,,,,,,,,,,,,,,,,
Streptokinase,,,,,,,,,,,,,,,,,
Streptomycin,0.0,0.0,-8.0,40.0,940.0,0.0,0.0,336.0,15.0,0.0,581.6,581.2656697,1.0,15.0,12.0,581.2656697,9.0
Streptozocin,0.0,0.0,-1.4,18.0,315.0,0.0,0.0,152.0,5.0,0.0,265.22,265.09099983,1.0,8.0,5.0,265.09099983,2.0
Strontium Acetate,0.0,0.0,,9.0,25.5,0.0,0.0,80.3,0.0,0.0,205.71,205.93222092,3.0,4.0,0.0,205.93222092,0.0
Strontium Chloride,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,158.52,157.8433176,3.0,2.0,0.0,157.8433176,0.0
Strontium Ranelate,0.0,0.0,,25.0,533.0,0.0,0.0,216.0,0.0,0.0,513.5,513.7957108,3.0,11.0,0.0,513.7957108,4.0
Styrax Benzoin,,,,,,,,,,,,,,,,,
Succimer,0.0,0.0,0.1,10.0,139.0,0.0,0.0,76.6,2.0,0.0,182.2,181.97075102,1.0,6.0,4.0,181.97075102,3.0
Succinic Acid,0.0,0.0,-0.6,8.0,92.6,0.0,0.0,74.6,0.0,0.0,118.09,118.02660867,1.0,4.0,2.0,118.02660867,3.0
Sucralfate,0.0,0.0,,84.0,2420.0,0.0,0.0,536.0,9.0,0.0,1577.9,1576.753271,22.0,55.0,20.0,1576.753271,37.0
Sucroferric Oxyhydroxide,0.0,0.0,,42.0,395.0,0.0,0.0,202.0,9.0,0.0,866.5,866.76418,20.0,23.0,12.0,866.76418,5.0
Sucroferric Oxyhydroxide,0.0,0.0,,42.0,395.0,0.0,0.0,202.0,9.0,0.0,866.5,866.76418,20.0,23.0,12.0,866.76418,5.0
Sucrose,0.0,0.0,-3.7,23.0,395.0,0.0,0.0,190.0,9.0,0.0,342.3,342.11621151,1.0,11.0,8.0,342.11621151,5.0
Sufentanil,0.0,0.0,4.0,27.0,459.0,0.0,0.0,61.0,0.0,0.0,386.6,386.20279938,1.0,4.0,0.0,386.20279938,8.0
Sugammadex,0.0,0.0,-10.5,128.0,2830.0,0.0,0.0,972.0,40.0,0.0,2002.2,2000.4088747,1.0,56.0,24.0,2000.4088747,40.0
Sulbactam,0.0,0.0,-1.0,15.0,446.0,0.0,0.0,100.0,2.0,0.0,233.24,233.03579362,1.0,5.0,1.0,233.03579362,1.0
Sulbenicillin,0.0,0.0,1.1,27.0,755.0,0.0,0.0,175.0,4.0,0.0,414.5,414.05554326,1.0,8.0,3.0,414.05554326,5.0
Sulconazole,0.0,1.0,6.1,24.0,379.0,0.0,0.0,43.1,0.0,0.0,397.7,396.002153,1.0,2.0,0.0,396.002153,6.0
Sulfabenzamide,0.0,0.0,0.7,19.0,402.0,0.0,0.0,97.6,0.0,0.0,276.31,276.05686342,1.0,4.0,2.0,276.05686342,3.0
Sulfadoxine,0.0,0.0,0.7,21.0,419.0,0.0,0.0,125.0,0.0,0.0,310.33,310.07357611,1.0,8.0,2.0,310.07357611,5.0
Sulfaguanidine,0.0,0.0,-0.7,14.0,307.0,0.0,0.0,133.0,0.0,0.0,214.25,214.05244675,1.0,4.0,3.0,214.05244675,2.0
Sulfametopyrazine,0.0,0.0,0.7,19.0,376.0,0.0,0.0,116.0,0.0,0.0,280.31,280.06301143,1.0,7.0,2.0,280.06301143,4.0
Sulfanilamide,0.0,0.0,-0.6,11.0,211.0,0.0,0.0,94.6,0.0,0.0,172.21,172.03064868,1.0,4.0,2.0,172.03064868,1.0
Sulindac,0.0,1.0,3.4,25.0,616.0,0.0,0.0,73.6,0.0,1.0,356.4,356.08824374,1.0,5.0,1.0,356.08824374,4.0
Sulphacetamide,0.0,0.0,-1.0,14.0,299.0,0.0,0.0,97.6,0.0,0.0,214.24,214.04121336,1.0,4.0,2.0,214.04121336,2.0
Sulphadiazine,0.0,0.0,-0.1,17.0,327.0,0.0,0.0,106.0,0.0,0.0,250.28,250.05244675,1.0,6.0,2.0,250.05244675,3.0
Sulphadimethoxine,0.0,0.0,1.6,21.0,419.0,0.0,0.0,125.0,0.0,0.0,310.33,310.07357611,1.0,8.0,2.0,310.07357611,5.0
Sulphadimidine,0.0,0.0,0.3,19.0,377.0,0.0,0.0,106.0,0.0,0.0,278.33,278.08374688,1.0,6.0,2.0,278.08374688,3.0
Sulphafurazole,0.0,0.0,1.0,18.0,373.0,0.0,0.0,107.0,0.0,0.0,267.31,267.06776246,1.0,6.0,2.0,267.06776246,3.0
Sulphamerazine,0.0,0.0,0.1,18.0,360.0,0.0,0.0,106.0,0.0,0.0,264.31,264.06809681,1.0,6.0,2.0,264.06809681,3.0
Sulphamethizole,0.0,0.0,0.5,17.0,348.0,0.0,0.0,135.0,0.0,0.0,270.3,270.02451792,1.0,7.0,2.0,270.02451792,3.0
Sulphamethoxazole,0.0,0.0,0.9,17.0,346.0,0.0,0.0,107.0,0.0,0.0,253.28,253.05211239,1.0,6.0,2.0,253.05211239,3.0
Sulphamethoxydiazine,0.0,0.0,0.4,19.0,368.0,0.0,0.0,116.0,0.0,0.0,280.31,280.06301143,1.0,7.0,2.0,280.06301143,4.0
Sulphamethoxypyridazine,0.0,0.0,0.3,19.0,376.0,0.0,0.0,116.0,0.0,0.0,280.31,280.06301143,1.0,7.0,2.0,280.06301143,4.0
Sulphaphenazole,0.0,0.0,1.5,22.0,451.0,0.0,0.0,98.4,0.0,0.0,314.4,314.08374688,1.0,5.0,2.0,314.08374688,4.0
Sulphasalazine,0.0,0.0,-0.7,28.0,657.0,0.0,0.0,150.0,0.0,0.0,398.4,398.06849073,1.0,9.0,3.0,398.06849073,6.0
Sulphathiazole,0.0,0.0,0.1,16.0,320.0,0.0,0.0,122.0,0.0,0.0,255.3,255.01361889,1.0,6.0,2.0,255.01361889,3.0
Sulphinpyrazone,0.0,1.0,2.3,29.0,571.0,0.0,0.0,76.9,0.0,0.0,404.5,404.11946368,1.0,4.0,0.0,404.11946368,6.0
